"Key","MainFile","MainLine","TranslationFile","TranslationLine","English","Russian","BuiltinRussian"
"fund_expedition_0009_desc","localization/english/valyrian_decisions_l_english.yml","64","localization/russian/valyrian_decisions_l_russian.yml","65","One of the crew members approaches me afterward and brings me to a box that [choice.GetFirstName] had set aside for me. I open the box to discover a [newly_created_artifact.GetName]!\n\nGlass candles are rumored to allow sorcerers can see across mountains, seas and deserts. It is said that the flame of the candle can give men visions and dreams and allow them communicate with one another half a world apart.\n\nThe bottom of the chest is filled with gold aswell, which will partially cover the cost of the expedition.","Позже меня приводят к сундуку, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оставила', 'оставил' )] для меня. Внутри — [newly_created_artifact.GetName]!\n\nПо слухам, стеклянные свечи позволяют колдунам видеть сквозь горы, моря и пустыни. Их пламя дарует видения и сны, а также позволяет людям беседовать друг с другом через полмира.\n\nНа дне сундука лежит и золото — его хватит, чтобы покрыть часть расходов на экспедицию.","После этого один из членов команды подходит ко мне и подводит к коробке, которую  [choice.GetFirstName] [Select_CString(choice.IsFemale, 'отложила', 'отложил')] для меня. Я открываю ящик и обнаруживаю [newly_created_artifact.GetName]!\n\nСтеклянные свечи, по слухам, позволяют колдунам видеть через горы, моря и пустыни. Говорят, что пламя свечи может давать людям видения и сны и позволять им общаться друг с другом на расстоянии в полмира.\n\nДно сундука также наполнено золотом, что частично покроет расходы на экспедицию."
"fund_expedition_0010.a","localization/english/valyrian_decisions_l_english.yml","91","localization/russian/valyrian_decisions_l_russian.yml","92","Oh? What have you brought me?","Что экспедиция принесла из руин?","О? Что вы мне принесли?"
"fund_expedition_0010_desc","localization/english/valyrian_decisions_l_english.yml","90","localization/russian/valyrian_decisions_l_russian.yml","91","I hear word that [choice.GetFirstNamePossessive] ship has been sighted. In time the ship makes its way to dock...\n\nAs I arrive to congratulate [choice.GetFirstName] for [choice.GetHerHis] safe return. I spot [choice.GetHerHim] walk off the ship with a wide grin on [choice.GetHerHis] face.\n\n""[ROOT.Char.GetTitledFirstName]! As promised I have returned! My crew sailed the smoking sea, explored the lost cities of Valyria, and witnessed the many horrors that plague that land. During the journey we found many artifacts, the greatest of which I have saved just for you my [ROOT.Char.GetLadyLord|U].""\n\nHe walks back onto his ship leading me toward a box. ","До меня доходят вести, что корабль [choice.GetFirstNamePossessive] заметили у берега. Вскоре он входит в гавань...\n\nЯ прихожу поздравить [choice.GetFirstName] с благополучным возвращением и вижу, как [choice.GetSheHe] с широкой улыбкой сходит с палубы.\n\n«[ROOT.Char.GetTitledFirstName]! Как и [Select_CString(choice.IsFemale, 'обещала', 'обещал' )], я [Select_CString(choice.IsFemale, 'вернулась', 'вернулся' )]! Моя команда прошла через Дымное море, исследовала затерянные города Старой Валирии и видела ужасы, что терзают этот край. В пути мы нашли немало древних артефактов, но лучший я [Select_CString(choice.IsFemale, 'приберегла', 'приберёг' )] именно для вас, [ROOT.Char.GetLadyLord|U]».\n\n[choice.GetFirstName] возвращается на корабль и ведёт меня к сундуку.","Я слышал, что корабль [choice.GetFirstNamePossessive] был замечен. Через некоторое время корабль прибывает в док...\n\nКогда я прибыл поздравить [choice.GetFirstName] с благополучным возвращением [choice.GetHerHis]. Я вижу, как [choice.GetHerHim] сходит с корабля с широкой ухмылкой на [choice.GetHerHis] лице.\n\n""[ROOT.Char.GetTitledFirstName]! Как и [Select_CString(choice.IsFemale, 'обещала', 'обещал' )], я [Select_CString(choice.IsFemale, 'вернулась', 'вернулся' )]!   Мой экипаж переплыл дымящееся море, исследовал затерянные города Валирии и стал свидетелем многих ужасов, которые терзают эту землю. Во время путешествия мы нашли множество артефактов, величайший из которых я сохранил специально для вас, [Select_CString(ROOT.Char.IsFemale, 'моя', ' мой')] [ROOT.Char.GetLadyLord|l].""\n\n [choice.GetSheHe] возвращается на корабль и ведет меня к ящику."
"fund_expedition_0011.a","localization/english/valyrian_decisions_l_english.yml","140","localization/russian/valyrian_decisions_l_russian.yml","141","Such power...","Такая сила не даётся даром...","Такая сила..."
"fund_expedition_0011_alt_desc","localization/english/valyrian_decisions_l_english.yml","132","localization/russian/valyrian_decisions_l_russian.yml","133","[choice.GetFirstName] slowly opens the box and pulls out the artifact. [choice.GetSheHe|U] hands me a [newly_created_artifact.GetName]!\n\nDragon horns are ancient devices used by the Dragon Lords of Old Valyria.\n\nWith some strange sorcery such an item could help to tame a Dragon...or so the legends say.\n\nAncient glpyhs decorate the horn.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\nHowever their meanings seem lost to time...","[choice.GetFirstName] открывает сундук и достаёт артефакт. [choice.GetSheHe|U] вручает мне [newly_created_artifact.GetName]!\n\nДраконьи рога — древние орудия власти драконьих владык Старой Валирии.\n\nСказывают, древнее колдовство позволяет таким рогам укрощать драконов... если верить легендам.\n\nПоверхность рога покрыта древними глифами.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\nНо их смысл, похоже, утрачен в веках...","[choice.GetFirstName] медленно открывает ящик и достает артефакт. [choice.GetSheHe|U] протягивает мне [newly_created_artifact.GetName]!\n\nДраконьи рога - это древние инструменты, которыми пользовались Повелители Драконов Старой Валирии.\n\nС помощью странного колдовства такой предмет может помочь приручить дракона... или так утверждают легенды.\n\nДревние глифы украшают рог.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\nОднако их значение кажется забытым со временем..."
"fund_expedition_0011_desc","localization/english/valyrian_decisions_l_english.yml","136","localization/russian/valyrian_decisions_l_russian.yml","137","One of the crew members approaches me afterward and brings me to a box that [choice.GetFirstName] had set aside for me. I open the box to discover a [newly_created_artifact.GetName]!\n\nDragon horns are ancient devices used by the Dragon Lords of Old Valyria.\n\nWith some strange sorcery such an item could help to tame a Dragon...or so the legends say.\n\nAncient glpyhs decorate the horn.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\nHowever their meanings seem lost to time...","Позже моряк из команды проводит меня к сундуку, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оставила', 'оставил' )] для меня. Внутри — [newly_created_artifact.GetName]!\n\nДраконьи рога — древние орудия власти драконьих владык Старой Валирии.\n\nСказывают, древнее колдовство позволяет таким рогам укрощать драконов... если верить легендам.\n\nПоверхность рога покрыта древними глифами.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\nНо их смысл, похоже, утрачен в веках...","После этого один из членов команды подходит ко мне и подводит к ящику, который [choice.GetFirstName] Открыв ящик, я обнаруживаю [newly_created_artifact.GetName]!\n\nДраконьи рога - это древние инструменты, которыми пользовались Повелители Драконов Старой Валирии.\n\nС помощью странного колдовства такой предмет может помочь приручить дракона... или так утверждают легенды.\n\nДревние глифы украшают рог.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\nОднако их значение кажется забытым со временем..."
"fund_expedition_0011_t","localization/english/valyrian_decisions_l_english.yml","130","localization/russian/valyrian_decisions_l_russian.yml","131","A power man should never have trifled with...","Сила, с которой не следовало играть...","Человек, обладающий властью, не должен был шутить с..."
"fund_expedition_0011_valyrian_alt_desc","localization/english/valyrian_decisions_l_english.yml","138","localization/russian/valyrian_decisions_l_russian.yml","139","One of the crew members approaches me afterward and brings me to a box that [choice.GetFirstName] had set aside for me. I open the box to discover a [newly_created_artifact.GetName]!\n\nDragon horns are ancient devices used by the Dragon Lords of Old Valyria.\n\nWith some strange sorcery such an item could help to tame a Dragon...or so the legends say.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\n""All Dragons Must Serve""","Позже моряк из команды проводит меня к сундуку, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оставила', 'оставил' )] для меня. Внутри — [newly_created_artifact.GetName]!\n\nДраконьи рога — древние орудия власти драконьих владык Старой Валирии.\n\nСказывают, древнее колдовство позволяет таким рогам укрощать драконов... если верить легендам.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\n«Все драконы должны служить»","После этого один из членов команды подходит ко мне и подводит к ящику, который [choice.GetFirstName] Открыв ящик, я обнаруживаю [newly_created_artifact.GetName]!\n\nДраконьи рога - это древние инструменты, которыми пользовались Повелители Драконов Старой Валирии.\n\nС помощью странного колдовства такой предмет может помочь приручить дракона... или так утверждают легенды.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\n""Все драконы должны служить"
"fund_expedition_0011_valyrian_desc","localization/english/valyrian_decisions_l_english.yml","134","localization/russian/valyrian_decisions_l_russian.yml","135","[choice.GetFirstName] slowly opens the box and pulls out the artifact. [choice.GetSheHe|U] hands me a [newly_created_artifact.GetName]!\n\nDragon horns are ancient devices used by the Dragon Lords of Old Valyria.\n\nWith some strange sorcery such an item could help to tame a Dragon...or so the legends say.\n\nAncient glpyhs decorate the horn.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\n""All Dragons Must Serve"" ","[choice.GetFirstName] открывает сундук и достаёт артефакт. [choice.GetSheHe|U] вручает мне [newly_created_artifact.GetName]!\n\nДраконьи рога — древние орудия власти драконьих владык Старой Валирии.\n\nСказывают, древнее колдовство позволяет таким рогам укрощать драконов... если верить легендам.\n\nПоверхность рога покрыта древними глифами.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\n«Все драконы должны служить»","[choice.GetFirstName] медленно открывает ящик и достает артефакт. [choice.GetSheHe|U] протягивает мне [newly_created_artifact.GetName]!\n\nДраконьи рога - это древние инструменты, которыми пользовались Повелители Драконов Старой Валирии.\n\nС помощью странного колдовства такой предмет может помочь приручить дракона... или так утверждают легенды.\n\nДревние глифы украшают рог.\n\n#COLOR:{1.0,1.0,1.0};FONT:ValyrianGlyphsFont;SIZE:20 ;Mc:ÆÊU;#!\n\n""Все драконы должны служить"""
"fund_expedition_0012_alt_desc","localization/english/valyrian_decisions_l_english.yml","102","localization/russian/valyrian_decisions_l_russian.yml","103","[choice.GetFirstName] slowly opens the box and pulls out the artifact. [choice.GetSheHe|U] hands me a [newly_created_artifact.GetName]!\n\n""A Dragon whip once wielded by an ancient Dragon Lord. May it serve you well."" [choice.GetSheHe|U] says.\n\nAs you take the whip, you feel a surge of connection to the ancient dragonlords, a sense of awe at holding such a potent piece of history.","[choice.GetFirstName] открывает сундук и достаёт артефакт. [choice.GetSheHe|U] вручает мне [newly_created_artifact.GetName]!\n\n«Драконья плеть, которой некогда владел древний драконий владыка. Пусть она верно служит вам», — говорит [choice.GetSheHe].\n\nБеря плеть в руки, я ощущаю внезапную связь с древними драконьими владыками — и трепет перед орудием их власти.","[choice.GetFirstName] медленно открывает ящик и достает артефакт. [choice.GetSheHe|U] протягивает мне [newly_created_artifact.GetName]!\n\n""Драконья плеть, которой когда-то владел древний Драконий владыка. Пусть он послужит вам на благо"" [choice.GetSheHe|U] says.\n\nКак только вы берете кнут, вы чувствуете прилив связи с древними повелителями драконов, чувство благоговения от того, что держите в руках такой значимый кусок истории."
"fund_expedition_0012_desc","localization/english/valyrian_decisions_l_english.yml","96","localization/russian/valyrian_decisions_l_russian.yml","97","One of the crew members approaches me afterward and brings me to a box that [choice.GetFirstName] had set aside for me. I open the box to discover a [newly_created_artifact.GetName]! As you take the whip, you feel a surge of connection to the ancient dragonlords, a sense of awe at holding such a potent piece of history.","Позже меня проводят к сундуку, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оставила', 'оставил' )] для меня. Внутри — [newly_created_artifact.GetName]! Беря плеть в руки, я ощущаю внезапную связь с древними драконьими владыками — и трепет перед орудием их власти.","После этого один из членов команды подходит ко мне и подводит к ящику, который [choice.GetFirstName] приготовил для меня. Открыв ящик, я обнаруживаю [newly_created_artifact.GetName]! Взяв в руки кнут, вы ощущаете прилив связи с древними владыками драконов и благоговение от того, что держите в руках такой значимый предмет истории."
"fund_expedition_0012_t","localization/english/valyrian_decisions_l_english.yml","95","localization/russian/valyrian_decisions_l_russian.yml","96","A remnant of Old Valyria","Орудие драконьих владык","Остатки Старой Валирии"
"fund_expedition_0013_alt_desc","localization/english/valyrian_decisions_l_english.yml","108","localization/russian/valyrian_decisions_l_russian.yml","109","[choice.GetFirstName] slowly opens the box and pulls out the artifact. [choice.GetSheHe|U] hands me a [newly_created_artifact.GetName]! Ancient and long lost knowlege in the forms of Valyrian script line the pages...\n\nPerhaps you could gleam the ways of ancient Dragonlords from these pages?","[choice.GetFirstName] открывает сундук и достаёт артефакт. [choice.GetSheHe|U] вручает мне [newly_created_artifact.GetName]! Страницы покрыты валирийской вязью; в ней скрыто древнее знание, давно недоступное живым...\n\nБыть может, в этих строках скрыты тайны драконьих владык?","[choice.GetFirstName] медленно открывает ящик и достает артефакт. [choice.GetSheHe|U] протягивает мне [newly_created_artifact.GetName]! Древние и давно утерянные знания в виде валиряийских письмён заполняют страницы...\n\nВозможно, вы сможете узнать пути древних Владык драконов с этих страниц?"
"fund_expedition_0013_desc","localization/english/valyrian_decisions_l_english.yml","106","localization/russian/valyrian_decisions_l_russian.yml","107","One of the crew members approaches me afterward and brings me to a box that [choice.GetFirstName] had set aside for me. I open the box to discover a [newly_created_artifact.GetName]! Ancient and long lost knowlege in the forms of Valyrian script line the pages...\n\nPerhaps you could gleam the ways of ancient Dragonlords from these pages?","Позже меня подводят к сундуку, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оставила', 'оставил' )] для меня. Внутри — [newly_created_artifact.GetName]! Страницы покрыты валирийской вязью; в ней скрыто древнее знание, давно недоступное живым...\n\nБыть может, в этих строках скрыты тайны драконьих владык?","После этого один из членов команды подходит ко мне и подводит к ящику, который [choice.GetFirstName] Открыв ящик, я обнаруживаю [newly_created_artifact.GetName]! Древние и давно утерянные знания в виде валиряийских письмён заполняют страницы...\n\nВозможно, вы сможете узнать пути древних Владык драконов с этих страниц?"
"fund_expedition_0013_t","localization/english/valyrian_decisions_l_english.yml","105","localization/russian/valyrian_decisions_l_russian.yml","106","Knowledge from Old Valyria","Знания Старой Валирии","Знания Старой Валирии"
"fund_expedition_0014.a","localization/english/valyrian_decisions_l_english.yml","115","localization/russian/valyrian_decisions_l_russian.yml","116","Interesting...","Всё же это валирийская сталь...","Интересно..."
"fund_expedition_0014_alt_desc","localization/english/valyrian_decisions_l_english.yml","114","localization/russian/valyrian_decisions_l_russian.yml","115","[choice.GetFirstName] slowly opens the box and pulls out the artifact. [choice.GetSheHe|U] hands me a [newly_created_artifact.GetName]! The cup, though finely made, lacks the awe-inspiring presence one might have hoped for—a simple drinking vessel instead of a legendary weapon or powerful artifact. The layered surface, though impressive, feels underwhelming compared to the dangerous ruins that were ventured through to retrieve it.\n\nIt seems as if with the right smith this cup could be reforged into a greater item...","[choice.GetFirstName] открывает сундук и достаёт артефакт. [choice.GetSheHe|U] вручает мне [newly_created_artifact.GetName]! Кубок сделан искусно, но ему недостаёт величия, которого я ждал: это всего лишь сосуд для питья, а не легендарное оружие и не могущественный артефакт. Слоистая поверхность валирийской стали впечатляет, но после всех опасностей руин Валирии награда кажется слишком скромной.\n\nИ всё же умелый кузнец, пожалуй, смог бы перековать этот кубок в нечто большее.","[choice.GetFirstName] медленно открывает ящик и достает артефакт. [choice.GetSheHe|U] протягивает мне [newly_created_artifact.GetName]! Чаша, хотя и сделана прекрасно, не обладает тем трепетным присутствием, на которое можно было бы рассчитывать, - это простой сосуд для питья, а не легендарное оружие или мощный артефакт. Многослойная поверхность, хотя и впечатляет, кажется не слишком впечатляющей по сравнению с опасными руинами, через которые пришлось пройти, чтобы достать ее.\n\nКажется, что при наличии подходящего кузнеца эта чаша может быть перекована в более совершенный предмет..."
"fund_expedition_0014_desc","localization/english/valyrian_decisions_l_english.yml","112","localization/russian/valyrian_decisions_l_russian.yml","113","One of the crew members approaches me afterward and brings me to a box that [choice.GetFirstName] had set aside for me. I open the box to discover a [newly_created_artifact.GetName]! The cup, though finely made, lacks the awe-inspiring presence one might have hoped for—a simple drinking vessel instead of a legendary weapon or powerful artifact. The layered surface, though impressive, feels underwhelming compared to the dangerous ruins that were ventured through to retrieve it...\n\nIt seems as if with the right smith this cup could be reforged into a greater item...","Позже меня приводят к сундуку, который [choice.GetFirstName] [Select_CString(choice.IsFemale, 'оставила', 'оставил' )] для меня. Внутри — [newly_created_artifact.GetName]! Кубок сделан искусно, но ему недостаёт величия, которого я ждал: это всего лишь сосуд для питья, а не легендарное оружие и не могущественный артефакт. Слоистая поверхность валирийской стали впечатляет, но после всех опасностей руин Валирии награда кажется слишком скромной...\n\nИ всё же умелый кузнец, пожалуй, смог бы перековать этот кубок в нечто большее.","После этого один из членов команды подходит ко мне и подводит к ящику, который [choice.GetFirstName] Открыв ящик, я обнаруживаю [newly_created_artifact.GetName]! Чаша, хотя и сделана прекрасно, не обладает тем трепетным присутствием, на которое можно было бы рассчитывать, - это простой сосуд для питья, а не легендарное оружие или мощный артефакт. Многослойная поверхность, хотя и впечатляет, кажется не слишком впечатляющей по сравнению с опасными руинами, через которые пришлось пройти, чтобы достать ее...\n\nКажется, что при наличии подходящего кузнеца эта чаша может быть перекована в более совершенный предмет..."
"fund_expedition_0014_t","localization/english/valyrian_decisions_l_english.yml","111","localization/russian/valyrian_decisions_l_russian.yml","112","Good things come in small packages...","Скромная находка","Хорошие вещи приходят в маленьких упаковках..."
"fund_expedition_decision","localization/english/valyrian_decisions_l_english.yml","17","localization/russian/valyrian_decisions_l_russian.yml","18","Fund an Expedition to Old Valyria","Снарядить экспедицию в Старую Валирию","Финансирование экспедиции в Старую Валирию"
"fund_expedition_decision_confirm","localization/english/valyrian_decisions_l_english.yml","25","localization/russian/valyrian_decisions_l_russian.yml","26","Find me someone to lead this trip...","Найти того, кто поведёт экспедицию...","Найдите мне кого-нибудь, кто возглавит эту поездку..."
"fund_expedition_decision_desc_1","localization/english/valyrian_decisions_l_english.yml","18","localization/russian/valyrian_decisions_l_russian.yml","19","Voyages into Old Valyria are extremely dangerous. Most that venture into the smoking sea do not return...and those that do tell stories of horrible monsters and deadly diseases...Old Valyria is also the only place to recover long lost Valyrian artifacts.","Экспедиции в Старую Валирию смертельно опасны. Большинство тех, кто уходит в Дымное море, не возвращается... а немногие вернувшиеся шепчут о чудовищах, проклятых руинах и смертельных хворях. И всё же только в пепле Валирийского фригольда, оставшемся после Рока Валирии, ещё можно отыскать давно утраченные валирийские артефакты.","Путешествия в Старую Валирию чрезвычайно опасны. Большинство тех, кто отправляется в дымное море, не возвращаются... а те, кто возвращается, рассказывают истории об ужасных монстрах и смертельных болезнях... Старая Валирия - единственное место, где можно найти давно потерянные валирийские артефакты."
"fund_expedition_decision_desc_2","localization/english/valyrian_decisions_l_english.yml","19","localization/russian/valyrian_decisions_l_russian.yml","20","Fund a brave explorer to travel into the smoking sea. The journey will be incredibly dangerous, but can yield rare Valyrian Artifacts...","Снарядите экспедицию под началом отважного исследователя и отправьте её в Дымное море. Путь будет смертельно опасен, но из руин Старой Валирии можно привезти редкие валирийские артефакты...","Найдите отважного исследователя для путешествия в дымное море. Путешествие будет очень опасным, но может принести редчайшие валирийские артефакты..."
"fund_expedition_decision_tooltip","localization/english/valyrian_decisions_l_english.yml","21","localization/russian/valyrian_decisions_l_russian.yml","22","You will be presented with a group of brave explorers that are willing to lead a voyage into Old Valyria and may hire one of them for [gold_i]500.\n","Вам представят нескольких отважных исследователей, готовых возглавить экспедицию в Старую Валирию. Одного из них можно нанять за [gold_i]500.\n","Вам будет представлена группа отважных исследователей, готовых отправиться в путешествие в Старую Валирию, и вы можете нанять одного из них за [gold_i]500.\n"
"fund_expedition_decision_tooltip_2","localization/english/valyrian_decisions_l_english.yml","22","localization/russian/valyrian_decisions_l_russian.yml","23","The leader of the expedition can potentially return with a rare Valyrian artifact, such as Valyrian Steel, a Dragon Egg, or minor Valyrian artifacts\n","Предводитель экспедиции может вернуться с редким валирийским артефактом: оружием из валирийской стали, драконьим яйцом или малым валирийским артефактом.\n","Лидер экспедиции потенциально может вернуться с редким валирийским артефактом, таким как валирийская сталь, яйцо дракона или другие валирийские артефакты\n"
"fund_expedition_decision_tooltip_3","localization/english/valyrian_decisions_l_english.yml","23","localization/russian/valyrian_decisions_l_russian.yml","24","The leader of the expedition can also be severely hurt, killed, or return with a deadly disease\n","Предводитель экспедиции также может получить тяжёлые раны, погибнуть или принести с собой смертельную болезнь.\n","Руководитель экспедиции также может быть тяжело ранен, убит или вернуться со смертельной болезнью\n"
"funded_expedition_valyria","localization/english/valyrian_memories_l_english.yml","19","localization/russian/valyrian_memories_l_russian.yml","20","Funded an expedition","Экспедиция в Старую Валирию","Профинансировал экспедицию."
"funded_expedition_valyria_desc","localization/english/valyrian_memories_l_english.yml","21","localization/russian/valyrian_memories_l_russian.yml","22","I funded [adventurer.GetFullNamePossessiveRegnal] expedition to Valyria","по моей воле была снаряжена экспедиция [adventurer.GetFullNamePossessiveRegnal] к руинам Старой Валирии","Я финансировал экспедицию [adventurer.GetFullNamePossessiveRegnal] в Валирию."
"funded_expedition_valyria_desc_second_perspective","localization/english/valyrian_memories_l_english.yml","22","localization/russian/valyrian_memories_l_russian.yml","23","you funded [adventurer.GetFullNamePossessiveRegnal] expedition to Valyria","по вашей воле была снаряжена экспедиция [adventurer.GetFullNamePossessiveRegnal] к руинам Старой Валирии","Вы финансировали экспедицию [adventurer.GetFullNamePossessiveRegnal] в Валирию."
"funded_expedition_valyria_desc_third_perspective","localization/english/valyrian_memories_l_english.yml","23","localization/russian/valyrian_memories_l_russian.yml","24","[owner.GetFullName] funded [adventurer.GetFullNamePossessiveRegnal] expedition to Valyria","по воле [owner.GetFullName] была снаряжена экспедиция [adventurer.GetFullNamePossessiveRegnal] к руинам Старой Валирии","[owner.GetFullName] финансирует [adventurer.GetFullNamePossessiveRegnal] экспедицию в Валирию."
"funded_my_expedition","localization/english/valyrian_decisions_l_english.yml","92","localization/russian/valyrian_decisions_l_russian.yml","93","Funded expedition","Снаряжённая экспедиция","Финансируемая экспедиция"
"funded_my_expedition_valyria","localization/english/valyrian_memories_l_english.yml","25","localization/russian/valyrian_memories_l_russian.yml","26","Funded an expedition","Экспедиция в Старую Валирию","Профинансировал экспедицию"
"funded_my_expedition_valyria_desc","localization/english/valyrian_memories_l_english.yml","27","localization/russian/valyrian_memories_l_russian.yml","28","[funder.GetFullNameNicknamedRegnal] funded my expedition to Valyria","моя экспедиция к руинам Старой Валирии была снаряжена на средства [funder.GetFullNameNicknamedRegnal]","[funder.GetFullNameNicknamedRegnal] профинансировал мою экспедицию в Валирию"
"funded_my_expedition_valyria_desc_second_perspective","localization/english/valyrian_memories_l_english.yml","28","localization/russian/valyrian_memories_l_russian.yml","29","[funder.GetFullNameNicknamedRegnal] funded your expedition to Valyria","ваша экспедиция к руинам Старой Валирии была снаряжена на средства [funder.GetFullNameNicknamedRegnal]","[funder.GetFullNameNicknamedRegnal] профинансировал вашу экспедицию в Валирию"
"funded_my_expedition_valyria_desc_third_perspective","localization/english/valyrian_memories_l_english.yml","29","localization/russian/valyrian_memories_l_russian.yml","30","[funder.GetFullNameNicknamedRegnal] funded [adventurer.GetFullNamePossessiveRegnal] expedition to Valyria","экспедиция [adventurer.GetFullNamePossessiveRegnal] к руинам Старой Валирии была снаряжена на средства [funder.GetFullNameNicknamedRegnal]","[funder.GetFullNameNicknamedRegnal] финансирует [adventurer.GetFullNamePossessiveRegnal] экспедицию в Валирию"
"game_concept_voyage","localization/english/valyrian_decisions_l_english.yml","10","localization/russian/valyrian_decisions_l_russian.yml","11","Voyage","Плавание","Путешествие"
"game_concept_voyage_desc","localization/english/valyrian_decisions_l_english.yml","12","localization/russian/valyrian_decisions_l_russian.yml","13","A voyage to Valyria is a dangerous yet rewarding risk that Valyrian characters can undertake. It is the only remaining way to acquire new Valyrian steel and Dragon eggs.","Плавание в Старую Валирию — опасное предприятие, сулящее щедрую награду персонажам валирийского происхождения. Это единственный оставшийся путь к новым предметам из валирийской стали и драконьим яйцам.","Путешествие в Валирию - это опасный, но выгодный риск, на который могут пойти валирийские персонажи. Это единственный оставшийся способ добыть новую валирийскую сталь и яйца дракона."
"game_concept_voyages","localization/english/valyrian_decisions_l_english.yml","11","localization/russian/valyrian_decisions_l_russian.yml","12","Voyages","Плавания","Путешествия"
"go_on_voyage_decision_tooltip","localization/english/valyrian_decisions_l_english.yml","3","localization/russian/valyrian_decisions_l_russian.yml","4","Undertake a [voyage|E] to find long lost Valyrian artifacts and to gain [piety|E] and [prestige|E].","Отправиться в [Concept('voyage', 'плавание')|E], чтобы отыскать давно утраченные валирийские артефакты и получить [piety|E] и [prestige|E].","Отправляйтесь в [Concept('voyage', 'путешествие')|E] чтобы найти давно потерянные валирийские артефакты и получить [Concept('piety', 'благочестие')|E] с [Concept('prestige', 'престиж')|E]."
"hire_master_smith.0001.a","localization/english/valyrian_decisions_l_english.yml","202","localization/russian/valyrian_decisions_l_russian.yml","203","I need a master smith in my court","Такой мастер нужен мне при дворе.","Мне нужен мастер-кузнец при дворе"
"hire_master_smith.0001.b","localization/english/valyrian_decisions_l_english.yml","203","localization/russian/valyrian_decisions_l_russian.yml","204","Perhaps another time...","Возможно, в другой раз...","Возможно, в другой раз..."
"hire_master_smith.0001.t","localization/english/valyrian_decisions_l_english.yml","200","localization/russian/valyrian_decisions_l_russian.yml","201","A Master Smith of Qohor","Квохорский мастер-кузнец","Мастер-кузнец из Квохора"
"hire_master_smith.0001.tt","localization/english/valyrian_decisions_l_english.yml","204","localization/russian/valyrian_decisions_l_russian.yml","205","You will be able to reforge Valyrian Steel","Вы сможете перековывать предметы из валирийской стали","Вы сможете перековать валирийскую сталь"
"hire_master_smith.0001_desc","localization/english/valyrian_decisions_l_english.yml","201","localization/russian/valyrian_decisions_l_russian.yml","202","[smith.GetFirstName] is brought before me. With [smith.GetHerHim] is an assortment of various weapons and trinkets [smith.GetSheHe] has forged over the years...\n\nThe craftmanship leaves little doubt in my mind that [smith.GetFirstName] is what I need.\n\nI ask [smith.GetHerHim] if he is familiar with working Valyrian Steel.\n\n""Yes my [ROOT.Char.GetLadyLord], I can work it into anything you desire...If you have the material of course."" ","[smith.GetFirstName] предстаёт передо мной с несколькими образцами оружия и мелкими изделиями, которые [smith.GetSheHe] [Select_CString(smith.IsFemale, 'изготавливала', 'изготавливал' )] в разные годы...\n\nКачество ремесла не оставляет сомнений: именно такой мастер мне и нужен.\n\nЯ спрашиваю, [Select_CString(smith.IsFemale, 'умеет ли она', 'умеет ли он' )] работать с валирийской сталью.\n\n«Да, [ROOT.Char.GetLadyLord]. Я могу придать ей любую форму... если, конечно, у вас есть сам металл».","[smith.GetFirstName] предстал передо мной. [smith.GetSheHe] показывает ассортимент различного оружия и драгоценностей, которые были выкованы за годы работы...\n\nКачество работы не оставляет сомнений в том, что [smith.GetFirstName] - это тот, кто мне нужен.\n\nЯ спрашиваю [smith.GetHerHis] известно ли [smith.GetHerHim] работа с валирийской сталью.\n\n""Да, [ROOT.Char.GetLadyLord], я могу сделать из нее все, что вы пожелаете... Если у вас есть материал, конечно."" "
"hire_master_smith_decision","localization/english/valyrian_decisions_l_english.yml","193","localization/russian/valyrian_decisions_l_russian.yml","194","Hire Master Blacksmith","Нанять мастера-кузнеца","Нанять мастера-кузнеца"
