LogLine,Component,Owner,Symbols,SourceMods,Message
10135,pdx_persistent_reader.cpp:216,,,,"Error: ""Failed to read key reference: 1453_end_date: 1453_end_date, near line: 8
Failed to read key reference: rhomaion_name_of_byzantium: rhomaion_name_of_byzantium, near line: 8
Failed to read key reference: default_mongol_invasion: default_mongol_invasion, near line: 8
Failed to read key reference: random_ruler_placement_off: random_ruler_placement_off, near line: 8
Failed to read key reference: launch_historical: launch_historical, near line: 8
Failed to read key reference: fp1_scandi_adventurers_apocalyptic: fp1_scandi_adventurers_apocalyptic, near line: 8
Failed to read key reference: dissolution_after_caliph_death: dissolution_after_caliph_death, near line: 8
Failed to read key reference: default_seljuk_invasion: default_seljuk_invasion, near line: 8
Failed to read key reference: situation_the_great_steppe_toggle_on: situation_the_great_steppe_toggle_on, near line: 8
Failed to read key reference: struggle_iberia_toggle_on: struggle_iberia_toggle_on, near line: 8
Failed to read key reference: struggle_persia_toggle_on: struggle_persia_toggle_on, near line: 8
Failed to read key reference: historicity_ruler_of_munster_historical_toirdelbach: historicity_ruler_of_munster_historical_toirdelbach, near line: 8
Failed to read key reference: historicity_norman_conquest_default_random: historicity_norman_conquest_default_random, near line: 8
Failed to read key reference: tibet_nomad_region_on: tibet_nomad_region_on, near line: 8
Failed to read key reference: sami_nomad_region_on: sami_nomad_region_on, near line: 8
Failed to read key reference: arabia_nomad_region_on: arabia_nomad_region_on, near line: 8
Failed to read key reference: sahel_nomad_region_on: sahel_nomad_region_on, near line: 8
Failed to read key reference: horn_of_africa_nomad_region_on: horn_of_africa_nomad_region_on, near line: 8
Failed to read key reference: historicity_extra_admin_egypt_gameplay_not_administrative: historicity_extra_admin_egypt_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_extra_admin_arabia_gameplay_not_administrative: historicity_extra_admin_arabia_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_extra_admin_ghana_gameplay_not_administrative: historicity_extra_admin_ghana_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_extra_admin_kabulistan_gameplay_not_administrative: historicity_extra_admin_kabulistan_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_extra_admin_persia_gameplay_not_administrative: historicity_extra_admin_persia_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_extra_admin_maghreb_gameplay_not_administrative: historicity_extra_admin_maghreb_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_extra_admin_tamilakam_gameplay_not_administrative: historicity_extra_admin_tamilakam_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_extra_admin_carolingians_gameplay_not_administrative: historicity_extra_admin_carolingians_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_extra_admin_player_wherever_gameplay_not_administrative: historicity_extra_admin_player_wherever_gameplay_not_administrative, near line: 8
Failed to read key reference: historicity_frankokratia_fourth_crusade: historicity_frankokratia_fourth_crusade, near line: 8
Failed to read key reference: silk_road_starting_innovations_preset: silk_road_starting_innovations_preset, near line: 8
Failed to read key reference: ACR_RE_tradition_slots_plus_95: ACR_RE_tradition_slots_plus_95, near line: 8
Failed to read key reference: ACR_RE_tradition_cost_free: ACR_RE_tradition_cost_free, near line: 8
Failed to read key reference: ACR_RE_tradition_cooldown_none: ACR_RE_tradition_cooldown_none, near line: 8
Failed to read key reference: ACR_RE_truce_duration_5: ACR_RE_truce_duration_5, near line: 8
Failed to read key reference: ACR_RE_truce_scope_player_primary: ACR_RE_truce_scope_player_primary, near line: 8
Failed to read key reference: ACR_RE_council_task_speed_1_month: ACR_RE_council_task_speed_1_month, near line: 8
Failed to read key reference: HM_RE_rule_player_free_functions_enabled: HM_RE_rule_player_free_functions_enabled, near line: 8
Failed to read key reference: HM_RE_rule_change_holding_type_cost_very_cheap: HM_RE_rule_change_holding_type_cost_very_cheap, near line: 8
Failed to read key reference: HM_RE_rule_change_holding_type_cooldown_very_short: HM_RE_rule_change_holding_type_cooldown_very_short, near line: 8
Failed to read key reference: HM_RE_rule_can_replace_buildings_vassals: HM_RE_rule_can_replace_buildings_vassals, near line: 8
Failed to read key reference: HM_RE_rule_can_feudalize_holdings_vassals: HM_RE_rule_can_feudalize_holdings_vassals, near line: 8
Failed to read key reference: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap, near line: 8
Failed to read key reference: HM_RE_rule_player_extra_slots_enabled: HM_RE_rule_player_extra_slots_enabled, near line: 8
Failed to read key reference: HM_RE_rule_player_slot_base_cost_very_cheap: HM_RE_rule_player_slot_base_cost_very_cheap, near line: 8
Failed to read key reference: HM_RE_rule_player_slot_step_cost_very_cheap: HM_RE_rule_player_slot_step_cost_very_cheap, near line: 8
Failed to read key reference: HM_RE_rule_construction_time_cost_free: HM_RE_rule_construction_time_cost_free, near line: 8
Failed to read key reference: HM_RE_build_all_button_on: HM_RE_build_all_button_on, near line: 8
Failed to read key reference: HM_RE_upgrade_all_button_on: HM_RE_upgrade_all_button_on, near line: 8
Failed to read key reference: HM_RE_make_nomad_button_on: HM_RE_make_nomad_button_on, near line: 8
Failed to read key reference: HM_RE_make_temple_citadel_button_on: HM_RE_make_temple_citadel_button_on, near line: 8
Failed to read key reference: HM_RE_player_add_slots_decision_on: HM_RE_player_add_slots_decision_on, near line: 8
Failed to read key reference: HM_RE_player_add_slots_decision_base_cost_very_cheap: HM_RE_player_add_slots_decision_base_cost_very_cheap, near line: 8
Failed to read key reference: HM_RE_player_cost_gold: HM_RE_player_cost_gold, near line: 8
Failed to read key reference: HM_RE_rule_ai_extra_slots_disabled: HM_RE_rule_ai_extra_slots_disabled, near line: 8
Failed to read key reference: HM_RE_rule_ai_slot_base_cost_very_expensive: HM_RE_rule_ai_slot_base_cost_very_expensive, near line: 8
Failed to read key reference: HM_RE_rule_ai_slot_step_cost_very_expensive: HM_RE_rule_ai_slot_step_cost_very_expensive, near line: 8"" in file: """" near line: 8"
10190,coat_of_arms_render_description.cpp:190,A Game of Thrones | Unresolved file,,,Failed to find textured emblem texture at path: gfx/coat_of_arms/colored_emblems/asoiaf_unicorn.dds near file: common/coat_of_arms/coat_of_arms/personal_coas_dynamic.txt line: 1080
10191,coat_of_arms_render_description.cpp:190,A Game of Thrones | Unresolved file,,,Failed to find textured emblem texture at path: gfx/coat_of_arms/colored_emblems/vale_seldon_rayonne.dds near file: common/coat_of_arms/coat_of_arms/riverland_dynasties.txt line: 120
10193,coat_of_arms_render_description.cpp:190,A Game of Thrones | Unresolved file,,,Failed to find textured emblem texture at path: gfx/coat_of_arms/colored_emblems/north_wibberly.dds near file: common/coat_of_arms/coat_of_arms/northern_dynasties.txt line: 1337
10196,coat_of_arms_render_description.cpp:190,A Game of Thrones | Unresolved file,,,Failed to find textured emblem texture at path: gfx/coat_of_arms/colored_emblems/ce_bottom_solid.dds near file: common/coat_of_arms/coat_of_arms/reach_dynasties.txt line: 1708
10199,coat_of_arms_render_description.cpp:190,A Game of Thrones | Unresolved file,,,Failed to find textured emblem texture at path: gfx/coat_of_arms/colored_emblems/re_block_02.dds near file: common/coat_of_arms/coat_of_arms/reach_dynasties.txt line: 1882
10201,coat_of_arms_render_description.cpp:190,A Game of Thrones | Unresolved file,,,Failed to find textured emblem texture at path: gfx/coat_of_arms/colored_emblems/re_block_02.dds near file: common/coat_of_arms/coat_of_arms/reach_dynasties.txt line: 192
10202,opinion_modifier.cpp:83,,funded_my_expedition,Valyrian Steel,Modifier 'funded_my_expedition' shouldn't have a duration and monthly_change at the same time!
10203,opinion_modifier.cpp:83,,sent_relative_to_valyria,Valyrian Steel,Modifier 'sent_relative_to_valyria' shouldn't have a duration and monthly_change at the same time!
10204,artifact_feature.cpp:33,,feature_dragon_whip_black | dragon_whip_black,Valyrian Steel | Valyrian Steel - Русификация,Missing loc key 'feature_dragon_whip_black'
10205,artifact_feature.cpp:33,,feature_dragon_whip_silver | dragon_whip_silver,Valyrian Steel | Valyrian Steel - Русификация,Missing loc key 'feature_dragon_whip_silver'
10206,artifact_feature.cpp:33,,feature_dragon_whip_bronze | dragon_whip_bronze,Valyrian Steel | Valyrian Steel - Русификация,Missing loc key 'feature_dragon_whip_bronze'
10208,title_links.cpp:214,Divine Intervention Cheat Menu,,,Failed to fetch a valid landed title 'e_hre' at location 'file: common/scripted_guis/DI_char_editor_present_sgui.txt line: 1589 (DI_ce_female_dominated:effect)'
10209,title_links.cpp:214,Divine Intervention Cheat Menu,,,Failed to fetch a valid landed title 'e_hre' at location 'file: common/character_interactions/DI_character_interaction.txt line: 4622 (DI_change_succession:on_accept)'
10210,title_links.cpp:214,Divine Intervention Cheat Menu,,,Failed to fetch a valid landed title 'e_hre' at location 'file: common/character_interactions/DI_character_interaction.txt line: 4624 (DI_change_succession:on_accept)'
10211,title_links.cpp:214,Divine Intervention Cheat Menu,,,Failed to fetch a valid landed title 'e_hre' at location 'file: common/character_interactions/DI_character_interaction.txt line: 4637 (DI_change_succession:on_accept)'
10212,title_links.cpp:214,Divine Intervention Cheat Menu,,,Failed to fetch a valid landed title 'e_hre' at location 'file: common/character_interactions/DI_character_interaction.txt line: 4639 (DI_change_succession:on_accept)'
10213,title_links.cpp:214,COW-AGOT: 3D Models & Bigger Castles,,,Failed to fetch a valid landed title 'b_graced_castle' at location 'file: common/on_action/cowagot_province_on_actions.txt line: 242 (set_provinces_on_actions)'
10214,title_links.cpp:214,COW-AGOT: 3D Models & Bigger Castles,,,Failed to fetch a valid landed title 'b_cheesemonger_manse' at location 'file: common/on_action/cowagot_province_on_actions.txt line: 246 (set_provinces_on_actions)'
10215,jomini_eventtarget.h:291,Divine Intervention Cheat Menu,,,Failed to find 'varangian' from database for link 'trait' at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1232 (DI_akolouthos_traits_effect)
10216,jomini_eventmanager.cpp:119,,agot_cities.5000,COW-AGOT: 3D Models & Bigger Castles,'agot_cities.5000' does not have a valid namespace
10217,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: trigger_event effect [ Event [agot_cities.5000] not found ]
  Script location: file: common/buildings/yy_agotcities_special_buildings_westeros.txt line: 1827 (planky_town_special:on_complete)"
10221,jomini_eventmanager.cpp:119,,agot_cities.5000,COW-AGOT: 3D Models & Bigger Castles,'agot_cities.5000' does not have a valid namespace
10222,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: trigger_event effect [ Event [agot_cities.5000] not found ]
  Script location: file: common/buildings/yy_agotcities_special_buildings_westeros.txt line: 1993 (agot_castamere_03:on_complete)"
10226,jomini_eventmanager.cpp:119,,agot_cities.5000,COW-AGOT: 3D Models & Bigger Castles,'agot_cities.5000' does not have a valid namespace
10227,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: trigger_event effect [ Event [agot_cities.5000] not found ]
  Script location: file: common/buildings/yy_agotcities_special_buildings_westeros.txt line: 2295 (24castamere_03:on_complete)"
10231,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 13 (agot_create_artifact_vs_blackfyre_effect[args#3618947653])"
10235,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 31 (agot_create_artifact_vs_blackfyre_effect[args#3618947653])"
10239,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 13 (agot_create_artifact_vs_blackfyre_effect[args#141906969])"
10243,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 31 (agot_create_artifact_vs_blackfyre_effect[args#141906969])"
10247,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 604 (agot_create_artifact_vs_pincer_effect[args#3618947653])"
10251,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 630 (agot_create_artifact_vs_pincer_effect[args#3618947653])"
10255,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 455 (agot_create_artifact_vs_seafoam_effect[args#3618947653])"
10259,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 475 (agot_create_artifact_vs_seafoam_effect[args#3618947653])"
10263,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid static modifier 'artifact_personal_scheme_power_add_5_modifier' ]
  Script location: file: common/scripted_effects/00_lotd_artifact_creation_effects.txt line: 8 (create_artifact_subterfuge_effect[args#141906969])"
10267,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 13 (agot_create_artifact_vs_blackfyre_effect[args#979117111])"
10271,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 31 (agot_create_artifact_vs_blackfyre_effect[args#979117111])"
10275,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 604 (agot_create_artifact_vs_pincer_effect[args#979117111])"
10279,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 630 (agot_create_artifact_vs_pincer_effect[args#979117111])"
10283,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 455 (agot_create_artifact_vs_seafoam_effect[args#979117111])"
10287,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 475 (agot_create_artifact_vs_seafoam_effect[args#979117111])"
10291,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 455 (agot_create_artifact_vs_seafoam_effect[args#2425720076])"
10295,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_seafoam_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 475 (agot_create_artifact_vs_seafoam_effect[args#2425720076])"
10299,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 604 (agot_create_artifact_vs_pincer_effect[args#2425720076])"
10303,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_pincer_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 630 (agot_create_artifact_vs_pincer_effect[args#2425720076])"
10307,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 13 (agot_create_artifact_vs_blackfyre_effect[args#2425720076])"
10311,jomini_script_system.cpp:303,Legacy Of The Dragon,,,"Script system error!
  Error: create_artifact effect [ Invalid artifact template 'vs_blackfyre_template' ]
  Script location: file: common/scripted_effects/00_agot_artifact_vs_sword_effects_override.txt line: 31 (agot_create_artifact_vs_blackfyre_effect[args#2425720076])"
10315,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: set_culture_pillar effect [ Invalid database object 'language_agot_lhazaar' ]
  Script location: file: common/scripted_guis/DI_cultural_editor_pillars_sgui.txt line: 620 (DI_language_agot_lhazaar_sgui:effect)"
10319,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'set_culture_pillar' returned false at file: common/scripted_guis/DI_cultural_editor_pillars_sgui.txt line: 620 (DI_language_agot_lhazaar_sgui:effect)
10320,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: add_innovation effect [ target: Not found in database class CCultureInnovationTypeDatabase ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 4616 (DI_change_succession:on_accept)"
10324,jomini_effect.cpp:139,Divine Intervention Cheat Menu,,,PostValidate of effect 'add_innovation' returned false at file: common/character_interactions/DI_character_interaction.txt line: 4616 (DI_change_succession:on_accept)
10325,jomini_script_system.cpp:303,Divine Intervention Cheat Menu,,,"Script system error!
  Error: add_innovation effect [ target: Not found in database class CCultureInnovationTypeDatabase ]
  Script location: file: common/character_interactions/DI_character_interaction.txt line: 4631 (DI_change_succession:on_accept)"
10329,jomini_effect.cpp:139,Divine Intervention Cheat Menu,,,PostValidate of effect 'add_innovation' returned false at file: common/character_interactions/DI_character_interaction.txt line: 4631 (DI_change_succession:on_accept)
10330,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: add_building effect [ Invalid database object 'common_trade_03' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 174 (set_provinces_on_actions)"
10334,jomini_effect.cpp:139,COW-AGOT: 3D Models & Bigger Castles,,,PostValidate of effect 'add_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 174 (set_provinces_on_actions)
10335,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: remove_building effect [ Invalid database object 'ironwood_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 214 (set_provinces_on_actions)"
10339,jomini_effect.cpp:139,COW-AGOT: 3D Models & Bigger Castles,,,PostValidate of effect 'remove_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 214 (set_provinces_on_actions)
10340,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: add_special_building_slot effect [ Invalid database object 'bearisland_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 273 (set_provinces_on_actions)"
10344,jomini_effect.cpp:139,COW-AGOT: 3D Models & Bigger Castles,,,PostValidate of effect 'add_special_building_slot' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 273 (set_provinces_on_actions)
10345,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: add_special_building effect [ Invalid database object 'bearisland_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 274 (set_provinces_on_actions)"
10349,jomini_effect.cpp:139,COW-AGOT: 3D Models & Bigger Castles,,,PostValidate of effect 'add_special_building' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 274 (set_provinces_on_actions)
10350,jomini_script_system.cpp:303,COW-AGOT: 3D Models & Bigger Castles,,,"Script system error!
  Error: add_special_building_slot effect [ Invalid database object 'harlaw_mines_01' ]
  Script location: file: common/on_action/cowagot_province_on_actions.txt line: 335 (harlaw_building_check_on_actions)"
10354,jomini_effect.cpp:139,COW-AGOT: 3D Models & Bigger Castles,,,PostValidate of effect 'add_special_building_slot' returned false at file: common/on_action/cowagot_province_on_actions.txt line: 335 (harlaw_building_check_on_actions)
10355,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_arabic' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 14 (DI_court_position_post_spawn_effect[args#2101251318])"
10359,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 14 (DI_court_position_post_spawn_effect[args#2101251318])
10360,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_greek' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 15 (DI_court_position_post_spawn_effect[args#2101251318])"
10364,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 15 (DI_court_position_post_spawn_effect[args#2101251318])
10365,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_latin' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 16 (DI_court_position_post_spawn_effect[args#2101251318])"
10369,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 16 (DI_court_position_post_spawn_effect[args#2101251318])
10370,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_norse' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 17 (DI_court_position_post_spawn_effect[args#2101251318])"
10374,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 17 (DI_court_position_post_spawn_effect[args#2101251318])
10375,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_greek' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 27 (DI_court_position_post_spawn_effect[args#2101251318])"
10379,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 27 (DI_court_position_post_spawn_effect[args#2101251318])
10380,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_norse' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 29 (DI_court_position_post_spawn_effect[args#2101251318])"
10384,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 29 (DI_court_position_post_spawn_effect[args#2101251318])
10385,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_arabic' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 26 (DI_court_position_post_spawn_effect[args#2101251318])"
10389,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 26 (DI_court_position_post_spawn_effect[args#2101251318])
10390,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: learn_language effect [ Invalid database object 'language_latin' ]
  Script location: file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 28 (DI_court_position_post_spawn_effect[args#2101251318])"
10394,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'learn_language' returned false at file: common/scripted_effects/DI_court_position_spawner_overrides.txt line: 28 (DI_court_position_post_spawn_effect[args#2101251318])
10395,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 20 (DI_personality_trait_randomizer_effect)"
10399,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 20 (DI_personality_trait_randomizer_effect)
10400,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: add_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 21 (DI_personality_trait_randomizer_effect)"
10404,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'add_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 21 (DI_personality_trait_randomizer_effect)
10405,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: remove_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)"
10409,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'remove_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)
10410,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: remove_trait effect [ target: Not found in database class CTraitDatabase ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect)"
10414,jomini_effect.cpp:139,Divine Intervention AGOT Cheat Menu,,,PostValidate of effect 'remove_trait' returned false at file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect)
10415,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: has_trait trigger [ Cannot find honorable in trait database ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 85 (DI_clear_personality_traits_effect)"
10419,jomini_script_system.cpp:303,Divine Intervention AGOT Cheat Menu,,,"Script system error!
  Error: has_trait trigger [ Cannot find ruthless in trait database ]
  Script location: file: common/scripted_effects/DI_present_effects.txt line: 86 (DI_clear_personality_traits_effect)"
10423,pdx_persistent_reader.cpp:216,Valyrian Steel,,,"Error: ""Unknown modifier type: bond_with_dragon_scheme_success_chance_add, near line: 17
Unknown modifier type: bond_with_dragon_scheme_scheme_success_chance_add, near line: 24"" in file: ""common/modifier_definition_formats/agot_scheme_definitions.txt"" near line: 29"
10425,jomini_script_system.cpp:303,AGOT Submod Core,,,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'show_armor_enabled' ]
  Script location: file: gfx/portraits/portrait_modifiers/01_cloaks_base.txt line: 1333 (cloaks:weight)"
