Gene,Kind,Owner,File,Line,Templates
headgear,accessory_genes,AGOT Submod Core,common/genes/06_genes_special_accessories_headgear.txt,13,no_headgear | all_headgear | western_nobility | western_high_nobility | western_royalty | western_common | western_imperial | western_war | western_stealth | mena_royalty | mena_low_nobility | mena_high_nobility | mena_common | mena_imperial | mena_war | mena_royalty | mena_stealth | monarchs_journey_low | monarchs_journey_high | catholic_high | catholic_head | dde_hre_high_nobility | dde_hre_nobility | dde_hre_common | dde_hre_imperial | dde_hre_war | dde_hre_royalty | dde_abbasid_high_nobility | dde_abbasid_common | dde_abbasid_imperial | dde_abbasid_war | dde_abbasid_royalty | northern_war | northern_common | northern_high_nobility | northern_royalty | byzantine_high_nobility | byzantine_nobility | byzantine_common | byzantine_imperial | byzantine_war | byzantine_royalty | steppe_high_nobility | steppe_nobility | steppe_common | steppe_royalty | steppe_war | sub_saharan_high_nobility | sub_saharan_common | sub_saharan_royalty | sub_saharan_imperial | indian_high_nobility | indian_nobility | indian_common | indian_royalty | indian_imperial | indian_war | crusades_western_war | crusades_mena_war | religious_catholic_devoted | religious_orthodox_high | religious_orthodox_head | religious_zoroastrian_high | religious_jewish_high | religious_jewish_head | religious_muslim_high | religious_muslim_head | religious_african_high | religious_steppe_high | religious_northern_high | fp1_common | fp1_low_nobility | fp1_nobility | fp1_war | fp1_war_common | fp1_royalty | fp1_imperial | monarchs_journey_unleashed | ep1_western_royalty | ep1_steppe_royalty | ep1_indian_royalty | ep1_jester | ep1_crown_of_justinian | ep1_crown_of_lombardy | ep1_sassanid_crown | ep1_diamond_crown | ep1_sub_saharan_royalty | ep1_mena_royalty | ep1_indian_imperial | ep1_byzantine_imperial | ep1_italian_royalty | ep1_persian_imperial | fp2_christian_common | fp2_christian_low_nobility | fp2_christian_high_nobility | fp2_christian_royalty | fp2_christian_war_nobility | fp2_muslim_common | fp2_muslim_low_nobility | fp2_muslim_high_nobility | fp2_muslim_royalty | fp2_muslim_war_nobility | fp2_scripted_headgear_01 | ep2_western_era1_war_nobility | ep2_western_era2_war_nobility | ep2_western_era3_war_nobility | ep2_western_era4_war_nobility | ep2_western_era1_common | ep2_western_era1_nobility | ep2_western_era1_high_nobility | ep2_western_era1_royalty | ep2_western_era1_imperial | ep2_western_era3_common | ep2_western_era3_nobility | western_era3_royalty | ep2_mena_war_nobility | ep2_steppe_war_nobility | ep2_byzantine_war_nobility | ep2_indian_war_nobility | sp2_western_imperial | sp2_western_high_nobility | reward_western_royalty | western_wedding | mena_wedding | byzantine_wedding | fp4_western_common | fp4_western_low_nobility | fp4_western_royalty | fp4_western_era3_common | fp3_iranian_royalty | fp3_iranian_low_nobility | fp3_iranian_nobility | fp3_iranian_war | fp3_iranian_imperial | fp3_turkic_low_nobility | fp3_turkic_nobility | afr_common | afr_low_nobility | afr_high_nobility | afr_royalty | afr_imperial | afr_war | sp3_western_high_nobility | sp3_western_nobility | sp3_western_royalty | ep3_byzantine_era1_commoner | ep3_byzantine_era1_low_nobility | ep3_byzantine_era1_high_nobility | ep3_byzantine_era1_royalty | ep3_byzantine_era1_imperial | ep3_byzantine_era1_war_nobility | ep3_byzantine_era2_low_nobility | ep3_byzantine_era2_high_nobility | ep3_byzantine_era2_war_nobility | ep3_byzantine_era2_imperial | ep3_byzantine_era2_royalty | pol_common | pol_low_nobility | pol_high_nobility | pol_royalty | pol_imperial | pol_war | ccp4_sami_common | ccp4_sami_low_nobility | ccp4_sami_high_nobility | ccp4_khanty_common | ccp4_khanty_low_nobility | ccp4_khanty_high_nobility | ccp4_khanty_war | ccp4_religious_siberian_commoner | sp4_western_royalty | sp4_rus_royalty | sp4_mena_royalty | mpo_mongol_commoner | mpo_mongol_nobility | mpo_mongol_war_nobility | mpo_mongol_royalty | mpo_mongol_imperial | tgp_chinese_imperial | tgp_chinese_era2_imperial | tgp_chinese_era1_war_nobility | tgp_chinese_era2_war_nobility | tgp_chinese_era1_nobility | tgp_chinese_era2_nobility | tgp_chinese_high_nobility | tgp_chinese_commoner | tgp_chinese_royalty | tgp_japanese_royalty | tgp_japanese_imperial | tgp_shinto_priest | tgp_japanese_war_nobility | tgp_japanese_war_high_nobility | tgp_japanese_high_nobility | tgp_japanese_nobility | tgp_japanese_commoner | tgp_southeast_nobility | tgp_korean_imperial | tgp_japanese_shogun | tgp_korean_nobility | tgp_southeast_royal | tgp_southeast_imperial | tgp_ainu_commoner | tgp_korean_commoner | ccp5_english_era3_war_nobility | ccp5_german_era3_war_nobility | ccp5_french_era3_war_nobility | ccp5_french_era3_war_com | ccp5_english_era4_war_nobility | ccp5_german_era4_war_nobility | ccp5_french_era4_war_nobility | ccp5_swabian_era4_war_nobility | ccp5_western_war_nobility | ccp7_emishi_com | ccp7_emishi_lo_nob | ccp7_emishi_hi_nob | ccp7_ainu_sapanpe | ccp7_emishi_war_nob | ccp7_nivkh_com | ccp7_nivkh_lo_nob | ccp7_nivkh_shaman | ccp9_commoner_headgear | ccp9_low_nobility_headgear | ccp9_high_nobility_headgear | ccp9_royalty_headgear | sp5_crowns | sp5_byzantine_imperial | sp5_western_royalty | sp5_western_high_nobility | agot_most_headgears | agot_crowns | iron_isles_crowns | westerlands_crowns | bolton_crowns | agot_qolab | Dorne_Helm_3_Dynamic | Dorne_Helm_3_Martell_Dynamic | hedge_knight_dynamic | agot_wildling_dlc | crowns_of_westeros | KG_war_common | lotd_unique_crowns | asoiaf_all_helms | asoiaf_unique_headgears | asoiaf_nights_watch_headgears | tgc_helmets
heterochromia_eye,accessory_genes,AGOT Submod Core,common/genes/08_genes_special_visual_traits.txt,2063,heterochromia_eye_random | heterochromia_eye_green1 | heterochromia_eye_green2 | heterochromia_eye_blue1 | heterochromia_eye_blue2 | heterochromia_eye_grey | heterochromia_eye_brown1 | heterochromia_eye_brown2 | heterochromia_eye_brown3 | heterochromia_eye_purple1 | heterochromia_eye_purple2 | heterochromia_eye_black1 | heterochromia_eye_black2 | heterochromia_eye_red | heterochromia_eye_gold | heterochromia_eye_blind | heterochromia_eye_valyrian | heterochromia_eye_purple3 | heterochromia_eye_purple4 | heterochromia_eye_bloodraven
legwear,accessory_genes,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,11,all_legwear | no_legwear | western_common_legwear | western_war_legwear | mena_war_legwear | mena_common_legwear | mena_nobility_legwear | fp1_common_legwear | ep1_jester_legwear | ep2_western_war_legwear | afr_common_legwear | ep3_byzantine_imperial_legwear | ep3_byzantine_war_nobility_legwear | ep3_byzantine_nobility_legwear | pol_common_legwear | ccp4_sami_common_legwear | ccp4_khanty_common_legwear | tgp_chinese_war_legwear | tgp_chinese_commoner_legwear | tgp_chinese_nobility_legwear | tgp_japanese_commoner_legwear | tgp_japanese_war_legwear | tgp_japanese_imperial_legwear | tgp_chinese_high_nobility_legwear | tgp_southeast_commoner_legwear | ccp7_emishi_com_legwear | ccp7_emishi_nob_legwear | ccp7_nivkh_com_legwear | agot_all_legwear | female_legwear_secular_fp1_common_edited_01 | agot_boots_legwear | free_city_sandals | dragon_rider_legwear | pirate_legwear | ccp4_wildling_legwear | ccp7_wildling_legwear | kingsguard_legwear_01 | valyrian_nobility_legwear | asoiaf_all_legwears | tgc_pants | tgc_pants_black | tgc_pants_blackfyre
pose,morph_genes,AGOT Submod Core,common/genes/08_genes_special_visual_traits.txt,1614,
props_asoiaf,accessory_genes,AGOT+,common/genes/asoiaf_accessories_misc.txt,12,no_props | grid | asoiaf_jaimes_sword | asoiaf_ice | asoiaf_heartsbane | asoiaf_longclaw | asoiaf_oathkeeper | asoiaf_widows_wail | asoiaf_krakenfall | asoiaf_dark_sister | asoiaf_needle | asoiaf_hearteater | asoiaf_red_vipers_spear | asoiaf_radzig_sword
props_hk,accessory_genes,AGOT Submod Core,common/genes/hk_accessories_misc.txt,14,no_props | grid | hk_shield
props_left,accessory_genes,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,1684,no_props | grid | steward_pouches | chancellor_scrolls | swaddled_baby | prophet_shield | fp1_rune_tablet_01 | ep1_artisan_spear_left_hand | ep1_mena_artisan_spear_left_hand | ep1_african_artisan_spear_left_hand | ep1_indian_artisan_spear_left_hand | ep1_artifact_spear_equipped_left | ep1_tool_quill | fp2_steward_pouch | fp2_chess_piece_left_hand | ep2_horn_left | ep2_rabbit_carcass_left | ep2_steppe_bow_01_a_left | ep2_mediterranean_bow_01_a_left | ep2_indian_bow_01_a_left | ep2_long_bow_01_a_left | ep2_short_bow_01_left | ep2_steppe_bow_01_a_drawn_left | ep2_mediterranean_bow_01_a_drawn_left | ep2_indian_bow_01_a_drawn_left | ep2_long_bow_01_a_drawn_left | ep2_short_bow_01_drawn_left | ep2_african_bow_01_drawn_left | ep2_african_bow_01_left | ep2_boar_spear_left | ep2_western_jousting_shield_01 | ep2_falcon_peregrine | bp2_reading_book_left | fp4_shawm | fp4_bronzemortar | fp4_lute | fp4_alto_flute | fp4_chifonie_still | marshal_swords_left | ep1_artisan_sword_mena_left | ep1_artifact_sword_equipped_left | fp3_artifact_sword_equipped_left | afr_marshal_sword_left | fp1_marshal_sword_left | fp2_iberian_muslim_sword_left | fp2_iberian_christian_sword_left | ep1_artisan_sword_steppe_left | ep1_artisan_sword_byzantine_left | ep1_artisan_sword_indian_left | ep1_indian_shield_01 | ep1_mediterranean_shield_01 | ep1_mena_shield_01 | ep1_western_shield_01 | bp3_walking_stick_01 | bow_random_idle | pol_marshal_sword_left | mediterranean_bow_01 | indian_bow_01 | long_bow_01 | short_bow_01 | african_bow_01 | steppe_bow_01 | f_headgear_sp4_mena_roy_01 | male_headgear_secular_western_imperial_01 | male_headgear_secular_byzantine_imperial_01 | f_headgear_sp4_rus_roy_01 | f_headgear_sp4_western_roy_01 | male_headgear_secular_mena_royalty_01 | m_headgear_sec_ep2_western_era1_roy_01 | male_headgear_secular_indian_royalty_01 | male_headgear_secular_sub_saharan_royalty_01 | m_headgear_sec_fp3_iranian_imp_01 | m_headgear_sp4_rus_roy_01 | male_headgear_secular_steppe_royalty_01 | male_headgear_secular_dde_hre_imperial_01 | male_headgear_secular_fp1_royalty_01 | male_headgear_secular_ep1_crown_of_lombardy | male_headgear_secular_sub_saharan_imperial_01 | f_headgear_sec_ep3_byzantine_era1_roy_01 | f_headgear_sec_sp2_western_imperial_01 | m_headgear_sec_ep2_western_era1_imp_01 | male_headgear_secular_western_royalty_02 | male_headgear_secular_indian_imperial_01 | male_headgear_secular_fp2_iberian_christian_royalty_01 | male_headgear_secular_byzantine_royalty_01 | m_headgear_sec_mpo_mongol_imp_01 | tgp_fan_01_a | tgp_chinese_polearm_01_left | tgp_scrolls_bundle | tgp_chinese_book_left | tgp_brush_left | tgp_tray_01 | tgp_japanese_shield_01_a | tgp_sea_shield_01_a | tgp_chinese_shield_01_a | tgp_japanese_ceremonial_sword_01_a_left | tgp_japanese_sword_01_a_left | tgp_sword_of_goujian_01_a_left | tgp_chinese_sword_01_a_left | tgp_japanese_bow_01_a | tgp_japanese_bow_01_a_drawn | japanese_bow_01 | ccp5_french_marshal_sword_left | pdt_crutch_01_a | agot_weirwood_longbow_left | agot_weirwood_longbow_drawn_left | agot_dragonbone_longbow_left | agot_dragonbone_longbow_drawn_left | agot_gold_mirror | agot_silver_mirror | agot_valyrian_mirror | agot_dragonbinder_horn | agot_shield_nights_watch
props_left_crowns,accessory_genes,A Game of Thrones,common/genes/agot_genes_accessories_crown_props.txt,3,agot_crowns
props_right,accessory_genes,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,2735,no_props | ep1_mena_book_big | ep1_western_book_big | bp1_lantern | fp2_iberian_muslim_scroll | messenger_scroll | prison_shackles | prison_shackles_02 | spymaster_daggers | rondel_dagger | spymaster_daggers_mena | spymaster_daggers_indian | marshal_swords | ep1_artisan_spear_right_hand | ep1_mena_artisan_spear_right_hand | ep1_african_artisan_spear_right_hand | ep1_indian_artisan_spear_right_hand | fp1_marshal_sword | fp1_spymasters_dagger | ep1_artisan_sword_mena | ep1_artisan_sword_indian | ep1_artisan_sword_byzantine | ep1_artisan_sword_steppe | ep1_artisan_sword_african | ep1_artisan_sword_northern | ep1_artisan_axe_mena | ep1_artisan_axe | ep1_artisan_axe_northern_pagan | ep1_artisan_axe_indian | ep1_artisan_axe_african | ep1_artisan_axe_steppe | ep1_artisan_axe_mediterranean | ep1_artisan_mace_african | ep1_artisan_mace_western | ep1_artisan_mace_steppe | ep1_artisan_mace_byzantine | ep1_artisan_mace_mena | ep1_artisan_mace_indian | ep1_artisan_hammer_mena | ep1_artisan_hammer_western | ep1_artifact_axe_equipped | ep1_artifact_mace_equipped | ep1_artifact_sword_equipped | ep1_artifact_dagger_equipped | ep1_artifact_spear_equipped | ep1_artifact_hammer_equipped | fp2_iberian_muslim_dagger | fp2_iberian_muslim_sword | fp2_iberian_christian_sword | bp1_tankard | bp1_goblet | fp2_chess_piece_right_hand | ep2_crossbow_right | ep2_hunting_knife_right | ep2_arrow_right | ep2_arrowBlunt_right | ep2_hunting_sword_right | ep2_boar_spear_right | ep2_lance_01_right | ep2_western_longsword_01_right | bp2_medieval_football | bp2_wooden_stick_horse | bp2_wooden_longsword | bp2_wooden_shortsword | bp2_medieval_doll | bp2_wooden_sword | bp2_reading_book_right | fp3_artifact_sword_equipped_01 | afr_marshal_sword | afr_spymaster_dagger | fp4_qanun | fp4_quill | ep2_northern_mace | fp4_bronzepestle | steward_pouches_right | ep3_byzantine_scepter | ep1_indian_shield_01_right | ep1_mediterranean_shield_01_right | ep1_mena_shield_01_right | ep1_western_shield_01_right | pol_marshal_sword | skull_goblet_right | ep1_indian_goblet_basic_01_a | ep1_mediterranean_goblet_basic_01_a | ep1_mena_goblet_basic_01_a | ep1_western_goblet_basic_01_a | bp3_walking_stick_01_right | tgp_guqin_01_a | tgp_gunbai_01_a | tgp_hu_01_a | tgp_chinese_polearm_01_right | tgp_bottle | tgp_scroll | ep1_mediterranean_book_big | ep1_indian_book_big | tgp_chinese_book_right | tgp_chinese_book | tgp_brush_right | tgp_suzu_01 | tgp_gui_01_a | tgp_japanese_ceremonial_sword_01_a | tgp_japanese_dagger_01_a | tgp_japanese_sword_01_a | tgp_sword_of_goujian_01_a | tgp_chinese_axe_01_a | tgp_chinese_dagger_01_a | tgp_chinese_goblet_01_a | tgp_gyerim_ro_dagger_01_a | tgp_japanese_shield_01_a_right | tgp_sea_shield_01_a_right | tgp_chinese_shield_01_a_right | tgp_chinese_sword_01_a | tgp_japanese_cup_01 | ccp5_french_marshal_sword | agot_artifact_weapon_lady_forlorn | agot_artifact_weapon_lamentation | agot_artifact_weapon_longclaw | agot_artifact_weapon_nightfall | agot_artifact_weapon_dawn | agot_artifact_weapon_orphan_maker | agot_artifact_weapon_pincer | agot_artifact_weapon_pride | agot_artifact_weapon_red_rain | agot_artifact_weapon_seafoam | agot_artifact_weapon_skullcleaver | agot_artifact_weapon_defiance | agot_artifact_weapon_stalwart | agot_artifact_weapon_strangers_touch | agot_artifact_weapon_supremacy | agot_artifact_weapon_swordfish | agot_artifact_weapon_dragonbane | agot_artifact_weapon_tranquility | agot_artifact_weapon_vigilance | agot_artifact_weapon_widestripe | agot_artifact_weapon_widows_wail | agot_artifact_weapon_wyrmfang | agot_artifact_weapon_evergold | agot_artifact_weapon_disputant | agot_artifact_weapon_truth | agot_artifact_weapon_brightroar | agot_artifact_weapon_dragonglass_dagger | agot_artifact_weapon_dragonglass_sword | agot_artifact_weapon_remige | agot_dragon_egg_prop | agot_artifact_weapon_bobbyhammer | agot_artifact_high_septon_staff | agot_artifact_orb_and_star_prop | dornish_spear_prop | blackfyre_sword | darksister_sword | agot_artifact_weapon_black_death | agot_artifact_weapon_mothers_grief | agot_artifact_weapon_talon | agot_artifact_weapon_andal_armingsword_gold | agot_artifact_weapon_andal_armingsword_silver | agot_artifact_weapon_andal_longsword_gold | agot_artifact_weapon_andal_longsword_silver | agot_artifact_weapon_firstman_armingsword_gold | agot_artifact_weapon_firstman_armingsword_silver | agot_artifact_weapon_firstman_armingsword_bronze | agot_artifact_weapon_firstman_longsword_gold | agot_artifact_weapon_firstman_longsword_silver | agot_artifact_weapon_firstman_longsword_bronze | agot_artifact_weapon_valyrian_armingsword_gold | agot_artifact_weapon_valyrian_armingsword_silver | agot_artifact_weapon_valyrian_longsword_gold | agot_artifact_weapon_valyrian_longsword_silver | agot_artifact_weapon_cloudbreak | agot_artifact_weapon_glory | agot_artifact_weapon_stormy_nights | agot_artifact_weapon_pincer | agot_artifact_weapon_adders_fang | agot_artifact_weapon_blackfyre | dragon_doll_prop_01 | dragon_doll_prop_02 | dragon_doll_prop_03 | dragon_doll_prop_04 | dragon_doll_prop_05 | dragon_doll_prop_06 | agot_artifact_weapon_maekarmace | agot_artifact_weapon_dark_moon | agot_artifact_weapon_emoBoy_sword | agot_artifact_weapon_skinpeeler | agot_artifact_weapon_dornish_sabre | agot_artifact_weapon_dancer | agot_artifact_weapon_dark_sister | agot_artifact_weapon_iron_will | agot_artifact_weapon_heartsbane | agot_artifact_weapon_ice | agot_artifact_weapon_darktalon | agot_artifact_weapon_iron_price | agot_artifact_weapon_unkindness | agot_artifact_weapon_swansong | agot_artifact_weapon_bumblin | agot_artifact_weapon_sting | agot_artifact_weapon_resonance | agot_artifact_weapon_starcross | agot_artifact_weapon_upright | agot_artifact_weapon_redhorn | agot_artifact_weapon_fools_errand | agot_artifact_weapon_blood_moon | agot_artifact_weapon_elegance | agot_artifact_weapon_guile | agot_artifact_weapon_oldroot | agot_artifact_weapon_clover | agot_artifact_weapon_feastmaker | agot_artifact_weapon_heartbreaker | agot_artifact_weapon_freedom | agot_artifact_weapon_mourning | agot_artifact_weapon_guardian | agot_artifact_weapon_boneclaw | agot_artifact_weapon_honest_broker | agot_artifact_weapon_ascendant | agot_artifact_weapon_fortitude | agot_artifact_weapon_venom | agot_artifact_weapon_longthorn | agot_artifact_weapon_boartusk | agot_artifact_weapon_oathkeeper | agot_artifact_weapon_black_blood | agot_artifact_weapon_ironborn_greataxe | agot_artifact_weapon_dennecent_axe | agot_artifact_weapon_eleneis_grace | agot_artifact_weapon_sg_lizard_lion | agot_artifact_weapon_dusk | agot_shield_nights_watch | agot_artifact_weapon_darkflame | agot_artifact_weapon_duskmaiden
props_tgc,accessory_genes,AGOT Submod Core,common/genes/tgc_accessories_misc.txt,14,no_props | grid | tgc_shield | tgc_banner | tgc_skullPike
props_tgc_sword,accessory_genes,AGOT Submod Core,common/genes/tgc_accessories_misc.txt,73,no_props | tgc_sword | tgc_sword_blackfyre
props_valyrian,accessory_genes,AGOT Submod Core,common/genes/valyrian_steel_accessories_misc.txt,14,no_props | grid | vs_sword_1_prop | vs_sword_2_prop | vs_sword_3_prop | vs_dagger_1_prop | vs_spear_1_prop | vs_mace_prop | vs_axe_prop | vs_sword_4_prop | vs_halberd_prop | vs_mace_2_prop | vs_sword_5_prop | dragon_horns_prop | dragon_horns_glow_prop | dragon_whip_prop | vs_goblet_prop | valyrian_book_right | valyrian_paged_book
props_valyrian_lotd,accessory_genes,AGOT Submod Core,common/genes/lotd_accessories_misc.txt,14,no_props | grid | darksister_prop | seafoam_prop | aegon_dagger_prop | subterfuge_prop | calamity_prop | orys_hammer_prop | aegon_dagger_glow_prop | blackfyre_prop | blackfyre_rehilt_prop | aegon_dagger_glow_prop
secondary_headgears,accessory_genes,AGOT Submod Core,common/genes/06_genes_special_accessories_headgear.txt,4740,no_headgear | western_wedding | mena_wedding | byzantine_wedding
skin_color,color_genes,A Game of Thrones,common/genes/00_genes_color.txt,7,
skin_color_saturation,morph_genes,A Game of Thrones,common/genes/epe_color_genes_morph.txt,3,vanilla_skin_saturation | skin_color_saturation
special_accessories_jewelry,accessory_genes,A Game of Thrones,common/genes/agot_genes_accessories_jewelry.txt,3,no_jewelry | red_priest_necklace_sphere | red_priest_necklace_square | it_handchain | male_headgear_maester_chain_1 | male_headgear_maester_chain_2 | male_headgear_maester_chain_3 | male_headgear_maester_chain_4 | male_headgear_grandmaester_chain | shieraseastar_necklace | female_westerosi_necklace_01 | pearl_necklace | female_faithofseven_necklace_01 | female_faithofseven_necklace_02 | female_valyrian_necklace_01 | female_valyrian_necklace_02 | female_valyrian_necklace_03 | female_westerosi_necklace_02 | pearl_and_gem | female_westerosi_necklace_03 | female_westerosi_necklace_03_rhaenyra | female_westerosi_necklace_03_alysanne | shieraseastar_necklace_02
special_accessories_jewelry,accessory_genes,AGOT Submod Core,common/genes/smc_genes_accessories_jewellery.txt,3,no_jewelry | red_priest_necklace_sphere | red_priest_necklace_square | it_handchain | male_headgear_maester_chain_1 | male_headgear_maester_chain_2 | male_headgear_maester_chain_3 | male_headgear_maester_chain_4 | male_headgear_grandmaester_chain | shieraseastar_necklace | female_westerosi_necklace_01 | pearl_necklace | female_faithofseven_necklace_01 | female_faithofseven_necklace_02 | female_valyrian_necklace_01 | female_valyrian_necklace_02 | female_valyrian_necklace_03 | female_westerosi_necklace_02 | pearl_and_gem | female_westerosi_necklace_03 | female_westerosi_necklace_03_rhaenyra | female_westerosi_necklace_03_alysanne | shieraseastar_necklace_02 | asoiaf_unique_jewellery | asoiaf_generic_jewellery | asoiaf_fots_religious_jewellery
special_headgear_face_mask,accessory_genes,AGOT Submod Core,common/genes/08_genes_special_visual_traits.txt,1660,no_mask | face_mask | ep3_golden_nose | fp3_iranian_face_mask | fp3_iranian_face_mask_open | head_bandage | tgp_chinese_face_mask | tgp_japanese_face_mask
special_headgear_face_mask_agot,accessory_genes,AGOT Submod Core,common/genes/08_genes_special_visual_traits.txt,1877,agot_masks | agot_disfigured_mask_1 | agot_disfigured_mask_3 | agot_disfigured_mask_4 | agot_disfigured_bandage | agot_disfigured_no_mask
special_headgear_face_mask_viserys,accessory_genes,AGOT Submod Core,common/genes/08_genes_special_visual_traits.txt,1972,face_mask
special_headgear_spectacles,accessory_genes,AGOT Submod Core,common/genes/08_genes_special_visual_traits.txt,1759,no_spectacles | spectacles | blindfold | eye_patch | eye_bandage | beric_eyepatch | triangle_eyepatch | decorated_eyepatch | round_eyepatch | eye_bandage_clean
special_legwear,accessory_genes,AGOT Submod Core,common/genes/07_genes_special_accessories_misc.txt,797,special_wooden_leg
teeth_accessory,accessory_genes,A Game of Thrones,common/genes/02_genes_accessories_misc.txt,88,normal_teeth | ohaguro_teeth | no_teeth
