File,DNA,Line,GeneCount,HumanBody,DragonGene,LogMessages,MissingGenes,UnknownGenes
common/bookmark_portraits/bookmark_82_osmund_strong.txt,bookmark_82_osmund_strong,3,188,True,"""human_body"" 0 ""human_body"" 0",9,0,9
common/bookmark_portraits/bookmark_82_rhaenys_targaryen.txt,bookmark_82_rhaenys_targaryen,3,201,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/bookmark_82_robert_redwyne.txt,bookmark_82_robert_redwyne,3,199,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/bookmark_82_roy_connington.txt,bookmark_82_roy_connington,3,196,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/bookmark_82_ryam_redwyne.txt,bookmark_82_ryam_redwyne,3,195,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/bookmark_82_septon_barth.txt,bookmark_82_septon_barth,3,196,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/bookmark_82_simon_strong.txt,bookmark_82_simon_strong,3,195,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/challenge_character_106_jeyne_arryn.txt,challenge_character_106_jeyne_arryn,3,200,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/challenge_character_106_rhaenyra_targaryen.txt,challenge_character_106_rhaenyra_targaryen,3,202,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/challenge_character_239_gerold_lannister.txt,challenge_character_239_gerold_lannister,3,195,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/challenge_character_239_steffon_tully.txt,challenge_character_239_steffon_tully,3,195,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/challenge_character_282_walder_frey.txt,challenge_character_282_walder_frey,3,195,True,"""human_body"" 0 ""human_body"" 0",1,0,0
common/bookmark_portraits/challenge_character_282_walter_whent.txt,challenge_character_282_walter_whent,3,195,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/challenge_character_284_jon_arryn.txt,challenge_character_284_jon_arryn,3,196,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/challenge_character_284_petyr_baelish.txt,challenge_character_284_petyr_baelish,3,195,True,"""human_body"" 0 ""human_body"" 0",0,0,0
common/bookmark_portraits/bookmark_282_hoster_tully.txt,bookmark_282_hoster_tully,3,193,True,"""human_body"" 0 ""human_body"" 0",0,0,0
