Gene,Value,Count,Example
gene_bs_eye_shape,"""eye_shape_04"" 131 ""eye_shape_01"" 104",1,common/dna_data/agot_dna_reach_ancestors.txt:50888 (Norridge_71)
gene_bs_eye_shape,"""eye_shape_04"" 230 ""eye_shape_04"" 230",1,common/dna_data/agot_dna_reach_ancestors.txt:51672 (Oakheart_13)
gene_bs_eye_shape,"""eye_shape_01"" 27 ""vanilla_eye_shape"" 0",1,common/dna_data/agot_dna_reach_ancestors.txt:54605 (Oakheart_28)
gene_bs_eye_shape,"""eye_shape_01"" 114 ""eye_shape_01"" 110",1,common/dna_data/agot_dna_reach_ancestors.txt:54993 (Oakheart_30)
gene_bs_eye_shape,"""eye_shape_04"" 190 ""eye_shape_01"" 192",1,common/dna_data/agot_dna_reach_ancestors.txt:56362 (Oakheart_37)
gene_bs_eye_shape,"""eye_shape_02"" 57 ""eye_shape_01"" 57",1,common/dna_data/agot_dna_reach_ancestors.txt:56558 (Oakheart_38)
gene_bs_eye_shape,"""vanilla_eye_shape"" 139 ""vanilla_eye_shape"" 139",1,common/dna_data/agot_dna_reach_ancestors.txt:58118 (Oakley_1)
gene_bs_eye_shape,"""eye_shape_03"" 143 ""eye_shape_04"" 240",1,common/dna_data/agot_dna_reach_ancestors.txt:58509 (Oldflowers_46)
gene_bs_eye_shape,"""eye_shape_01"" 80 ""eye_shape_01"" 60",1,common/dna_data/agot_dna_reach_ancestors.txt:59290 (Osgrey_23)
gene_bs_eye_shape,"""eye_shape_01"" 37 ""eye_shape_01"" 82",1,common/dna_data/agot_dna_reach_ancestors.txt:60266 (Peake_28)
gene_bs_eye_shape,"""eye_shape_03"" 209 ""eye_shape_03"" 209",1,common/dna_data/agot_dna_reach_ancestors.txt:60851 (Peake_57)
gene_bs_eye_shape,"""eye_shape_04"" 125 ""eye_shape_04"" 110",1,common/dna_data/agot_dna_reach_ancestors.txt:63593 (Peake_73)
gene_bs_eye_shape,"""eye_shape_04"" 130 ""eye_shape_04"" 55",1,common/dna_data/agot_dna_reach_ancestors.txt:65352 (Redwyne_25)
gene_bs_eye_shape,"""eye_shape_04"" 193 ""eye_shape_03"" 113",1,common/dna_data/agot_dna_reach_ancestors.txt:65547 (Redwyne_26)
gene_bs_eye_shape,"""eye_shape_01"" 101 ""eye_shape_01"" 155",1,common/dna_data/agot_dna_reach_ancestors.txt:67506 (Redwyne_41)
gene_bs_eye_shape,"""eye_shape_04"" 110 ""eye_shape_01"" 101",1,common/dna_data/agot_dna_reach_ancestors.txt:67702 (Redwyne_42)
gene_bs_eye_shape,"""eye_shape_01"" 131 ""eye_shape_02"" 97",1,common/dna_data/agot_dna_reach_ancestors.txt:68877 (Redwyne_63)
gene_bs_eye_shape,"""eye_shape_02"" 101 ""eye_shape_01"" 155",1,common/dna_data/agot_dna_reach_ancestors.txt:69072 (Redwyne_64)
gene_bs_eye_shape,"""eye_shape_03"" 121 ""eye_shape_02"" 97",1,common/dna_data/agot_dna_reach_ancestors.txt:69266 (Redwyne_72)
gene_bs_eye_shape,"""eye_shape_02"" 253 ""eye_shape_02"" 253",1,common/dna_data/agot_dna_reach_ancestors.txt:70243 (Ronning_45)
gene_bs_eye_shape,"""eye_shape_04"" 246 ""eye_shape_04"" 246",1,common/dna_data/agot_dna_reach_ancestors.txt:70439 (Rosvenore_89)
gene_bs_eye_shape,"""vanilla_eye_shape"" 0 ""vanilla_eye_shape"" 113",1,common/dna_data/agot_dna_reach_ancestors.txt:70633 (Rosvenore_92)
gene_bs_eye_shape,"""eye_shape_01"" 254 ""eye_shape_01"" 254",1,common/dna_data/agot_dna_reach_ancestors.txt:70829 (Rosvenore_93)
gene_bs_eye_shape,"""eye_shape_01"" 114 ""eye_shape_01"" 68",1,common/dna_data/agot_dna_reach_ancestors.txt:73570 (Rowan_35)
gene_bs_eye_shape,"""vanilla_eye_shape"" 103 ""vanilla_eye_shape"" 103",1,common/dna_data/agot_dna_reach_ancestors.txt:74354 (Rowan_47)
gene_bs_eye_shape,"""eye_shape_01"" 170 ""eye_shape_04"" 11",1,common/dna_data/agot_dna_reach_ancestors.txt:74549 (Rowan_48)
gene_bs_eye_shape,"""eye_shape_04"" 170 ""eye_shape_04"" 99",1,common/dna_data/agot_dna_reach_ancestors.txt:74941 (Rowan_50)
gene_bs_eye_shape,"""eye_shape_01"" 131 ""eye_shape_04"" 170",1,common/dna_data/agot_dna_reach_ancestors.txt:76308 (Rowan_80)
gene_bs_eye_shape,"""eye_shape_03"" 185 ""eye_shape_04"" 46",1,common/dna_data/agot_dna_reach_ancestors.txt:76895 (Serry_25)
gene_bs_eye_shape,"""eye_shape_02"" 116 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_reach_ancestors.txt:77089 (Sloane_25)
gene_bs_eye_shape,"""eye_shape_01"" 180 ""eye_shape_01"" 79",1,common/dna_data/agot_dna_reach_ancestors.txt:77285 (Sloane_34)
gene_bs_eye_shape,"""eye_shape_02"" 235 ""eye_shape_02"" 235",1,common/dna_data/agot_dna_reach_ancestors.txt:77480 (Sloane_71)
gene_bs_eye_shape,"""eye_shape_01"" 255 ""eye_shape_01"" 114",1,common/dna_data/agot_dna_reach_ancestors.txt:78845 (Strickland_33)
gene_bs_eye_shape,"""eye_shape_01"" 115 ""eye_shape_01"" 65",1,common/dna_data/agot_dna_reach_ancestors.txt:79430 (Tarly_26)
gene_bs_eye_shape,"""eye_shape_02"" 177 ""eye_shape_02"" 177",1,common/dna_data/agot_dna_reach_ancestors.txt:81774 (Tyrell_76)
gene_bs_eye_shape,"""eye_shape_01"" 67 ""eye_shape_01"" 67",1,common/dna_data/agot_dna_reach_ancestors.txt:82558 (Tyrell_80)
gene_bs_eye_shape,"""eye_shape_02"" 146 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_reach_ancestors.txt:82948 (Tyrell_84)
gene_bs_eye_shape,"""eye_shape_02"" 146 ""eye_shape_02"" 102",1,common/dna_data/agot_dna_reach_ancestors.txt:83144 (Tyrell_85)
gene_bs_eye_shape,"""eye_shape_03"" 32 ""eye_shape_03"" 32",1,common/dna_data/agot_dna_reach_ancestors.txt:84116 (Tyrell_91)
gene_bs_eye_shape,"""eye_shape_02"" 146 ""eye_shape_03"" 77",1,common/dna_data/agot_dna_reach_ancestors.txt:84508 (Tyrell_93)
gene_bs_eye_shape,"""eye_shape_02"" 173 ""eye_shape_03"" 77",1,common/dna_data/agot_dna_reach_ancestors.txt:84704 (Tyrell_94)
gene_bs_eye_shape,"""eye_shape_04"" 48 ""eye_shape_04"" 48",1,common/dna_data/agot_dna_reach_ancestors.txt:85485 (Uffering_20)
gene_bs_eye_shape,"""eye_shape_04"" 195 ""eye_shape_01"" 53",1,common/dna_data/agot_dna_reach_ancestors.txt:85681 (Uffering_67)
gene_bs_eye_shape,"""eye_shape_03"" 215 ""eye_shape_03"" 215",1,common/dna_data/agot_dna_reach_ancestors.txt:86266 (Varner_26)
gene_bs_eye_shape,"""eye_shape_04"" 80 ""eye_shape_01"" 175",1,common/dna_data/agot_dna_reach_ancestors.txt:86461 (Vernal_1)
gene_bs_eye_shape,"""eye_shape_04"" 32 ""eye_shape_04"" 32",1,common/dna_data/agot_dna_reach_ancestors.txt:87441 (Vyrwel_27)
gene_bs_eye_shape,"""eye_shape_04"" 159 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_reach_ancestors.txt:87833 (Webber_10)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_01"" 26",1,common/dna_data/agot_dna_reach_ancestors.txt:88222 (Webber_12)
gene_bs_eye_shape,"""eye_shape_01"" 137 ""eye_shape_01"" 226",1,common/dna_data/agot_dna_reach_ancestors.txt:88418 (Webber_13)
gene_bs_eye_shape,"""eye_shape_04"" 136 ""eye_shape_01"" 59",1,common/dna_data/agot_dna_reach_ancestors.txt:88613 (Webber_21)
gene_bs_eye_shape,"""eye_shape_04"" 114 ""eye_shape_04"" 2",1,common/dna_data/agot_dna_reach_ancestors.txt:88809 (Webber_22)
gene_bs_eye_shape,"""eye_shape_04"" 87 ""eye_shape_01"" 208",1,common/dna_data/agot_dna_reach_ancestors.txt:89005 (Webber_23)
gene_bs_eye_shape,"""eye_shape_04"" 98 ""eye_shape_04"" 2",1,common/dna_data/agot_dna_reach_ancestors.txt:89201 (Webber_24)
gene_bs_eye_shape,"""eye_shape_01"" 208 ""eye_shape_04"" 11",1,common/dna_data/agot_dna_reach_ancestors.txt:89983 (Webber_28)
gene_bs_eye_shape,"""eye_shape_04"" 120 ""eye_shape_01"" 71",1,common/dna_data/agot_dna_reach_ancestors.txt:90375 (Webber_40)
gene_bs_eye_shape,"""eye_shape_02"" 65 ""eye_shape_01"" 21",1,common/dna_data/agot_dna_reach_ancestors.txt:91155 (Webber_5)
gene_bs_eye_shape,"""eye_shape_01"" 163 ""eye_shape_01"" 103",1,common/dna_data/agot_dna_reach_ancestors.txt:92916 (WebberHW_4)
gene_bs_eye_shape,"""eye_shape_03"" 200 ""eye_shape_01"" 170",1,common/dna_data/agot_dna_reach_ancestors.txt:93503 (Woodwright_51)
gene_bs_eye_shape,"""eye_shape_01"" 218 ""eye_shape_01"" 34",1,common/dna_data/agot_dna_rhoyne_ancestors.txt:133 (Nymeros_1)
gene_bs_eye_shape,"""eye_shape_03"" 61 ""eye_shape_03"" 61",1,common/dna_data/agot_dna_rhoyne_ancestors.txt:915 (Kostobar_1)
gene_bs_eye_shape,"""eye_shape_04"" 178 ""eye_shape_03"" 51",1,common/dna_data/agot_dna_rhoyne_ancestors.txt:1111 (Arhe_Meali_1)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_04"" 62",1,common/dna_data/agot_dna_rhoyne_ancestors.txt:1305 (Arhe_Meali_6)
gene_bs_eye_shape,"""eye_shape_01"" 152 ""eye_shape_04"" 104",1,common/dna_data/agot_dna_rhoyne_ancestors.txt:1500 (Segal_1)
gene_bs_eye_shape,"""eye_shape_04"" 181 ""eye_shape_04"" 230",1,common/dna_data/agot_dna_riverlands.txt:133 (Alderdice_77)
gene_bs_eye_shape,"""eye_shape_03"" 186 ""eye_shape_03"" 186",1,common/dna_data/agot_dna_riverlands.txt:719 (Bigglestone_25)
gene_bs_eye_shape,"""eye_shape_04"" 75 ""eye_shape_01"" 75",1,common/dna_data/agot_dna_riverlands.txt:2480 (Blackwood_17)
gene_bs_eye_shape,"""eye_shape_04"" 202 ""eye_shape_04"" 202",1,common/dna_data/agot_dna_riverlands.txt:4433 (Blackwood_97)
gene_bs_eye_shape,"""eye_shape_01"" 112 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands.txt:4629 (Blackwood_98)
gene_bs_eye_shape,"""eye_shape_01"" 171 ""vanilla_eye_shape"" 127",1,common/dna_data/agot_dna_riverlands.txt:5017 (Bracken_10)
gene_bs_eye_shape,"""eye_shape_01"" 174 ""eye_shape_01"" 135",1,common/dna_data/agot_dna_riverlands.txt:10078 (Bracken_97)
gene_bs_eye_shape,"""eye_shape_02"" 117 ""eye_shape_02"" 117",1,common/dna_data/agot_dna_riverlands.txt:11836 (Brotherhood_7)
gene_bs_eye_shape,"""eye_shape_03"" 38 ""eye_shape_03"" 38",1,common/dna_data/agot_dna_riverlands.txt:12424 (Cox_1)
gene_bs_eye_shape,"""eye_shape_02"" 117 ""eye_shape_01"" 190",1,common/dna_data/agot_dna_riverlands.txt:14771 (Erenford_1)
gene_bs_eye_shape,"""eye_shape_01"" 161 ""eye_shape_01"" 95",1,common/dna_data/agot_dna_riverlands.txt:15748 (Greysteel_40)
gene_bs_eye_shape,"""eye_shape_04"" 101 ""eye_shape_01"" 101",1,common/dna_data/agot_dna_riverlands.txt:21025 (Mallister_6)
gene_bs_eye_shape,"""eye_shape_02"" 117 ""eye_shape_01"" 234",1,common/dna_data/agot_dna_riverlands.txt:21415 (Mooton_1)
gene_bs_eye_shape,"""eye_shape_03"" 135 ""eye_shape_02"" 45",1,common/dna_data/agot_dna_riverlands.txt:23174 (Paege_2)
gene_bs_eye_shape,"""eye_shape_01"" 147 ""eye_shape_01"" 174",1,common/dna_data/agot_dna_riverlands.txt:23369 (Paege_3)
gene_bs_eye_shape,"""eye_shape_01"" 174 ""eye_shape_02"" 45",1,common/dna_data/agot_dna_riverlands.txt:23564 (Paege_31)
gene_bs_eye_shape,"""eye_shape_02"" 148 ""eye_shape_01"" 255",1,common/dna_data/agot_dna_riverlands.txt:26891 (Tully_hh_4)
gene_bs_eye_shape,"""eye_shape_02"" 123 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands.txt:27674 (Vance_Atranta_1)
gene_bs_eye_shape,"""eye_shape_02"" 133 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands.txt:27870 (Vance_Atranta_2)
gene_bs_eye_shape,"""eye_shape_02"" 90 ""eye_shape_03"" 196",1,common/dna_data/agot_dna_riverlands.txt:28066 (Vance_Wayfarers_Rest_1)
gene_bs_eye_shape,"""eye_shape_01"" 142 ""eye_shape_02"" 90",1,common/dna_data/agot_dna_riverlands.txt:28262 (Vance_Wayfarers_Rest_2)
gene_bs_eye_shape,"""eye_shape_03"" 196 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands.txt:28654 (Vance_Wayfarers_Rest_4)
gene_bs_eye_shape,"""vanilla_eye_shape"" 59 ""vanilla_eye_shape"" 59",1,common/dna_data/agot_dna_riverlands.txt:28849 (Vypren_1)
gene_bs_eye_shape,"""eye_shape_01"" 69 ""eye_shape_01"" 49",1,common/dna_data/agot_dna_riverlands.txt:29827 (Whent_1)
gene_bs_eye_shape,"""eye_shape_01"" 140 ""eye_shape_01"" 58",1,common/dna_data/agot_dna_riverlands_ancestors.txt:523 (Blackwood_101)
gene_bs_eye_shape,"""eye_shape_02"" 50 ""eye_shape_02"" 97",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1306 (Blackwood_105)
gene_bs_eye_shape,"""eye_shape_01"" 118 ""eye_shape_01"" 189",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1501 (Blackwood_106)
gene_bs_eye_shape,"""eye_shape_01"" 99 ""eye_shape_01"" 118",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1696 (Blackwood_107)
gene_bs_eye_shape,"""eye_shape_01"" 158 ""eye_shape_01"" 164",1,common/dna_data/agot_dna_riverlands_ancestors.txt:1891 (Blackwood_108)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_01"" 107",1,common/dna_data/agot_dna_riverlands_ancestors.txt:2282 (Blackwood_36)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_04"" 171",1,common/dna_data/agot_dna_riverlands_ancestors.txt:3457 (Blackwood_42)
gene_bs_eye_shape,"""eye_shape_01"" 131 ""eye_shape_01"" 107",1,common/dna_data/agot_dna_riverlands_ancestors.txt:3653 (Blackwood_43)
gene_bs_eye_shape,"""eye_shape_01"" 35 ""eye_shape_01"" 80",1,common/dna_data/agot_dna_riverlands_ancestors.txt:4435 (Blackwood_47)
gene_bs_eye_shape,"""eye_shape_01"" 79 ""eye_shape_01"" 223",1,common/dna_data/agot_dna_riverlands_ancestors.txt:4630 (Blackwood_48)
gene_bs_eye_shape,"""eye_shape_01"" 11 ""eye_shape_01"" 79",1,common/dna_data/agot_dna_riverlands_ancestors.txt:4826 (Blackwood_49)
gene_bs_eye_shape,"""eye_shape_01"" 99 ""eye_shape_01"" 223",1,common/dna_data/agot_dna_riverlands_ancestors.txt:5022 (Blackwood_50)
gene_bs_eye_shape,"""eye_shape_01"" 174 ""eye_shape_01"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:5218 (Blackwood_51)
gene_bs_eye_shape,"""eye_shape_01"" 211 ""eye_shape_01"" 134",1,common/dna_data/agot_dna_riverlands_ancestors.txt:5804 (Blackwood_54)
gene_bs_eye_shape,"""eye_shape_01"" 73 ""eye_shape_01"" 223",1,common/dna_data/agot_dna_riverlands_ancestors.txt:6195 (Blackwood_56)
gene_bs_eye_shape,"""eye_shape_01"" 119 ""eye_shape_01"" 223",1,common/dna_data/agot_dna_riverlands_ancestors.txt:6390 (Blackwood_57)
gene_bs_eye_shape,"""eye_shape_04"" 110 ""eye_shape_01"" 223",1,common/dna_data/agot_dna_riverlands_ancestors.txt:6585 (Blackwood_58)
gene_bs_eye_shape,"""eye_shape_01"" 109 ""eye_shape_01"" 73",1,common/dna_data/agot_dna_riverlands_ancestors.txt:6781 (Blackwood_59)
gene_bs_eye_shape,"""eye_shape_01"" 164 ""eye_shape_01"" 59",1,common/dna_data/agot_dna_riverlands_ancestors.txt:6976 (Blackwood_60)
gene_bs_eye_shape,"""eye_shape_01"" 117 ""eye_shape_01"" 59",1,common/dna_data/agot_dna_riverlands_ancestors.txt:7757 (Blackwood_64)
gene_bs_eye_shape,"""eye_shape_01"" 130 ""eye_shape_01"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:7952 (Blackwood_65)
gene_bs_eye_shape,"""eye_shape_02"" 97 ""eye_shape_02"" 138",1,common/dna_data/agot_dna_riverlands_ancestors.txt:8538 (Blackwood_78)
gene_bs_eye_shape,"""eye_shape_01"" 173 ""eye_shape_02"" 97",1,common/dna_data/agot_dna_riverlands_ancestors.txt:8929 (Blackwood_80)
gene_bs_eye_shape,"""eye_shape_02"" 97 ""eye_shape_01"" 181",1,common/dna_data/agot_dna_riverlands_ancestors.txt:10887 (Blackwood_90)
gene_bs_eye_shape,"""vanilla_eye_shape"" 118 ""vanilla_eye_shape"" 118",1,common/dna_data/agot_dna_riverlands_ancestors.txt:11083 (Blackwood_rs_11)
gene_bs_eye_shape,"""eye_shape_01"" 255 ""eye_shape_03"" 155",1,common/dna_data/agot_dna_riverlands_ancestors.txt:11278 (Blackwood_rs_50)
gene_bs_eye_shape,"""eye_shape_03"" 136 ""eye_shape_02"" 124",1,common/dna_data/agot_dna_riverlands_ancestors.txt:11668 (Blanetree_38)
gene_bs_eye_shape,"""eye_shape_01"" 6 ""eye_shape_01"" 131",1,common/dna_data/agot_dna_riverlands_ancestors.txt:12058 (Bracken_112)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_01"" 34",1,common/dna_data/agot_dna_riverlands_ancestors.txt:12645 (Bracken_31)
gene_bs_eye_shape,"""eye_shape_01"" 34 ""eye_shape_01"" 15",1,common/dna_data/agot_dna_riverlands_ancestors.txt:12841 (Bracken_32)
gene_bs_eye_shape,"""eye_shape_01"" 11 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands_ancestors.txt:14212 (Bracken_39)
gene_bs_eye_shape,"""eye_shape_01"" 35 ""eye_shape_01"" 11",1,common/dna_data/agot_dna_riverlands_ancestors.txt:14799 (Bracken_42)
gene_bs_eye_shape,"""eye_shape_01"" 35 ""eye_shape_01"" 134",1,common/dna_data/agot_dna_riverlands_ancestors.txt:14995 (Bracken_43)
gene_bs_eye_shape,"""eye_shape_01"" 11 ""eye_shape_01"" 35",1,common/dna_data/agot_dna_riverlands_ancestors.txt:15191 (Bracken_44)
gene_bs_eye_shape,"""eye_shape_02"" 0 ""eye_shape_01"" 198",1,common/dna_data/agot_dna_riverlands_ancestors.txt:15777 (Bracken_47)
gene_bs_eye_shape,"""eye_shape_01"" 35 ""eye_shape_01"" 198",1,common/dna_data/agot_dna_riverlands_ancestors.txt:15972 (Bracken_48)
gene_bs_eye_shape,"""eye_shape_01"" 134 ""eye_shape_01"" 223",1,common/dna_data/agot_dna_riverlands_ancestors.txt:16364 (Bracken_50)
gene_bs_eye_shape,"""eye_shape_01"" 59 ""vanilla_eye_shape"" 127",1,common/dna_data/agot_dna_riverlands_ancestors.txt:16755 (Bracken_52)
gene_bs_eye_shape,"""eye_shape_01"" 174 ""eye_shape_01"" 35",1,common/dna_data/agot_dna_riverlands_ancestors.txt:16950 (Bracken_53)
gene_bs_eye_shape,"""eye_shape_01"" 65 ""vanilla_eye_shape"" 127",1,common/dna_data/agot_dna_riverlands_ancestors.txt:17146 (Bracken_54)
gene_bs_eye_shape,"""eye_shape_01"" 146 ""eye_shape_01"" 51",1,common/dna_data/agot_dna_riverlands_ancestors.txt:17535 (Bracken_56)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_01"" 173",1,common/dna_data/agot_dna_riverlands_ancestors.txt:17730 (Bracken_57)
gene_bs_eye_shape,"""eye_shape_01"" 84 ""eye_shape_01"" 173",1,common/dna_data/agot_dna_riverlands_ancestors.txt:17926 (Bracken_59)
gene_bs_eye_shape,"""eye_shape_01"" 152 ""eye_shape_01"" 121",1,common/dna_data/agot_dna_riverlands_ancestors.txt:18121 (Bracken_60)
gene_bs_eye_shape,"""eye_shape_01"" 198 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands_ancestors.txt:18315 (Bracken_68)
gene_bs_eye_shape,"""eye_shape_01"" 135 ""vanilla_eye_shape"" 127",1,common/dna_data/agot_dna_riverlands_ancestors.txt:19290 (Bracken_79)
gene_bs_eye_shape,"""eye_shape_04"" 127 ""eye_shape_01"" 135",1,common/dna_data/agot_dna_riverlands_ancestors.txt:19484 (Bracken_81)
gene_bs_eye_shape,"""eye_shape_01"" 121 ""eye_shape_01"" 32",1,common/dna_data/agot_dna_riverlands_ancestors.txt:20265 (Bracken_rs_12)
gene_bs_eye_shape,"""eye_shape_02"" 0 ""eye_shape_02"" 124",1,common/dna_data/agot_dna_riverlands_ancestors.txt:20460 (Butterwell_14)
gene_bs_eye_shape,"""eye_shape_03"" 111 ""eye_shape_02"" 124",1,common/dna_data/agot_dna_riverlands_ancestors.txt:21627 (Butterwell_32)
gene_bs_eye_shape,"""eye_shape_01"" 26 ""eye_shape_01"" 26",1,common/dna_data/agot_dna_riverlands_ancestors.txt:23773 (Deddings_59)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_01"" 83",1,common/dna_data/agot_dna_riverlands_ancestors.txt:24553 (Erenford_34)
gene_bs_eye_shape,"""eye_shape_01"" 11 ""eye_shape_01"" 244",1,common/dna_data/agot_dna_riverlands_ancestors.txt:25138 (Frey_114)
gene_bs_eye_shape,"""eye_shape_04"" 49 ""eye_shape_04"" 51",1,common/dna_data/agot_dna_riverlands_ancestors.txt:26702 (Frey_130)
gene_bs_eye_shape,"""eye_shape_02"" 53 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands_ancestors.txt:32965 (Kytley_28)
gene_bs_eye_shape,"""eye_shape_01"" 125 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands_ancestors.txt:33357 (Lothston_10)
gene_bs_eye_shape,"""eye_shape_02"" 140 ""eye_shape_02"" 104",1,common/dna_data/agot_dna_riverlands_ancestors.txt:34922 (Lothston_18)
gene_bs_eye_shape,"""eye_shape_04"" 135 ""eye_shape_04"" 0",1,common/dna_data/agot_dna_riverlands_ancestors.txt:35118 (Lothston_19)
gene_bs_eye_shape,"""eye_shape_04"" 195 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands_ancestors.txt:36685 (Lothston_7)
gene_bs_eye_shape,"""eye_shape_01"" 135 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands_ancestors.txt:36881 (Lothston_8)
gene_bs_eye_shape,"""eye_shape_03"" 151 ""eye_shape_03"" 120",1,common/dna_data/agot_dna_riverlands_ancestors.txt:37273 (Lychester_69)
gene_bs_eye_shape,"""eye_shape_01"" 133 ""eye_shape_01"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:37468 (Mallister_25)
gene_bs_eye_shape,"""eye_shape_01"" 101 ""eye_shape_01"" 1",1,common/dna_data/agot_dna_riverlands_ancestors.txt:37663 (Mallister_26)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_01"" 101",1,common/dna_data/agot_dna_riverlands_ancestors.txt:37859 (Mallister_28)
gene_bs_eye_shape,"""eye_shape_01"" 124 ""eye_shape_01"" 1",1,common/dna_data/agot_dna_riverlands_ancestors.txt:38054 (Mallister_29)
gene_bs_eye_shape,"""eye_shape_04"" 83 ""eye_shape_02"" 45",1,common/dna_data/agot_dna_riverlands_ancestors.txt:38834 (Mallister_49)
gene_bs_eye_shape,"""eye_shape_01"" 45 ""eye_shape_01"" 131",1,common/dna_data/agot_dna_riverlands_ancestors.txt:39030 (Mallister_50)
gene_bs_eye_shape,"""eye_shape_02"" 219 ""eye_shape_03"" 212",1,common/dna_data/agot_dna_riverlands_ancestors.txt:39422 (Mallister_64)
gene_bs_eye_shape,"""eye_shape_01"" 131 ""eye_shape_02"" 45",1,common/dna_data/agot_dna_riverlands_ancestors.txt:39618 (Mallister_82)
gene_bs_eye_shape,"""eye_shape_02"" 234 ""eye_shape_02"" 234",1,common/dna_data/agot_dna_riverlands_ancestors.txt:40203 (Mooton_22)
gene_bs_eye_shape,"""eye_shape_02"" 156 ""eye_shape_02"" 156",1,common/dna_data/agot_dna_riverlands_ancestors.txt:40594 (Mooton_27)
gene_bs_eye_shape,"""eye_shape_02"" 35 ""eye_shape_02"" 35",1,common/dna_data/agot_dna_riverlands_ancestors.txt:41566 (Mooton_50)
gene_bs_eye_shape,"""eye_shape_02"" 149 ""eye_shape_02"" 149",1,common/dna_data/agot_dna_riverlands_ancestors.txt:41762 (Mooton_51)
gene_bs_eye_shape,"""eye_shape_01"" 174 ""eye_shape_02"" 35",1,common/dna_data/agot_dna_riverlands_ancestors.txt:42152 (Mooton_70)
gene_bs_eye_shape,"""vanilla_eye_shape"" 131 ""vanilla_eye_shape"" 131",1,common/dna_data/agot_dna_riverlands_ancestors.txt:43522 (Pennytree_2)
gene_bs_eye_shape,"""eye_shape_02"" 111 ""eye_shape_04"" 111",1,common/dna_data/agot_dna_riverlands_ancestors.txt:44109 (Pimm_66)
gene_bs_eye_shape,"""vanilla_eye_shape"" 45 ""eye_shape_03"" 120",1,common/dna_data/agot_dna_riverlands_ancestors.txt:44305 (Piper_15)
gene_bs_eye_shape,"""eye_shape_01"" 152 ""eye_shape_01"" 11",1,common/dna_data/agot_dna_riverlands_ancestors.txt:45087 (Piper_80)
gene_bs_eye_shape,"""eye_shape_04"" 76 ""eye_shape_01"" 50",1,common/dna_data/agot_dna_riverlands_ancestors.txt:45283 (Qoherys_1)
gene_bs_eye_shape,"""eye_shape_04"" 196 ""eye_shape_04"" 196",1,common/dna_data/agot_dna_riverlands_ancestors.txt:46260 (Ryn_5)
gene_bs_eye_shape,"""eye_shape_04"" 178 ""eye_shape_04"" 135",1,common/dna_data/agot_dna_riverlands_ancestors.txt:49393 (Strong_65)
gene_bs_eye_shape,"""eye_shape_01"" 244 ""eye_shape_01"" 168",1,common/dna_data/agot_dna_riverlands_ancestors.txt:51348 (Tully_33)
gene_bs_eye_shape,"""eye_shape_01"" 255 ""eye_shape_01"" 211",1,common/dna_data/agot_dna_riverlands_ancestors.txt:51935 (Tully_36)
gene_bs_eye_shape,"""eye_shape_01"" 189 ""eye_shape_01"" 211",1,common/dna_data/agot_dna_riverlands_ancestors.txt:52130 (Tully_37)
gene_bs_eye_shape,"""eye_shape_01"" 177 ""eye_shape_01"" 255",1,common/dna_data/agot_dna_riverlands_ancestors.txt:52326 (Tully_38)
gene_bs_eye_shape,"""eye_shape_04"" 97 ""eye_shape_01"" 0",1,common/dna_data/agot_dna_riverlands_ancestors.txt:53107 (Tully_51)
gene_bs_eye_shape,"""eye_shape_04"" 97 ""eye_shape_02"" 112",1,common/dna_data/agot_dna_riverlands_ancestors.txt:54280 (Tully_60)
gene_bs_eye_shape,"""eye_shape_01"" 0 ""eye_shape_01"" 211",1,common/dna_data/agot_dna_riverlands_ancestors.txt:54476 (Tully_61)
