File,DNA,Coverage,Genes
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_35,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_52,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_56,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_57,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_58,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_66,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_67,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_91,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_New_Barrel_1,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Fossoway_New_Barrel_2,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Gardener_1,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Gardener_2,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Gardener_3,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Gardener_4,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Gardener_5,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Gardener_82,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Gardener_92,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Gardener_95,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Graceford_11,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Graceford_34,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Graceford_7,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Graves_29_B,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Grimm_14,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Grimm_29,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Grimm_38,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hastwyck_43,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_100,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_101,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_102,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_103,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_104,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_105,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_106,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_107,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_108,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_109,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_110,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_111,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_113,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_114,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_116,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_117,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_118,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_119,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_121,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_122,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_123,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_124,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_125,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_126,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_133,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_18,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_19,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_20,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_21,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_50,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_51,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_52,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_59,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_63,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_64,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_65,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_66,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_67,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_78,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_83,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_84,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_85,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_86,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_87,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_88,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_89,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_90,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_91,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_92,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_93,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_94,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_95,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_96,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_97,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_98,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hightower_99,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Hutcheson_65,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Inchfield_20,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Inchfield_45,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Janney_49,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Knight_Reach_2,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Larch_79,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Lashings_73,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Leygood_36,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Lowther_22,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Lowther_64,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Lyberr_17,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_16,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_18,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_19,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_20,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_21,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_23,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_25,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_26,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_27,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_28,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_29,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Meadows_38,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Merryweather_23,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Merryweather_35,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Middlebury_102,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Middlebury_109,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Mullendore_73,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Norcross_46,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Norridge_26,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Norridge_54,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Norridge_71,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_10,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_11,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_12,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_13,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_14,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_15,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_16,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_17,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_18,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_19,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_20,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_21,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_22,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_23,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_24,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_25,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_26,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_27,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_28,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_29,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_30,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_31,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_32,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_33,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_34,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_35,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_36,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_37,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_38,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_39,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_40,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_41,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_5,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_7,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_8,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Oakheart_9,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oakley_1,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Oldflowers_28,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Oldflowers_46,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Osgrey_19,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Osgrey_20,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Osgrey_21_B,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Osgrey_23,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Osgrey_55,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Osgrey_hh_1,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_122,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Peake_25,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Peake_28,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Peake_36,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Peake_45,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_57,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Peake_58,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_59,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_60,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_61,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_62,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_63,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_64,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_65,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Peake_66,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_69,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_70,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_71,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_72,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_73,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_78,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Peake_79,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Pommingham_36,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Potter_63,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_11,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_17,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_22,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_24,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_25,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_26,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_29,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_30,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_31,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_32,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_34,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_36,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_37,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_38,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_39,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_41,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_42,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_43,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_50,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_53,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_55,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_58,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_63,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_64,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Redwyne_72,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rhysling_18,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rhysling_19,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rochalan_74,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rodden_21,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Ronning_45,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rosvenore_89,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Rosvenore_92,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rosvenore_93,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rosvenore_rs_92,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_11,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_23,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_24,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_25,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_26,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_27,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_28,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_29,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_30,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_31,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_32,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_33,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_35,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_36,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_45,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_46,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_47,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_48,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_49,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_50,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_51,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_52,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_53,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_54,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_55,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_57,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_80,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Rowan_81,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Roxton_45,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Serry_25,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Sloane_25,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Sloane_34,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Sloane_71,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Sloane_82,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Steady_61,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Steady_75,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Stonecrab_35,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Stonecrab_37,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Strickland_21,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Strickland_33,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Summerchild_81,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tarly_15,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tarly_26,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tarly_28,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tarly_43,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_62,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_63,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_65,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_67,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_71,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_72,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_73,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_74,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_75,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_76,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_77,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_78,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_79,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_80,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_81,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_84,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_85,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_86,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_88,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_89,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_90,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_91,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_92,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_93,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_94,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_95,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_96,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Tyrell_98,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Uffering_20,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Uffering_67,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Uffering_73,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Uffering_77,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Varner_26,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Vernal_1,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Vernal_2,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Vernal_3,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Vernal_4,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Vernal_5,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Vyrwel_27,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Vyrwel_32,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_10,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Webber_11,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Webber_12,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_13,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Webber_21,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_22,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_23,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_24,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_25,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Webber_26,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Webber_27,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_28,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_30,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_40,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_42,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Webber_43,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Webber_44,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_5,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_52,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_54,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_55,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Webber_59,31,187
common/dna_data/agot_dna_reach_ancestors.txt,Webber_61,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Webber_9,31,189
common/dna_data/agot_dna_reach_ancestors.txt,WebberHW_36,31,189
common/dna_data/agot_dna_reach_ancestors.txt,WebberHW_37,31,189
common/dna_data/agot_dna_reach_ancestors.txt,WebberHW_4,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Willum_23,31,188
common/dna_data/agot_dna_reach_ancestors.txt,Woodwright_22,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Woodwright_51,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Woodwright_59,31,189
common/dna_data/agot_dna_reach_ancestors.txt,Yelshire_33,31,187
common/dna_data/agot_dna_rhoyne_ancestors.txt,Nymeros_1,31,189
common/dna_data/agot_dna_rhoyne_ancestors.txt,Nymeros_4,31,188
common/dna_data/agot_dna_rhoyne_ancestors.txt,Nymeros_5,31,188
common/dna_data/agot_dna_rhoyne_ancestors.txt,Nymeros_rs_3,31,189
common/dna_data/agot_dna_rhoyne_ancestors.txt,Kostobar_1,31,189
common/dna_data/agot_dna_rhoyne_ancestors.txt,Arhe_Meali_1,31,187
common/dna_data/agot_dna_rhoyne_ancestors.txt,Arhe_Meali_6,31,188
common/dna_data/agot_dna_rhoyne_ancestors.txt,Segal_1,31,189
common/dna_data/agot_dna_riverlands.txt,Alderdice_77,31,189
common/dna_data/agot_dna_riverlands.txt,Atell_4,31,187
common/dna_data/agot_dna_riverlands.txt,Barnell_2,31,189
common/dna_data/agot_dna_riverlands.txt,Bigglestone_25,31,188
common/dna_data/agot_dna_riverlands.txt,Blackwood_1,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_10,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_100,31,188
common/dna_data/agot_dna_riverlands.txt,Blackwood_11,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_12,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_13,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_14,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_15,31,188
common/dna_data/agot_dna_riverlands.txt,Blackwood_17,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_18,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_2,31,188
common/dna_data/agot_dna_riverlands.txt,Blackwood_3,31,188
common/dna_data/agot_dna_riverlands.txt,Blackwood_4,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_5,31,188
common/dna_data/agot_dna_riverlands.txt,Blackwood_6,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_7,31,187
common/dna_data/agot_dna_riverlands.txt,Blackwood_8,31,188
common/dna_data/agot_dna_riverlands.txt,Blackwood_9,31,188
common/dna_data/agot_dna_riverlands.txt,Blackwood_97,31,189
common/dna_data/agot_dna_riverlands.txt,Blackwood_98,31,187
common/dna_data/agot_dna_riverlands.txt,Blackwood_99,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_10,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_11,31,188
common/dna_data/agot_dna_riverlands.txt,Bracken_12,31,188
common/dna_data/agot_dna_riverlands.txt,Bracken_13,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_14,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_15,31,189
common/dna_data/agot_dna_riverlands.txt,Bracken_16,31,189
common/dna_data/agot_dna_riverlands.txt,Bracken_17,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_18,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_19,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_2,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_21,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_22,31,189
common/dna_data/agot_dna_riverlands.txt,Bracken_23,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_24,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_25,31,189
common/dna_data/agot_dna_riverlands.txt,Bracken_26,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_27,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_3,31,189
common/dna_data/agot_dna_riverlands.txt,Bracken_4,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_5,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_6,31,189
common/dna_data/agot_dna_riverlands.txt,Bracken_7,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_8,31,188
common/dna_data/agot_dna_riverlands.txt,Bracken_83,31,187
common/dna_data/agot_dna_riverlands.txt,Bracken_9,31,189
common/dna_data/agot_dna_riverlands.txt,Bracken_97,31,188
common/dna_data/agot_dna_riverlands.txt,Brightmoon_93,31,188
common/dna_data/agot_dna_riverlands.txt,Brimer_84,31,189
common/dna_data/agot_dna_riverlands.txt,Brotherhood_1,31,189
common/dna_data/agot_dna_riverlands.txt,Brotherhood_2,31,189
common/dna_data/agot_dna_riverlands.txt,Brotherhood_3,31,187
