"Key","Order","Mod","Path","File","Line","Value","TrailingText","Repository"
"trait_tyranny_gain_remove","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","315","DI Нет Тирании","","True"
"trait_tyranny_gain_remove_desc","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","316","","","False"
"trait_tyranny_gain_remove_desc","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","316","","","False"
"trait_tyranny_gain_remove_desc","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","316","","","True"
"trait_tyranny_gain_remove_character_desc","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","317","","","False"
"trait_tyranny_gain_remove_character_desc","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","317","","","False"
"trait_tyranny_gain_remove_character_desc","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","317","","","True"
"trait_boost_stats","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","318","Stat Boost","","False"
"trait_boost_stats","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","318","DI Навыки +25","","False"
"trait_boost_stats","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","318","DI Навыки +25","","True"
"trait_boost_stats_desc","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","319","","","False"
"trait_boost_stats_desc","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","319","","","False"
"trait_boost_stats_desc","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","319","","","True"
"trait_boost_stats_character_desc","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","320","","","False"
"trait_boost_stats_character_desc","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","320","","","False"
"trait_boost_stats_character_desc","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","320","","","True"
"trait_100_stat_man","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","321","100 Stat Man","","False"
"trait_100_stat_man","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","321","DI Навыки 100","","False"
"trait_100_stat_man","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","321","DI Навыки 100","","True"
"trait_100_stat_man_desc","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","322","","","False"
"trait_100_stat_man_desc","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","322","","","False"
"trait_100_stat_man_desc","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","322","","","True"
"trait_100_stat_man_character_desc","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","323","","","False"
"trait_100_stat_man_character_desc","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","323","","","False"
"trait_100_stat_man_character_desc","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","323","","","True"
"trait_DI_immortal","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","324","Immortal","","False"
"trait_DI_immortal","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","324","DI Бессмертный","","False"
"trait_DI_immortal","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","324","DI Бессмертный","","True"
"trait_DI_immortal_desc","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","325","Stops aging and death from old age.","","False"
"trait_DI_immortal_desc","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","325","Останавливает старение и смерть от старости","","False"
"trait_DI_immortal_desc","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","325","Останавливает старение и смерть от старости","","True"
"trait_DI_immortal_character_desc","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","326","","","False"
"trait_DI_immortal_character_desc","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","326","","","False"
"trait_DI_immortal_character_desc","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","326","","","True"
"DI_sexuality","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","328","Sexuality"," # window title","False"
"DI_sexuality","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","328","Сексуальность"," # window title","False"
"DI_sexuality","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","328","Сексуальность"," # window title","True"
"DI_sexuality_ho","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","329","Homosexual","","False"
"DI_sexuality_ho","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","329","Гомосексуал","","False"
"DI_sexuality_ho","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","329","Гомосексуал","","True"
"DI_sexuality_he","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","330","Heterosexual","","False"
"DI_sexuality_he","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","330","Гетеросексуал","","False"
"DI_sexuality_he","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","330","Гетеросексуал","","True"
"DI_sexuality_bi","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","331","Bisexual","","False"
"DI_sexuality_bi","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","331","Бисексуал","","False"
"DI_sexuality_bi","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","331","Бисексуал","","True"
"DI_sexuality_as","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","332","Asexual","","False"
"DI_sexuality_as","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","332","Ассексуал","","False"
"DI_sexuality_as","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","332","Ассексуал","","True"
"DI_culture_menu_title","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","334","Culture"," # window title","False"
"DI_culture_menu_title","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","334","Культура"," # window title","False"
"DI_culture_menu_title","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","334","Культура"," # window title","True"
"DI_change_to_my_culture","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","335","Change to my Culture","","False"
"DI_change_to_my_culture","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","335","Персонажи","","False"
"DI_change_to_my_culture","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","335","Персонажи","","True"
"DI_change_to_my_culture_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","336","Change all pinned characters to my culture.","","False"
"DI_change_to_my_culture_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","336","Изменить на #Bold мою культуру#! всех закрепленных персонажей.","","False"
"DI_change_to_my_culture_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","336","Изменить на #Bold мою культуру#! всех закрепленных персонажей.","","True"
"DI_change_counties_to_my_culture","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","337","Change Counties to my Culture","","False"
"DI_change_counties_to_my_culture","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","337","Земли","","False"
"DI_change_counties_to_my_culture","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","337","Земли","","True"
"DI_change_counties_to_my_culture_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","338","Change counties of all pinned characters to your Culture, also converts pinned characters if they are not your culture.","","False"
"DI_change_counties_to_my_culture_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","338","Изменить на #Bold мою культуру#! всех графств всех закрепленных персонажей, также изменяет культуру закрепленных персонажей (если она не моя).","","False"
"DI_change_counties_to_my_culture_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","338","Изменить на #Bold мою культуру#! всех графств всех закрепленных персонажей, также изменяет культуру закрепленных персонажей (если она не моя).","","True"
"DI_religion_menu_title","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","340","Religion"," # window title","False"
"DI_religion_menu_title","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","340","Религия"," # window title","False"
"DI_religion_menu_title","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","340","Религия"," # window title","True"
"DI_change_to_my_religion","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","341","Change to my Religion","","False"
"DI_change_to_my_religion","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","341","Персонажи","","False"
"DI_change_to_my_religion","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","341","Персонажи","","True"
"DI_change_to_my_religion_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","342","Change all pinned characters to my Religion.","","False"
"DI_change_to_my_religion_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","342","Изменить на #Bold мою религию#! всех закрепленных персонажей.","","False"
"DI_change_to_my_religion_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","342","Изменить на #Bold мою религию#! всех закрепленных персонажей.","","True"
"DI_change_counties_to_my_religion","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","343","Change Counties to my Religion","","False"
"DI_change_counties_to_my_religion","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","343","Земли","","False"
"DI_change_counties_to_my_religion","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","343","Земли","","True"
"DI_change_counties_to_my_religion_tt","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","344","Change counties of all pinned characters to my Religion, also converts pinned characters if they are not your religion.","","False"
"DI_change_counties_to_my_religion_tt","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","344","Изменить на #Bold мою религию#! всех графств всех закрепленных персонажей, также изменяет религию закрепленных персонажей (если она не моя).","","False"
"DI_change_counties_to_my_religion_tt","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","344","Изменить на #Bold мою религию#! всех графств всех закрепленных персонажей, также изменяет религию закрепленных персонажей (если она не моя).","","True"
"DI_pinned_characters","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","346","Pinned Characters"," # window title","False"
"DI_pinned_characters","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","346","Закрепленные"," # window title","False"
"DI_pinned_characters","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","346","Закрепленные"," # window title","True"
"DI_pinned_characters_no_match","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","347","No pinned characters, right click a character and select the interaction to pin.","","False"
"DI_pinned_characters_no_match","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","347","Нет закрепленных персонажей, ПКМ персонажа и выберите взаимодействие для закрепления.","","False"
"DI_pinned_characters_no_match","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","347","Нет закрепленных персонажей, ПКМ персонажа и выберите взаимодействие для закрепления.","","True"
"DI_pinned_char_var","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","348","Pinned","","False"
"DI_pinned_char_var","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","348","Закрепленный","","False"
"DI_pinned_char_var","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","348","Закрепленный","","True"
"DI_pinned_single_view","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","349","Expanded View"," # checkbox label","False"
"DI_pinned_single_view","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","349","Расширенный","","False"
"DI_pinned_single_view","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","349","Расширенный","","True"
"DI_primary_pinned_character","29","Divine Intervention Cheat Menu","E:\SteamLibrary\steamapps\workshop\content\1158310\2986538297\localization\russian\gui\DI_l_russian.yml","localization/russian/gui/DI_l_russian.yml","350","[GetPlayer.Custom('DI_primary_pinned_character')]","","False"
"DI_primary_pinned_character","31","Divine Intervention CM [RUS]","E:\SteamLibrary\steamapps\workshop\content\1158310\3041996936\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","350","[GetPlayer.Custom('DI_primary_pinned_character')]","","False"
"DI_primary_pinned_character","32","Divine Intervention AGOT | Русификатор","D:\RUSBAR\YandexDisk\PC RUSBAR-PC\Yandex Drive\Work\Rusbar IT Services\Repositories\Crusader_Kings_III_Mods\AGOT_Submods\Divine_Intervention_AGOT_RUS\localization\russian\gui\DI_RUS_l_russian.yml","localization/russian/gui/DI_RUS_l_russian.yml","350","[GetPlayer.Custom('DI_primary_pinned_character')]","","True"
