"Count","Line","Category","Message"
"3","13412","Script / database error","Error: ""Failed to read key reference: 1453_end_date: 1453_end_date, near line: 599
Failed to read key reference: rhomaion_name_of_byzantium: rhomaion_name_of_byzantium, near line: 599
Failed to read key reference: default_mongol_invasion: default_mongol_invasion, near line: 599
Failed to read key reference: random_ruler_placement_off: random_ruler_placement_off, near line: 599
Failed to read key reference: launch_historical: launch_historical, near line: 599
Failed to read key reference: fp1_scandi_adventurers_apocalyptic: fp1_scandi_adventurers_apocalyptic, near line: 599
Failed to read key reference: dissolution_after_caliph_death: dissolution_after_caliph_death, near line: 599
Failed to read key reference: default_seljuk_invasion: default_seljuk_invasion, near line: 599
Failed to read key reference: situation_the_great_steppe_toggle_on: situation_the_great_steppe_toggle_on, near line: 599
Failed to read key reference: struggle_iberia_toggle_on: struggle_iberia_toggle_on, near line: 599
Failed to read key reference: struggle_persia_toggle_on: struggle_persia_toggle_on, near line: 599
Failed to read key reference: historicity_ruler_of_munster_historical_toirdelbach: historicity_ruler_of_munster_historical_toirdelbach, near line: 599
Failed to read key reference: historicity_norman_conquest_default_random: historicity_norman_conquest_default_random, near line: 599
Failed to read key reference: tibet_nomad_region_on: tibet_nomad_region_on, near line: 599
Failed to read key reference: sami_nomad_region_on: sami_nomad_region_on, near line: 599
Failed to read key reference: arabia_nomad_region_on: arabia_nomad_region_on, near line: 599
Failed to read key reference: sahel_nomad_region_on: sahel_nomad_region_on, near line: 599
Failed to read key reference: horn_of_africa_nomad_region_on: horn_of_africa_nomad_region_on, near line: 599
Failed to read key reference: historicity_extra_admin_egypt_gameplay_not_administrative: historicity_extra_admin_egypt_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_extra_admin_arabia_gameplay_not_administrative: historicity_extra_admin_arabia_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_extra_admin_ghana_gameplay_not_administrative: historicity_extra_admin_ghana_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_extra_admin_kabulistan_gameplay_not_administrative: historicity_extra_admin_kabulistan_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_extra_admin_persia_gameplay_not_administrative: historicity_extra_admin_persia_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_extra_admin_maghreb_gameplay_not_administrative: historicity_extra_admin_maghreb_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_extra_admin_tamilakam_gameplay_not_administrative: historicity_extra_admin_tamilakam_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_extra_admin_carolingians_gameplay_not_administrative: historicity_extra_admin_carolingians_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_extra_admin_player_wherever_gameplay_not_administrative: historicity_extra_admin_player_wherever_gameplay_not_administrative, near line: 599
Failed to read key reference: historicity_frankokratia_fourth_crusade: historicity_frankokratia_fourth_crusade, near line: 599
Failed to read key reference: silk_road_starting_innovations_preset: silk_road_starting_innovations_preset, near line: 599
Failed to read key reference: ACR_RE_tradition_slots_plus_95: ACR_RE_tradition_slots_plus_95, near line: 599
Failed to read key reference: ACR_RE_tradition_cost_free: ACR_RE_tradition_cost_free, near line: 599
Failed to read key reference: ACR_RE_tradition_cooldown_none: ACR_RE_tradition_cooldown_none, near line: 599
Failed to read key reference: ACR_RE_truce_duration_5: ACR_RE_truce_duration_5, near line: 599
Failed to read key reference: ACR_RE_truce_scope_player_primary: ACR_RE_truce_scope_player_primary, near line: 599
Failed to read key reference: ACR_RE_council_task_speed_1_month: ACR_RE_council_task_speed_1_month, near line: 599
Failed to read key reference: HM_RE_rule_player_free_functions_enabled: HM_RE_rule_player_free_functions_enabled, near line: 599
Failed to read key reference: HM_RE_rule_change_holding_type_cost_very_cheap: HM_RE_rule_change_holding_type_cost_very_cheap, near line: 599
Failed to read key reference: HM_RE_rule_change_holding_type_cooldown_very_short: HM_RE_rule_change_holding_type_cooldown_very_short, near line: 599
Failed to read key reference: HM_RE_rule_can_replace_buildings_vassals: HM_RE_rule_can_replace_buildings_vassals, near line: 599
Failed to read key reference: HM_RE_rule_can_feudalize_holdings_vassals: HM_RE_rule_can_feudalize_holdings_vassals, near line: 599
Failed to read key reference: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap, near line: 599
Failed to read key reference: HM_RE_rule_player_extra_slots_enabled: HM_RE_rule_player_extra_slots_enabled, near line: 599
Failed to read key reference: HM_RE_rule_player_slot_base_cost_very_cheap: HM_RE_rule_player_slot_base_cost_very_cheap, near line: 599
Failed to read key reference: HM_RE_rule_player_slot_step_cost_very_cheap: HM_RE_rule_player_slot_step_cost_very_cheap, near line: 599
Failed to read key reference: HM_RE_rule_construction_time_cost_free: HM_RE_rule_construction_time_cost_free, near line: 599
Failed to read key reference: HM_RE_build_all_button_on: HM_RE_build_all_button_on, near line: 599
Failed to read key reference: HM_RE_upgrade_all_button_on: HM_RE_upgrade_all_button_on, near line: 599
Failed to read key reference: HM_RE_make_nomad_button_on: HM_RE_make_nomad_button_on, near line: 599
Failed to read key reference: HM_RE_make_temple_citadel_button_on: HM_RE_make_temple_citadel_button_on, near line: 599
Failed to read key reference: HM_RE_player_add_slots_decision_on: HM_RE_player_add_slots_decision_on, near line: 599
Failed to read key reference: HM_RE_player_add_slots_decision_base_cost_very_cheap: HM_RE_player_add_slots_decision_base_cost_very_cheap, near line: 599
Failed to read key reference: HM_RE_player_cost_gold: HM_RE_player_cost_gold, near line: 599
Failed to read key reference: HM_RE_rule_ai_extra_slots_disabled: HM_RE_rule_ai_extra_slots_disabled, near line: 599
Failed to read key reference: HM_RE_rule_ai_slot_base_cost_very_expensive: HM_RE_rule_ai_slot_base_cost_very_expensive, near line: 599
Failed to read key reference: HM_RE_rule_ai_slot_step_cost_very_expensive: HM_RE_rule_ai_slot_step_cost_very_expensive, near line: 599"" in file: ""save games/Опасный момент.ck3"" near line: 599"
"1","1218","Localization / dynamic text error","Unlocalized text 'building_type_special_kings_landing_hoodmarket_destroyed' at gui/DI_title_manager_templates/DI_title_manager_building_list_template.gui:10665, either localize it or use the raw_text property instead of text"
"3","14462","Script / database error","Error: ""Failed to read key reference: 1453_end_date: 1453_end_date, near line: 583
Failed to read key reference: rhomaion_name_of_byzantium: rhomaion_name_of_byzantium, near line: 583
Failed to read key reference: default_mongol_invasion: default_mongol_invasion, near line: 583
Failed to read key reference: random_ruler_placement_off: random_ruler_placement_off, near line: 583
Failed to read key reference: launch_historical: launch_historical, near line: 583
Failed to read key reference: fp1_scandi_adventurers_apocalyptic: fp1_scandi_adventurers_apocalyptic, near line: 583
Failed to read key reference: dissolution_after_caliph_death: dissolution_after_caliph_death, near line: 583
Failed to read key reference: default_seljuk_invasion: default_seljuk_invasion, near line: 583
Failed to read key reference: situation_the_great_steppe_toggle_on: situation_the_great_steppe_toggle_on, near line: 583
Failed to read key reference: struggle_iberia_toggle_on: struggle_iberia_toggle_on, near line: 583
Failed to read key reference: struggle_persia_toggle_on: struggle_persia_toggle_on, near line: 583
Failed to read key reference: historicity_ruler_of_munster_historical_toirdelbach: historicity_ruler_of_munster_historical_toirdelbach, near line: 583
Failed to read key reference: historicity_norman_conquest_default_random: historicity_norman_conquest_default_random, near line: 583
Failed to read key reference: tibet_nomad_region_on: tibet_nomad_region_on, near line: 583
Failed to read key reference: sami_nomad_region_on: sami_nomad_region_on, near line: 583
Failed to read key reference: arabia_nomad_region_on: arabia_nomad_region_on, near line: 583
Failed to read key reference: sahel_nomad_region_on: sahel_nomad_region_on, near line: 583
Failed to read key reference: horn_of_africa_nomad_region_on: horn_of_africa_nomad_region_on, near line: 583
Failed to read key reference: historicity_extra_admin_egypt_gameplay_not_administrative: historicity_extra_admin_egypt_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_arabia_gameplay_not_administrative: historicity_extra_admin_arabia_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_ghana_gameplay_not_administrative: historicity_extra_admin_ghana_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_kabulistan_gameplay_not_administrative: historicity_extra_admin_kabulistan_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_persia_gameplay_not_administrative: historicity_extra_admin_persia_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_maghreb_gameplay_not_administrative: historicity_extra_admin_maghreb_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_tamilakam_gameplay_not_administrative: historicity_extra_admin_tamilakam_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_carolingians_gameplay_not_administrative: historicity_extra_admin_carolingians_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_player_wherever_gameplay_not_administrative: historicity_extra_admin_player_wherever_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_frankokratia_fourth_crusade: historicity_frankokratia_fourth_crusade, near line: 583
Failed to read key reference: silk_road_starting_innovations_preset: silk_road_starting_innovations_preset, near line: 583
Failed to read key reference: ACR_RE_tradition_slots_plus_95: ACR_RE_tradition_slots_plus_95, near line: 583
Failed to read key reference: ACR_RE_tradition_cost_free: ACR_RE_tradition_cost_free, near line: 583
Failed to read key reference: ACR_RE_tradition_cooldown_none: ACR_RE_tradition_cooldown_none, near line: 583
Failed to read key reference: ACR_RE_truce_duration_5: ACR_RE_truce_duration_5, near line: 583
Failed to read key reference: ACR_RE_truce_scope_player_primary: ACR_RE_truce_scope_player_primary, near line: 583
Failed to read key reference: ACR_RE_council_task_speed_1_month: ACR_RE_council_task_speed_1_month, near line: 583
Failed to read key reference: HM_RE_rule_player_free_functions_enabled: HM_RE_rule_player_free_functions_enabled, near line: 583
Failed to read key reference: HM_RE_rule_change_holding_type_cost_very_cheap: HM_RE_rule_change_holding_type_cost_very_cheap, near line: 583
Failed to read key reference: HM_RE_rule_change_holding_type_cooldown_very_short: HM_RE_rule_change_holding_type_cooldown_very_short, near line: 583
Failed to read key reference: HM_RE_rule_can_replace_buildings_vassals: HM_RE_rule_can_replace_buildings_vassals, near line: 583
Failed to read key reference: HM_RE_rule_can_feudalize_holdings_vassals: HM_RE_rule_can_feudalize_holdings_vassals, near line: 583
Failed to read key reference: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap, near line: 583
Failed to read key reference: HM_RE_rule_player_extra_slots_enabled: HM_RE_rule_player_extra_slots_enabled, near line: 583
Failed to read key reference: HM_RE_rule_player_slot_base_cost_very_cheap: HM_RE_rule_player_slot_base_cost_very_cheap, near line: 583
Failed to read key reference: HM_RE_rule_player_slot_step_cost_very_cheap: HM_RE_rule_player_slot_step_cost_very_cheap, near line: 583
Failed to read key reference: HM_RE_rule_construction_time_cost_free: HM_RE_rule_construction_time_cost_free, near line: 583
Failed to read key reference: HM_RE_build_all_button_on: HM_RE_build_all_button_on, near line: 583
Failed to read key reference: HM_RE_upgrade_all_button_on: HM_RE_upgrade_all_button_on, near line: 583
Failed to read key reference: HM_RE_make_nomad_button_on: HM_RE_make_nomad_button_on, near line: 583
Failed to read key reference: HM_RE_make_temple_citadel_button_on: HM_RE_make_temple_citadel_button_on, near line: 583
Failed to read key reference: HM_RE_player_add_slots_decision_on: HM_RE_player_add_slots_decision_on, near line: 583
Failed to read key reference: HM_RE_player_add_slots_decision_base_cost_very_cheap: HM_RE_player_add_slots_decision_base_cost_very_cheap, near line: 583
Failed to read key reference: HM_RE_player_cost_gold: HM_RE_player_cost_gold, near line: 583
Failed to read key reference: HM_RE_rule_ai_extra_slots_disabled: HM_RE_rule_ai_extra_slots_disabled, near line: 583
Failed to read key reference: HM_RE_rule_ai_slot_base_cost_very_expensive: HM_RE_rule_ai_slot_base_cost_very_expensive, near line: 583
Failed to read key reference: HM_RE_rule_ai_slot_step_cost_very_expensive: HM_RE_rule_ai_slot_step_cost_very_expensive, near line: 583"" in file: ""save games/Реформация.ck3"" near line: 583"
"1","1238","GUI expression / binding error","Expected ',' at  in 'GetGovernorConceptPossessivetNoTooltip'"
"1","9827","Localization / dynamic text error","Unrecognized loc key sunset_feathers. file: common/scripted_guis/DI_army_spawner_maa_sgui.txt line: 7197 (DI_sunset_feathers_effect:effect)"
"1","9829","Localization / dynamic text error","Unrecognized loc key indigo_spears. file: common/scripted_guis/DI_army_spawner_maa_sgui.txt line: 7242 (DI_indigo_spears_effect:effect)"
"3","12362","Script / database error","Error: ""Failed to read key reference: 1453_end_date: 1453_end_date, near line: 591
Failed to read key reference: rhomaion_name_of_byzantium: rhomaion_name_of_byzantium, near line: 591
Failed to read key reference: default_mongol_invasion: default_mongol_invasion, near line: 591
Failed to read key reference: random_ruler_placement_off: random_ruler_placement_off, near line: 591
Failed to read key reference: launch_historical: launch_historical, near line: 591
Failed to read key reference: fp1_scandi_adventurers_apocalyptic: fp1_scandi_adventurers_apocalyptic, near line: 591
Failed to read key reference: dissolution_after_caliph_death: dissolution_after_caliph_death, near line: 591
Failed to read key reference: default_seljuk_invasion: default_seljuk_invasion, near line: 591
Failed to read key reference: situation_the_great_steppe_toggle_on: situation_the_great_steppe_toggle_on, near line: 591
Failed to read key reference: struggle_iberia_toggle_on: struggle_iberia_toggle_on, near line: 591
Failed to read key reference: struggle_persia_toggle_on: struggle_persia_toggle_on, near line: 591
Failed to read key reference: historicity_ruler_of_munster_historical_toirdelbach: historicity_ruler_of_munster_historical_toirdelbach, near line: 591
Failed to read key reference: historicity_norman_conquest_default_random: historicity_norman_conquest_default_random, near line: 591
Failed to read key reference: tibet_nomad_region_on: tibet_nomad_region_on, near line: 591
Failed to read key reference: sami_nomad_region_on: sami_nomad_region_on, near line: 591
Failed to read key reference: arabia_nomad_region_on: arabia_nomad_region_on, near line: 591
Failed to read key reference: sahel_nomad_region_on: sahel_nomad_region_on, near line: 591
Failed to read key reference: horn_of_africa_nomad_region_on: horn_of_africa_nomad_region_on, near line: 591
Failed to read key reference: historicity_extra_admin_egypt_gameplay_not_administrative: historicity_extra_admin_egypt_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_extra_admin_arabia_gameplay_not_administrative: historicity_extra_admin_arabia_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_extra_admin_ghana_gameplay_not_administrative: historicity_extra_admin_ghana_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_extra_admin_kabulistan_gameplay_not_administrative: historicity_extra_admin_kabulistan_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_extra_admin_persia_gameplay_not_administrative: historicity_extra_admin_persia_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_extra_admin_maghreb_gameplay_not_administrative: historicity_extra_admin_maghreb_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_extra_admin_tamilakam_gameplay_not_administrative: historicity_extra_admin_tamilakam_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_extra_admin_carolingians_gameplay_not_administrative: historicity_extra_admin_carolingians_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_extra_admin_player_wherever_gameplay_not_administrative: historicity_extra_admin_player_wherever_gameplay_not_administrative, near line: 591
Failed to read key reference: historicity_frankokratia_fourth_crusade: historicity_frankokratia_fourth_crusade, near line: 591
Failed to read key reference: silk_road_starting_innovations_preset: silk_road_starting_innovations_preset, near line: 591
Failed to read key reference: ACR_RE_tradition_slots_plus_95: ACR_RE_tradition_slots_plus_95, near line: 591
Failed to read key reference: ACR_RE_tradition_cost_free: ACR_RE_tradition_cost_free, near line: 591
Failed to read key reference: ACR_RE_tradition_cooldown_none: ACR_RE_tradition_cooldown_none, near line: 591
Failed to read key reference: ACR_RE_truce_duration_5: ACR_RE_truce_duration_5, near line: 591
Failed to read key reference: ACR_RE_truce_scope_player_primary: ACR_RE_truce_scope_player_primary, near line: 591
Failed to read key reference: ACR_RE_council_task_speed_1_month: ACR_RE_council_task_speed_1_month, near line: 591
Failed to read key reference: HM_RE_rule_player_free_functions_enabled: HM_RE_rule_player_free_functions_enabled, near line: 591
Failed to read key reference: HM_RE_rule_change_holding_type_cost_very_cheap: HM_RE_rule_change_holding_type_cost_very_cheap, near line: 591
Failed to read key reference: HM_RE_rule_change_holding_type_cooldown_very_short: HM_RE_rule_change_holding_type_cooldown_very_short, near line: 591
Failed to read key reference: HM_RE_rule_can_replace_buildings_vassals: HM_RE_rule_can_replace_buildings_vassals, near line: 591
Failed to read key reference: HM_RE_rule_can_feudalize_holdings_vassals: HM_RE_rule_can_feudalize_holdings_vassals, near line: 591
Failed to read key reference: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap, near line: 591
Failed to read key reference: HM_RE_rule_player_extra_slots_enabled: HM_RE_rule_player_extra_slots_enabled, near line: 591
Failed to read key reference: HM_RE_rule_player_slot_base_cost_very_cheap: HM_RE_rule_player_slot_base_cost_very_cheap, near line: 591
Failed to read key reference: HM_RE_rule_player_slot_step_cost_very_cheap: HM_RE_rule_player_slot_step_cost_very_cheap, near line: 591
Failed to read key reference: HM_RE_rule_construction_time_cost_free: HM_RE_rule_construction_time_cost_free, near line: 591
Failed to read key reference: HM_RE_build_all_button_on: HM_RE_build_all_button_on, near line: 591
Failed to read key reference: HM_RE_upgrade_all_button_on: HM_RE_upgrade_all_button_on, near line: 591
Failed to read key reference: HM_RE_make_nomad_button_on: HM_RE_make_nomad_button_on, near line: 591
Failed to read key reference: HM_RE_make_temple_citadel_button_on: HM_RE_make_temple_citadel_button_on, near line: 591
Failed to read key reference: HM_RE_player_add_slots_decision_on: HM_RE_player_add_slots_decision_on, near line: 591
Failed to read key reference: HM_RE_player_add_slots_decision_base_cost_very_cheap: HM_RE_player_add_slots_decision_base_cost_very_cheap, near line: 591
Failed to read key reference: HM_RE_player_cost_gold: HM_RE_player_cost_gold, near line: 591
Failed to read key reference: HM_RE_rule_ai_extra_slots_disabled: HM_RE_rule_ai_extra_slots_disabled, near line: 591
Failed to read key reference: HM_RE_rule_ai_slot_base_cost_very_expensive: HM_RE_rule_ai_slot_base_cost_very_expensive, near line: 591
Failed to read key reference: HM_RE_rule_ai_slot_step_cost_very_expensive: HM_RE_rule_ai_slot_step_cost_very_expensive, near line: 591"" in file: ""save games/Игра.ck3"" near line: 591"
"1","9831","Localization / dynamic text error","Unrecognized loc key tree_speakers. file: common/scripted_guis/DI_army_spawner_maa_sgui.txt line: 7287 (DI_tree_speakers_effect:effect)"
"1","9808","Localization / dynamic text error","Missing loc key 'lmf_address_cousin' for custom localization 'my_relation_by_name_no_comma' (or variant), at 'file: common/customizable_localization/00_agot_lmf_custom_loc.txt line: 595 (my_relation_by_name_no_comma)'"
"1","9828","Localization / dynamic text error","Unrecognized loc key indigo_spears. file: common/scripted_guis/DI_army_spawner_maa_sgui.txt line: 7230 (DI_indigo_spears_effect:effect)"
"1","9821","Localization / dynamic text error","Unrecognized loc key corsairs. file: common/scripted_guis/DI_army_spawner_maa_sgui.txt line: 6972 (DI_corsairs_effect:effect)"
"3","13854","Script / database error","Error: ""Failed to read key reference: 1453_end_date: 1453_end_date, near line: 583
Failed to read key reference: rhomaion_name_of_byzantium: rhomaion_name_of_byzantium, near line: 583
Failed to read key reference: default_mongol_invasion: default_mongol_invasion, near line: 583
Failed to read key reference: random_ruler_placement_off: random_ruler_placement_off, near line: 583
Failed to read key reference: launch_historical: launch_historical, near line: 583
Failed to read key reference: fp1_scandi_adventurers_apocalyptic: fp1_scandi_adventurers_apocalyptic, near line: 583
Failed to read key reference: dissolution_after_caliph_death: dissolution_after_caliph_death, near line: 583
Failed to read key reference: default_seljuk_invasion: default_seljuk_invasion, near line: 583
Failed to read key reference: situation_the_great_steppe_toggle_on: situation_the_great_steppe_toggle_on, near line: 583
Failed to read key reference: struggle_iberia_toggle_on: struggle_iberia_toggle_on, near line: 583
Failed to read key reference: struggle_persia_toggle_on: struggle_persia_toggle_on, near line: 583
Failed to read key reference: historicity_ruler_of_munster_historical_toirdelbach: historicity_ruler_of_munster_historical_toirdelbach, near line: 583
Failed to read key reference: historicity_norman_conquest_default_random: historicity_norman_conquest_default_random, near line: 583
Failed to read key reference: tibet_nomad_region_on: tibet_nomad_region_on, near line: 583
Failed to read key reference: sami_nomad_region_on: sami_nomad_region_on, near line: 583
Failed to read key reference: arabia_nomad_region_on: arabia_nomad_region_on, near line: 583
Failed to read key reference: sahel_nomad_region_on: sahel_nomad_region_on, near line: 583
Failed to read key reference: horn_of_africa_nomad_region_on: horn_of_africa_nomad_region_on, near line: 583
Failed to read key reference: historicity_extra_admin_egypt_gameplay_not_administrative: historicity_extra_admin_egypt_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_arabia_gameplay_not_administrative: historicity_extra_admin_arabia_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_ghana_gameplay_not_administrative: historicity_extra_admin_ghana_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_kabulistan_gameplay_not_administrative: historicity_extra_admin_kabulistan_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_persia_gameplay_not_administrative: historicity_extra_admin_persia_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_maghreb_gameplay_not_administrative: historicity_extra_admin_maghreb_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_tamilakam_gameplay_not_administrative: historicity_extra_admin_tamilakam_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_carolingians_gameplay_not_administrative: historicity_extra_admin_carolingians_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_extra_admin_player_wherever_gameplay_not_administrative: historicity_extra_admin_player_wherever_gameplay_not_administrative, near line: 583
Failed to read key reference: historicity_frankokratia_fourth_crusade: historicity_frankokratia_fourth_crusade, near line: 583
Failed to read key reference: silk_road_starting_innovations_preset: silk_road_starting_innovations_preset, near line: 583
Failed to read key reference: ACR_RE_tradition_slots_plus_95: ACR_RE_tradition_slots_plus_95, near line: 583
Failed to read key reference: ACR_RE_tradition_cost_free: ACR_RE_tradition_cost_free, near line: 583
Failed to read key reference: ACR_RE_tradition_cooldown_none: ACR_RE_tradition_cooldown_none, near line: 583
Failed to read key reference: ACR_RE_truce_duration_5: ACR_RE_truce_duration_5, near line: 583
Failed to read key reference: ACR_RE_truce_scope_player_primary: ACR_RE_truce_scope_player_primary, near line: 583
Failed to read key reference: ACR_RE_council_task_speed_1_month: ACR_RE_council_task_speed_1_month, near line: 583
Failed to read key reference: HM_RE_rule_player_free_functions_enabled: HM_RE_rule_player_free_functions_enabled, near line: 583
Failed to read key reference: HM_RE_rule_change_holding_type_cost_very_cheap: HM_RE_rule_change_holding_type_cost_very_cheap, near line: 583
Failed to read key reference: HM_RE_rule_change_holding_type_cooldown_very_short: HM_RE_rule_change_holding_type_cooldown_very_short, near line: 583
Failed to read key reference: HM_RE_rule_can_replace_buildings_vassals: HM_RE_rule_can_replace_buildings_vassals, near line: 583
Failed to read key reference: HM_RE_rule_can_feudalize_holdings_vassals: HM_RE_rule_can_feudalize_holdings_vassals, near line: 583
Failed to read key reference: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap: HM_RE_value_construct_buildings_gold_cost_cap_very_cheap, near line: 583
Failed to read key reference: HM_RE_rule_player_extra_slots_enabled: HM_RE_rule_player_extra_slots_enabled, near line: 583
Failed to read key reference: HM_RE_rule_player_slot_base_cost_very_cheap: HM_RE_rule_player_slot_base_cost_very_cheap, near line: 583
Failed to read key reference: HM_RE_rule_player_slot_step_cost_very_cheap: HM_RE_rule_player_slot_step_cost_very_cheap, near line: 583
Failed to read key reference: HM_RE_rule_construction_time_cost_free: HM_RE_rule_construction_time_cost_free, near line: 583
Failed to read key reference: HM_RE_build_all_button_on: HM_RE_build_all_button_on, near line: 583
Failed to read key reference: HM_RE_upgrade_all_button_on: HM_RE_upgrade_all_button_on, near line: 583
Failed to read key reference: HM_RE_make_nomad_button_on: HM_RE_make_nomad_button_on, near line: 583
Failed to read key reference: HM_RE_make_temple_citadel_button_on: HM_RE_make_temple_citadel_button_on, near line: 583
Failed to read key reference: HM_RE_player_add_slots_decision_on: HM_RE_player_add_slots_decision_on, near line: 583
Failed to read key reference: HM_RE_player_add_slots_decision_base_cost_very_cheap: HM_RE_player_add_slots_decision_base_cost_very_cheap, near line: 583
Failed to read key reference: HM_RE_player_cost_gold: HM_RE_player_cost_gold, near line: 583
Failed to read key reference: HM_RE_rule_ai_extra_slots_disabled: HM_RE_rule_ai_extra_slots_disabled, near line: 583
Failed to read key reference: HM_RE_rule_ai_slot_base_cost_very_expensive: HM_RE_rule_ai_slot_base_cost_very_expensive, near line: 583
Failed to read key reference: HM_RE_rule_ai_slot_step_cost_very_expensive: HM_RE_rule_ai_slot_step_cost_very_expensive, near line: 583"" in file: ""save games/Принятие Феодализма.ck3"" near line: 583"
"1","4","Localization / dynamic text error","Illegal localization break character (`�`) at line 3541 and column 302 in localization/russian/agot/00_agot_lmf_l_russian.yml"
"1","1215","Localization / dynamic text error","Unlocalized text 'building_type_special_castle_black' at gui/DI_title_manager_templates/DI_title_manager_building_list_template.gui:10605, either localize it or use the raw_text property instead of text"
"1","9833","Localization / dynamic text error","Unrecognized loc key butterflies. file: common/scripted_guis/DI_army_spawner_maa_sgui.txt line: 7377 (DI_butterflies_effect:effect)"
"1","1221","Localization / dynamic text error","Unlocalized text 'building_type_walls_01_tribal' at gui/DI_title_manager_templates/DI_title_manager_building_list_template.gui:10879, either localize it or use the raw_text property instead of text"
