id,name_ru,status,base_skills,positive_traits,negative_traits,shared_penalty,notes,owner,source,definition_line,aptitude,is_shown,valid_position,is_shown_character,valid_character,on_court_position_received
cupbearer_court_position,Виночерпий,base,D50,"honest,trusting,loyal",deceitful,H,loyal не выдаётся Трактатами.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,9737,"aptitude = {
		value = 25
		add = {
			value = diplomacy
			multiply = 2.5
			max = 50
			desc = court_position_skill_diplomacy
		}
		if = {
			limit = {
				has_trait = honest
			}
			add = {
				value = 15
				desc = court_position_honest_trait
			}
		}
		if = {
			limit = {
				has_trait = trusting
			}
			add = {
				value = 15
				desc = court_position_trusting_trait
			}
		}
		if = {
			limit = {
				has_trait = loyal
			}
			add = {
				value = 15
				desc = court_position_loyal_trait
			}
		}
		if = {
			limit = {
				has_trait = deceitful
			}
			add = {
				value = -10
				desc = court_position_deceitful_trait
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:cupbearer }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		NOT = { government_has_flag = government_is_nomadic }
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added
		NOT = { has_government = nights_watch_government }
	}","valid_position = {
		highest_held_title_tier >= tier_kingdom
		is_landed_or_landless_administrative = yes
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			cupbearer_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		cupbearer_title_accepted_effect = yes
	}"
food_taster_court_position,Дегустатор блюд,base,I50,"gluttonous,comfort_eater,lifestyle_herbalist,lifestyle_gardener,trusting,loyal",inappetetic,L,Есть ограничение боевого пола и духовного статуса; не пропускать его из-за бытового названия.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,9967,"aptitude = {
		value = 10
		add = {
			value = intrigue
			multiply = 3
			max = 50
			desc = court_position_skill_intrigue
		}
		if = {
			limit = {
				has_trait = gluttonous
			}
			add = {
				value = 25
				desc = court_position_gluttonous_trait
			}
		}
		if = {
			limit = {
				has_trait = comfort_eater
			}
			add = {
				value = 15
				desc = court_position_comfort_eater_trait
			}
		}
		if = {
			limit = {
				has_trait = lifestyle_herbalist
			}
			add = {
				value = 25
				desc = court_position_herbalist_trait
			}
		}
		if = {
			limit = {
				has_trait = lifestyle_gardener
			}
			add = {
				value = 15
				desc = court_position_gardener_trait
			}
		}
		if = {
			limit = {
				has_trait = trusting
			}
			add = {
				value = 15
				desc = court_position_trusting_trait
			}
		}
		if = {
			limit = {
				has_trait = loyal
			}
			add = {
				value = 15
				desc = court_position_loyal_trait
			}
		}
		if = {
			limit = {
				has_trait = inappetetic
			}
			add = {
				value = -50
				desc = court_position_inappetetic_trait
			}
		}
		if = {
			limit = {
				culture = { has_cultural_parameter = characters_are_better_food_tasters }
			}
			add = {
				value = 20
				desc = court_position_tradition_culinary_art
			}
		}
		if = {
			limit = {
				has_character_flag = food_taster_mettle_tested
			}
			add = {
				value = 30
				desc = food_taster_mettle_tested_desc
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:food_taster }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		has_ep1_court_positions_dlc_trigger = yes
		NOT = { government_has_flag = government_is_nomadic }
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		trigger_if = {
			limit = {
				root.culture ?= {
					has_cultural_parameter = better_food_tasters
				}
			}
			highest_held_title_tier >= tier_duchy
		}
		trigger_else = {
			highest_held_title_tier >= tier_kingdom
		}
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
			can_be_combatant_based_on_gender_trigger = { ARMY_OWNER = scope:liege }
		}
	}","valid_character = {
		scope:employee = {
			food_taster_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		food_taster_title_accepted_effect = yes
	}"
keeper_of_swans_court_position,Смотрители лебедей,base,S50,lifestyle_hunter,blind,L,В AGOT работодатель должен принадлежать dynn_Swann; ванильное географическое условие неприменимо.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,10300,"aptitude = {
		value = 40
		add = {
			value = stewardship
			multiply = 4
			max = 50
			desc = court_position_skill_stewardship
		}
		if = {
			limit = { has_trait = lifestyle_hunter }
			if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_hunter
						track = hunter
						value >= 100
					}
				}
				add = {
					value = 20
					desc = court_position_hunter_3_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_hunter
						track = hunter
						value >= 50
					}
				}
				add = {
					value = 10
					desc = court_position_hunter_2_trait
				}
			}
			else = {
				add = {
					value = 5
					desc = court_position_hunter_1_trait
				}
			}
		}
		if = {
			limit = {
				has_trait = blind # Can't see the damn birds
			}
			add = {
				value = -20
				desc = court_position_blind_trait
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:keeper_of_swans }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}
		# Japan
		if = {
			limit = {
				liege.house ?= { has_house_aspiration_parameter = improved_stewardship_court_position_efficiency }
			}
			add = {
				value = cp_bonus_aptitude_value
				desc = improved_stewardship_court_position_efficiency_desc
			}
		}

		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		NOR = {
			government_has_flag = government_is_nomadic
			government_has_flag = government_is_celestial
		}
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		# AGOT Modified
		# highest_held_title_tier >= tier_kingdom
		# culture = {
		# 	has_cultural_pillar = heritage_west_germanic
		# }
		dynasty = dynasty:dynn_Swann
		NOT = { has_government = nights_watch_government }
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			keeper_of_swans_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		keeper_of_swans_title_accepted_effect = yes
	}"
court_jester_court_position,Придворный шут,base,D50,"gregarious,stubborn,shrewd,lifestyle_poet,athletic",,2H,Общие штрафы вызываются дважды; дополнительные семейный/евнушеский/дружеский бонусы не означают выдачу статусов.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,10584,"aptitude = {
		value = 1
		add = {
			value = diplomacy
			multiply = 2.5
			max = 50
			desc = court_position_skill_diplomacy
		}
		if = {
			limit = {
				has_trait = gregarious
			}
			add = {
				value = 20
				desc = court_position_gregarious_trait
			}
		}
		if = {
			limit = {
				has_trait = stubborn
			}
			add = {
				value = 20
				desc = court_position_stubborn_trait
			}
		}
		if = {
			limit = {
				has_trait = shrewd
			}
			add = {
				value = 20
				desc = court_position_shrewd_trait
			}
		}
		if = {
			limit = {
				has_trait = lifestyle_poet
			}
			add = {
				value = 10
				desc = court_position_poet_trait
			}
		}
		if = { # An acrobatic jester is a good jester
			limit = {
				has_trait = athletic
			}
			add = {
				value = 10
				desc = court_position_athletic_trait
			}
		}
		add = court_position_aptitude_traveling_friends_value
		#AGOT Disabled
		# if = { # ep3_emperor_yearly.2090
		# 	limit = {
		# 		has_character_flag = famous_mime_court
		# 	}
		# 	add = {
		# 		value = 30
		# 		desc = court_position_famous_mime
		# 	}
		# }
		add = court_position_aptitude_eunuch_tradition_value
		add = court_position_aptitude_family_business_value
		add = court_position_aptitude_high_penalty_value
		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:court_jester }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		NOR = {
			government_has_flag = government_is_nomadic
			government_has_flag = government_is_celestial
		}
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added
		NOT = { has_government = nights_watch_government }
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		highest_held_title_tier >= tier_duchy
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			court_jester_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		court_jester_title_accepted_effect = yes
	}"
executioner_court_position,Палач,base,I50 P50,"torturer,sadistic",,H,"Условия работодателя и ветвление imprisonment/hook проверять буквально; нельзя заключать, что каждому новому палачу нужен вымышленный проступок.",A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,10944,"aptitude = {
		value = 1
		add = {
			value = intrigue
			multiply = 2.5
			max = 50
			desc = court_position_skill_intrigue
		}
		add = {
			value = prowess
			multiply = 2
			max = 50
			desc = court_position_skill_prowess
		}
		if = {
			limit = {
				has_trait = torturer
			}
			add = {
				value = 25
				desc = court_position_torturer_trait
			}
		}
		if = {
			limit = {
				has_trait = sadistic
			}
			add = {
				value = 20
				desc = court_position_sadistic_trait
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:executioner }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		has_ep1_court_positions_dlc_trigger = yes
		NOR = {
			government_has_flag = government_is_nomadic
			government_has_flag = government_is_celestial
		}
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		highest_held_title_tier >= tier_kingdom
		#AGOT Added
		NAND = {
			culture = { has_cultural_pillar = heritage_first_man }
			NOR = {
				has_trait = lazy
				has_trait = craven
				has_trait = arbitrary
			}
		}
	}","is_shown_character = {
		scope:employee = {
			tgp_is_ceremonial_liege_trigger = no
		}
	}","valid_character = {
		scope:employee = {
			executioner_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		# Consume hook if that is what is being used to assign them as Executioner
		scope:liege = {
			if = {
				limit = {
					NOR = {
						has_imprisonment_reason = scope:employee
						scope:employee = { is_imprisoned_by = scope:liege }
					}
					has_usable_hook = scope:employee
				}
				use_hook = scope:employee
			}
		}
		executioner_title_accepted_effect = yes
	}"
bodyguard_court_position,Присяжный щит,base,P50,"shieldmaiden,lifestyle_blademaster,gallant,brave,paranoid",craven,H,"Боевой пол; безземельный, не blind/infirm; AGOT ограничивает дворы Дозора, Королевской гвардии и кровных всадников.",A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,11240,"aptitude = {
		value = 1
		add = {
			value = prowess
			multiply = 4
			max = 50
			desc = court_position_skill_prowess
		}
		if = {
			limit = {
				has_trait = shieldmaiden
			}
			add = {
				value = 20
				desc = court_position_shieldmaiden_trait
			}
		}
		if = {
			limit = { has_trait = lifestyle_blademaster }
			if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_blademaster
						value >= 100
					}
				}
				add = {
					value = 15
					desc = court_position_blademaster_3_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_blademaster
						value >= 50
					}
				}
				add = {
					value = 10
				}
			}
			else = {
				add = {
					value = 5
					desc = court_position_blademaster_1_trait
				}
			}
		}
		if = {
			limit = {
				has_trait = gallant
			}
			add = {
				value = 5
				desc = court_position_gallant_trait
			}
		}
		if = {
			limit = {
				has_trait = brave
			}
			add = {
				value = 20
				desc = court_position_brave_trait
			}
		}
		if = {
			limit = {
				has_trait = paranoid
			}
			add = {
				value = 10
				desc = court_position_paranoid_trait
			}
		}
		if = {
			limit = {
				has_trait = craven
			}
			add = {
				value = -15
				desc = court_position_craven_trait
			}
		}
		#AGOT Disabled
		# if = {
		# 	limit = {
		# 		has_trait = varangian
		# 		employer ?= {
		# 			has_title = title:e_byzantium
		# 			employs_court_position = akolouthos_court_position
		# 		}
		# 	}
		# 	add = {
		# 		value = 5
		# 		multiply = employer.court_position:akolouthos_court_position.aptitude:akolouthos_court_position
		# 		desc = court_position_akolouthos_bonus
		# 	}
		# }
		if = {
			limit = {
				employer ?= {
					culture = {
						has_cultural_parameter = reduced_bodyguard_aptitude
					}
				}
			}
			add = {
				value = -10
				desc = court_position_palace_politics
			}
		}
		#Pick _one_
		if = {
			limit = {
				employer ?= { has_relation_soulmate = prev } #The considered character
			}
			add = {
				value = 40
				desc = court_position_soulmate
			}
		}
		else_if = {
			limit = {
				employer ?= { has_relation_best_friend = prev } #The considered character
			}
			add = {
				value = 30
				desc = court_position_best_friend
			}
		}
		else_if = {
			limit = {
				employer ?= { has_relation_friend = prev } #The considered character
			}
			add = {
				value = 15
				desc = court_position_friend
			}
		}
		if = {
			limit = {
				has_character_flag = best_knight_position
			}
			add = {
				value = 20
				desc = best_knight_position_desc
			}
		}
		if = {
			limit = {
				has_character_flag = competing_knight_position
				OR = {
					any_court_position_holder = {
						type = bodyguard_court_position
						has_character_flag = competing_knight_position
						NOT = { this = prev }
					}
					any_court_position_holder = {
						type = champion_court_position
						has_character_flag = competing_knight_position
					}
					any_court_position_holder = {
						type = akolouthos_court_position
						has_character_flag = competing_knight_position
					}
				}
			}
			add = 30
			desc = competing_knight_position_desc
		}
		# Nomad Yurt
		if = {
			limit = {
				employer.domicile ?= {
					has_domicile_building_or_higher = bodyguard_yurt_01
				}
			}
			add = {
				value = 0
				if = {
					limit = {
						employer.domicile ?= {
							has_domicile_parameter = estate_increase_bodyguard_aptitude_6
						}
					}
					add = 30
				}
				else_if = {
					limit = {
						employer.domicile ?= {
							has_domicile_parameter = estate_increase_bodyguard_aptitude_5
						}
					}
					add = 25
				}
				else_if = {
					limit = {
						employer.domicile ?= {
							has_domicile_parameter = estate_increase_bodyguard_aptitude_4
						}
					}
					add = 20
				}
				else_if = {
					limit = {
						employer.domicile ?= {
							has_domicile_parameter = estate_increase_bodyguard_aptitude_3
						}
					}
					add = 15
				}
				else_if = {
					limit = {
						employer.domicile ?= {
							has_domicile_parameter = estate_increase_bodyguard_aptitude_2
						}
					}
					add = 10
				}
				else_if = {
					limit = {
						employer.domicile ?= {
							has_domicile_parameter = estate_increase_bodyguard_aptitude_1
						}
					}
					add = 5
				}
				desc = bodyguard_yurt_01_domicile_building
			}
		}
		# Estate bonus
		if = {
			limit = {
				exists = liege.domicile
			}
			if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_bodyguard_aptitude_1 }
				}
				add = {
					value = estate_increase_bodyguard_aptitude_1_value
					desc = estate_increase_bodyguard_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_bodyguard_aptitude_2 }
				}
				add = {
					value = estate_increase_bodyguard_aptitude_2_value
					desc = estate_increase_bodyguard_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_bodyguard_aptitude_3 }
				}
				add = {
					value = estate_increase_bodyguard_aptitude_3_value
					desc = estate_increase_bodyguard_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_bodyguard_aptitude_4 }
				}
				add = {
					value = estate_increase_bodyguard_aptitude_4_value
					desc = estate_increase_bodyguard_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_bodyguard_aptitude_5 }
				}
				add = {
					value = estate_increase_bodyguard_aptitude_5_value
					desc = estate_increase_bodyguard_aptitude_desc
				}
			}
			else_if = {
				limit = {
					liege.domicile ?= { has_domicile_parameter = estate_increase_bodyguard_aptitude_6 }
				}
				add = {
					value = estate_increase_bodyguard_aptitude_6_value
					desc = estate_increase_bodyguard_aptitude_desc
				}
			}
		}

		if = {
			limit = {
				has_perk = praetorian_guard_perk
			}
			add = {
				value = 15
				desc = court_position_bodyguard_modifier
			}
		}
		if = {
			limit = {
				liege ?= { has_perk = praetorian_guard_perk }
			}
			add = {
				value = 15
				desc = court_position_bodyguard_liege_modifier
			}
		}

		if = { # Cherbi / Chief Bodyguard bonus
			limit = {
				exists = liege.court_position:cherbi_court_position
			}
			switch = {
				trigger = ""liege.court_position:cherbi_court_position.aptitude(cherbi_court_position)""
				1 = { 
					add = {
						value = 1 
						desc = court_position_bodyguard_cherbi_modifier
					}
				}
				2 = {
					add = {
						value = 4
						desc = court_position_bodyguard_cherbi_modifier
					}
				}
				3 = { 
					add = {
						value = 7
						desc = court_position_bodyguard_cherbi_modifier
					}
				}
				4 = {
					add = {
						value = 10
						desc = court_position_bodyguard_cherbi_modifier
					}
				}
				5 = {
					add = {
						value = 15
						desc = court_position_bodyguard_cherbi_modifier
					}
				}
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:bodyguard }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}
		#AGOT Added
		if = {
			limit = {
				employer ?= {
					agot_is_landless_pirate_character = yes
					has_perk = toe_the_line_perk
				}
			}
			add = {
				value = 10
				desc = court_position_positions_of_landless_pirate_toe_the_line_perk_bonus
			}
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		has_ep1_court_positions_dlc_trigger = yes
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added, KG serve this purpose
		NOT = { ruler_primary_title_has_kingsguard_trigger = yes }
		#Bloodriders have their own version of Bodyguard
		NOT = { faith = { has_doctrine_parameter = can_make_bloodriders } }
		agot_is_landless_nw_character = no
		NOT = { government_has_flag = government_is_custom_landless }
	}","valid_position = {
		trigger_if = {
			limit = {
				government_has_flag = government_is_nomadic
			}
			domicile ?= {
				has_domicile_building_or_higher = character_warfare_yurt_01
			}
		}
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
			#AGOT Added - Bloodriders have their own version of Bodyguard
			NOT = { faith = { has_doctrine_parameter = can_make_bloodriders } }
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = bodyguard
		}
	}","on_court_position_received = {
		bodyguard_title_accepted_effect = yes
	}"
court_artificer_court_position,Придворный мастер,base,D40 M40 S40 I40 L40 P40,,,,Все шесть навыков без предела в формуле; цель 40 и случайное основное образование 5 утверждены. Текущее/завершённое вдохновение обязательно; Око даёт новое weapon_inspiration. local_artisan_modifier даёт −20. G.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,11939,"aptitude = {
		value = 1
		add = {
			value = prowess
			#AGOT Modified, vanilla bug
			#desc = court_position_skill_intrigue
			desc = court_position_skill_prowess
		}
		add = {
			value = diplomacy
			desc = court_position_skill_diplomacy
		}
		add = {
			value = intrigue
			desc = court_position_skill_intrigue
		}
		add = {
			value = learning
			desc = court_position_skill_learning
		}
		add = {
			value = martial
			desc = court_position_skill_martial
		}
		add = {
			value = stewardship
			desc = court_position_skill_stewardship
		}
		if = {
			limit = {
				has_character_modifier = local_artisan_modifier
			}
			add = {
				value = -20
				desc = local_artisan_modifier
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:court_artificer }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		# add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		is_landed_or_landless_administrative = yes
		has_ep1_court_positions_dlc_trigger = yes
		NOT = { government_has_flag = government_is_nomadic }
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
		#AGOT Added
		NOT = { has_government = nights_watch_government }
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		has_royal_court = yes
	}","is_shown_character = {
		scope:employee = {
			OR = {
				has_completed_inspiration = yes
				custom_tooltip = {
					text = has_an_inspiration
					exists = inspiration
				}
			}
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = court_artificer
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes
	}"
garuda_court_position,Гаруда,disabled,—,,,,AGOT явно блокирует должность через always = no.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_court_positions.txt,12274,"aptitude = {
		value = 1
		add = {
			value = martial
			multiply = 2.5
			max = 50
			desc = court_position_skill_martial
		}
		add = {
			value = prowess
			multiply = 2
			max = 50
			desc = court_position_skill_prowess
		}
		if = {
			limit = { has_trait = lifestyle_blademaster }
			if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_blademaster
						value >= 100
					}
				}
				add = {
					value = 30
					desc = court_position_blademaster_3_trait
				}
			}
			else_if = {
				limit = {
					has_trait_xp = {
						trait = lifestyle_blademaster
						value >= 50
					}
				}
				add = {
					value = 15
				}
			}
			else = {
				add = {
					value = 5
					desc = court_position_blademaster_1_trait
				}
			}
		}

		# Bonus from court.8311
		if = {
			limit = { var:bonus_aptitude_role ?= flag:garuda }
			add = {
				value = cp_bonus_aptitude_value
				desc = cp_bonus_aptitude
			}
		}

		add = court_position_aptitude_high_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		#AGOT Modified
		# is_landed_or_landless_administrative = yes
		# trigger_if = {
		# 	limit = {
		# 		is_ai = yes
		# 		highest_held_title_tier <= tier_county
		# 	}
		# 	always = no
		# }
		always = no
	}","valid_position = {
		#AGOT Modified
		# OR = {
		# 	is_landed_or_landless_administrative = yes
		# 	government_has_flag = government_is_nomadic
		# }
		# highest_held_title_tier >= tier_kingdom
		# culture = { has_cultural_tradition = tradition_garuda_warriors }
		always = no
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		valid_camp_officer_trigger = {
			OFFICER = garuda
		}
	}","on_court_position_received = {
		garuda_title_accepted_effect = yes
	}"
court_guru_court_position,Гуру,disabled,—,,,,AGOT блокирует кандидатский court_guru_validity_trigger через always = no.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_mandala_court_positions.txt,6,"aptitude = {
		value = 25
		add = {
			value = learning
			multiply = 2
			max = 50
			desc = court_position_skill_learning
		}
		add = {
			value = diplomacy
			max = 50
			desc = court_position_skill_diplomacy
		}
		add = {
			value = intrigue
			max = 50
			desc = court_position_skill_intrigue
		}
		if = {
			limit = {
				diplomacy >= high_skill_rating
				martial >= high_skill_rating
				stewardship >= high_skill_rating
				intrigue >= high_skill_rating
				learning >= high_skill_rating
			}
			add = {
				value = 20
				desc = court_position_high_skills_trait
			}
		}
		if = {
			limit = {
				has_trait = scholar
			}
			add = {
				value = 15
				desc = court_position_scholar_trait
			}
		}
		if = {
			limit = {
				has_trait = theologian
			}
			add = {
				value = 20
				desc = court_position_theologian_trait
			}
		}
		if = {
			limit = {
				has_trait = patient
			}
			add = {
				value = 15
				desc = court_position_patient_trait
			}
		}
		if = {
			limit = {
				has_trait = calm
			}
			add = {
				value = 15
				desc = court_position_calm_trait
			}
		}
		if = {
			limit = {
				has_trait = intellect_good_3
			}
			add = {
				value = 40
				desc = court_position_intellect_good_3_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_2
			}
			add = {
				value = 20
				desc = court_position_intellect_good_2_trait
			}
		}
		else_if = {
			limit = {
				has_trait = intellect_good_1
			}
			add = {
				value = 10
				desc = court_position_intellect_good_1_trait
			}
		}
		else_if = {
			limit = {
				has_trait = shrewd
			}
			add = {
				value = 10
				desc = court_position_shrewd_trait
			}
		}
		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		has_tgp_dlc_trigger = yes
		OR = {
			government_has_flag = government_is_mandala
			government_has_flag = government_is_wanua
			#AGOT Disabled
			# religion = { is_in_family = rf_eastern }
			# religion = religion:taoism_religion
		}
		is_landed_or_landless_administrative = yes
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
	}","valid_position = {
		is_landed_or_landless_administrative = yes
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			court_guru_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		basic_gained_court_position_effect = yes
	}"
court_brahmin_court_position,Придворный брахман,disabled,—,,,,AGOT блокирует кандидатский court_brahmin_validity_trigger через always = no.,A Game of Thrones,E:/SteamLibrary/steamapps/workshop/content/1158310/2962333032/common/court_positions/types/00_mandala_court_positions.txt,288,"aptitude = {
		value = 1
		add = {
			value = learning
			multiply = 2.5
			max = 50
			desc = court_position_skill_learning
		}
		if = {
			limit = {
				is_clergy = yes
			}
			add = {
				value = 20
				desc = court_position_clergy_trait
			}
		}
		if = {
			limit = {
				has_trait = generous
			}
			add = {
				value = 20
				desc = court_position_generous_trait
			}
		}
		if = {
			limit = {
				has_trait = theologian
			}
			add = {
				value = 20
				desc = court_position_theologian_trait
			}
		}
		if = {
			limit = {
				has_trait = compassionate
			}
			add = {
				value = 20
				desc = court_position_compassionate_trait
			}
		}
		if = {
			limit = {
				has_trait = greedy
			}
			add = {
				value = -10
				desc = court_position_greedy_trait
			}
		}
		if = {
			limit = {
				has_trait = profligate
			}
			add = {
				value = -10
				desc = court_position_profligate_trait
			}
		}
		if = {
			limit = {
				has_trait = avaricious
			}
			add = {
				value = -10
				desc = court_position_avaricious_trait
			}
		}
		if = {
			limit = {
				has_trait = devoted
				culture = { has_cultural_parameter = devoted_trait_bonuses }
			}
			add = {
				value = 20
				desc = tradition_monastic_communities_name
			}
		}
		if = {
			limit = {
				has_character_flag = plenty_to_donate_almoner
			}
			add = {
				value = 30
				desc = plenty_to_donate_almoner_desc
			}
		}
		add = court_position_aptitude_low_penalty_value
		add = general_aptitude_bonus
	}","is_shown = {
		has_tgp_dlc_trigger = yes
		is_landed_or_landless_administrative = yes
		government_has_flag = government_is_mandala
		trigger_if = {
			limit = {
				is_ai = yes
				highest_held_title_tier <= tier_county
			}
			always = no
		}
	}","valid_position = {
		is_landed_or_landless_administrative = yes
		highest_held_title_tier >= tier_duchy
	}","is_shown_character = {
		scope:employee = {
			court_position_employee_shown_trigger = yes
		}
	}","valid_character = {
		scope:employee = {
			court_brahmin_validity_trigger = { EMPLOYER = scope:liege }
		}
	}","on_court_position_received = {
		high_almoner_title_accepted_effect = yes
	}"
