"Catalog","Key","File","Line","Text"
"Translation","agot_ninepenny.0035.b.tt","localization/russian/more_dragon_eggs_events_l_russian.yml","202","#italic Королевство Тарт будет переименовано в Сапфировые острова!#!"
"Translation","a_crown_for_a_king_decision","localization/russian/more_dragon_eggs_events_l_russian.yml","204","Корона для короля"
"Translation","a_crown_for_a_king_decision_desc","localization/russian/more_dragon_eggs_events_l_russian.yml","205","Визерис недостоин быть королём Семи Королевств, но есть тот, кто достоин..."
"Translation","a_crown_for_a_king_decision_confirm","localization/russian/more_dragon_eggs_events_l_russian.yml","206","Короновать его!"
"Translation","a_crown_for_a_king_decision_tooltip","localization/russian/more_dragon_eggs_events_l_russian.yml","207","@warning_icon!#X Это сместит Визериса с места главы Таргариенов в изгнании!#!"
"Translation","agot_targaryen_exile_invasion.9999.t","localization/russian/more_dragon_eggs_events_l_russian.yml","209","Корона для короля"
"Translation","agot_targaryen_exile_invasion.9999.desc","localization/russian/more_dragon_eggs_events_l_russian.yml","210","Теперь, когда я возглавляю Изгнанников и несу на своих плечах всю династию Таргариенов, я должен решить, что делать с моим высокомерным и жестоким братом."
"Translation","agot_targaryen_exile_invasion.9999.b","localization/russian/more_dragon_eggs_events_l_russian.yml","211","Помиловать его!"
"Translation","agot_targaryen_exile_invasion.9999.a","localization/russian/more_dragon_eggs_events_l_russian.yml","212","Вручить ему корону, которую он заслужил!"
"Translation","agot_ruins.2001.t","localization/russian/more_dragon_eggs_events_l_russian.yml","214","Сокровища из трагедии"
"Translation","agot_ruins.2001.d","localization/russian/more_dragon_eggs_events_l_russian.yml","215","Руины Спайстауна давно окутаны зловещей мрачностью. Простолюдины рассказывают, что он заброшен так давно, что стал пристанищем проклятых духов. Из-за суеверий восстановление идёт с трудом. Но надежда вернуть городу былую славу центра торговли и золота придаёт сил.\n\nСегодня труды окупились! При раскопках последних руин, считавшихся проклятыми и нетронутыми со времён Битвы при Глотке, в обгоревшем здании нашли драконье яйцо!"
"Translation","agot_ruins.2001.a","localization/russian/more_dragon_eggs_events_l_russian.yml","216","Счастливое предзнаменование!"
"Translation","agot_ruins.2001.b","localization/russian/more_dragon_eggs_events_l_russian.yml","217","Лучше отдать нашему сюзерену."
"Translation","agot_ruins.2002.t","localization/russian/more_dragon_eggs_events_l_russian.yml","219","Драконье яйцо предложено"
"Translation","agot_ruins.2002.d","localization/russian/more_dragon_eggs_events_l_russian.yml","220","Мой вассал [egg_giver.GetName] находит яйцо при восстановлении руин Спайстауна! Более того, он предлагает его нам как законным хранителям."
"Translation","agot_ruins.2002.a","localization/russian/more_dragon_eggs_events_l_russian.yml","221","Принимаем!"
"Translation","agot_ruins.2002.b","localization/russian/more_dragon_eggs_events_l_russian.yml","222","Пусть оставит себе."
"Translation","mde_canon_dragon_clutch_events.0001.t","localization/russian/more_dragon_eggs_events_l_russian.yml","224","Новая кладка от [dragon_parent.GetNameNoTooltip]!@historical_character_icon_small!"
"Translation","agot_ninepenny.1014.c","localization/russian/more_dragon_eggs_events_l_russian.yml","226","Ночь ожила музыкой драконов! Это дитя — «Драконорождённый»!"
"Translation","agot_ninepenny.1014.d","localization/russian/more_dragon_eggs_events_l_russian.yml","227","Несмотря на трагедию, с этим ребёнком остаётся надежда — это «Драконорождённый»."
"Translation","rule_use_dragon_pit_mover","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","2","@mde_icon!@dragon_majestic_icon!More Dragon Eggs — перемещение в драконью яму"
"Translation","setting_use_dragon_pit_mover_no","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","3","Базовые настройки AGOT"
"Translation","setting_use_dragon_pit_mover_yes","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","4","@mde_icon!More Dragon Eggs"
"Translation","setting_use_dragon_pit_mover_no_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","6","Отключает добавленную More Dragon Eggs функцию. В базовом AGOT её аналога нет."
"Translation","setting_use_dragon_pit_mover_yes_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","7","Включает меню перемещения драконов между драконьими ямами из More Dragon Eggs."
"Translation","rule_show_dragon_portrait_on_start","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","9","@mde_icon!@dragon_majestic_icon!Показывать портрет дракона при старте"
"Translation","setting_show_dragon_portrait_on_start_no","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","10","Нет"
"Translation","setting_show_dragon_portrait_on_start_yes","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","11","Да"
"Translation","setting_show_dragon_portrait_on_start_no_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","13","Портрет вашего дракона будет скрыт при старте игры. Позже его можно включить."
"Translation","setting_show_dragon_portrait_on_start_yes_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","14","Портрет вашего дракона будет показан в левом нижнем углу экрана рядом с портретом персонажа с начала игры. Позже его можно отключить."
"Translation","rule_realm_affairs_extended","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","16","@mde_icon!@dragon_majestic_icon!Дополнительный интерфейс мода"
"Translation","setting_realm_affairs_extended_off","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","17","Выключено"
"Translation","setting_realm_affairs_extended_buttons","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","18","Только кнопки"
"Translation","setting_realm_affairs_extended_decisions","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","19","Только решения"
"Translation","setting_realm_affairs_extended_decisions_and_buttons","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","20","Решения и кнопки"
"Translation","setting_realm_affairs_extended_off_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","22","Дополнительный интерфейс будет отключён."
"Translation","setting_realm_affairs_extended_buttons_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","23","Кнопки для просмотра драконьих ям, драконов и яиц появятся, когда соответствующие объекты будут доступны."
"Translation","setting_realm_affairs_extended_decisions_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","24","Решения для просмотра драконьих ям, драконов и яиц появятся, когда соответствующие объекты будут доступны."
"Translation","setting_realm_affairs_extended_decisions_and_buttons_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","25","Кнопки и решения для просмотра драконьих ям, драконов и яиц появятся, когда соответствующие объекты будут доступны."
"Translation","rule_can_hatch_multiple_dragons","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","26","@mde_icon!@hatching_icon!Выведение нескольких драконов за церемонию"
"Translation","setting_can_hatch_multiple_dragons_no","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","27","Невозможно"
"Translation","setting_can_hatch_multiple_dragons_yes_5_percent","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","28","Да — 5% для каждого яйца"
"Translation","setting_can_hatch_multiple_dragons_yes_25_percent","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","29","Да — 25% для каждого яйца"
"Translation","setting_can_hatch_multiple_dragons_yes_50_percent","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","30","Да — 50% для каждого яйца"
"Translation","setting_can_hatch_multiple_dragons_yes_75_percent","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","31","Да — 75% для каждого яйца"
"Translation","setting_can_hatch_multiple_dragons_yes_95_percent","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","32","Да — 95% для каждого яйца"
"Translation","setting_can_hatch_multiple_dragons_yes_all","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","33","Все яйца дадут драконов"
"Translation","setting_can_hatch_multiple_dragons_no_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","35","При успешной церемонии дракон появится только из выбранного яйца. Остальные яйца не получат шанса."
"Translation","setting_can_hatch_multiple_dragons_yes_5_percent_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","36","При успешной церемонии каждое яйцо, кроме выбранного, получит 5% шанс дать дракона."
"Translation","setting_can_hatch_multiple_dragons_yes_25_percent_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","37","При успешной церемонии каждое яйцо, кроме выбранного, получит 25% шанс дать дракона."
"Translation","setting_can_hatch_multiple_dragons_yes_50_percent_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","38","При успешной церемонии каждое яйцо, кроме выбранного, получит 50% шанс дать дракона."
"Translation","setting_can_hatch_multiple_dragons_yes_75_percent_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","39","При успешной церемонии каждое яйцо, кроме выбранного, получит 75% шанс дать дракона."
"Translation","setting_can_hatch_multiple_dragons_yes_95_percent_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","40","При успешной церемонии каждое яйцо, кроме выбранного, получит 95% шанс дать дракона."
"Translation","setting_can_hatch_multiple_dragons_yes_all_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","41","При успешной церемонии из каждого драконьего яйца в инвентаре персонажа появится принадлежащий ему дракон."
"Translation","rule_dragon_hatching_success_chance","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","43","@mde_icon!@hatching_icon!Шанс успешного выведения дракона"
"Translation","setting_dragon_hatching_guaranteed","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","44","Гарантировано"
"Translation","setting_dragon_hatching_very_likely","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","45","Очень вероятно"
"Translation","setting_dragon_hatching_normal","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","46","По умолчанию"
"Translation","setting_dragon_hatching_not","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","47","Неудача"
"Translation","setting_dragon_hatching_guaranteed_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","49","Церемония выведения дракона всегда завершится успехом."
"Translation","setting_dragon_hatching_very_likely_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","50","Около 50% шанса, что церемония выведения дракона завершится успехом."
"Translation","setting_dragon_hatching_normal_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","51","Церемония выведения дракона использует стандартные шансы успеха и провала."
"Translation","setting_dragon_hatching_not_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","52","Церемония выведения дракона всегда завершится неудачей."
"Translation","rule_extant_hatching_ceremonies","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","54","@mde_icon!@hatching_icon!Церемонии выведения всегда доступны"
"Translation","setting_extant_hatching_ceremonies_yes","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","55","Да"
"Translation","setting_extant_hatching_ceremonies_no","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","56","Нет"
"Translation","setting_extant_hatching_ceremonies_yes_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","58","Церемонии доступны, если в мире существуют драконы."
"Translation","setting_extant_hatching_ceremonies_no_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","59","Церемонии недоступны, если в мире существуют драконы."
"Translation","rule_dragon_egg_spawn_likelihood","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","60","@mde_icon!@iceFire_dragon_egg_icon!Вероятность появления драконьих яиц"
"Translation","setting_no_spawns","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","61","Без появления"
"Translation","setting_extremely_unlikely_spawn","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","62","Крайне редко"
"Translation","setting_very_unlikely_spawn","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","63","Очень редко"
"Translation","setting_normal_unlikely_spawn","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","64","Редко"
"Translation","setting_fairly_likely_spawn","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","65","Довольно часто"
"Translation","setting_very_likely_spawn","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","66","Очень часто"
"Translation","setting_absolute_spawn","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","67","Гарантировано"
"Translation","setting_no_spawns_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","69","Драконьи яйца нельзя будет найти на карте: ни в местах, связанных с драконами, ни в Винтерфелле, ни через решения вроде «Дня на Драконьем Камне», бегства в Летний замок или восстановления Летнего замка."
"Translation","setting_extremely_unlikely_spawn_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","70","~1/1200 шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения."
"Translation","setting_very_unlikely_spawn_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","71","~1/600 шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения."
"Translation","setting_normal_unlikely_spawn_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","72","~1/300 шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения. Это стандартный шанс AGOT."
"Translation","setting_fairly_likely_spawn_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","73","~1/50 шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения."
"Translation","setting_very_likely_spawn_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","74","~75% шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения. Яйца будут быстро разобраны; если ИИ может их получать, рекомендуется отключить яйца Драконьего Камня."
"Translation","setting_absolute_spawn_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","75","Первый посетитель соответствующих локаций или первый персонаж, принявший нужные решения, гарантированно получит драконьи яйца. Отключите яйца Драконьего Камня, иначе их станет слишком много."
"Translation","rule_spawn_cannibal_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","77","@mde_icon!@wildfire_dragon_egg_icon!Яйцо Каннибала"
"Translation","setting_spawn_cannibal_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","78","Включено"
"Translation","setting_spawn_cannibal_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","79","Отключено"
"Translation","setting_spawn_cannibal_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","81","Яйцо потомка Каннибала можно найти во время путешествия на Скагос."
"Translation","setting_spawn_cannibal_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","82","Событие о драконьих знаниях на Скагосе останется, но драконье яйцо в нём больше не появится."
"Translation","rule_spawn_sheepstealer_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","84","@mde_icon!@brown_dragon_egg_icon!Яйцо Овцекрада"
"Translation","setting_spawn_sheepstealer_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","85","Включено"
"Translation","setting_spawn_sheepstealer_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","86","Отключено"
"Translation","setting_spawn_sheepstealer_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","88","Яйцо потомка Овцекрада можно найти во время путешествия по Лунным горам."
"Translation","setting_spawn_sheepstealer_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","89","Событие о драконьих знаниях в Долине останется, но драконье яйцо в нём больше не появится."
"Translation","rule_spawn_vhagar_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","91","@mde_icon!@vhagar_dragon_egg_icon!Яйцо Вхагар"
"Translation","setting_spawn_vhagar_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","92","Включено"
"Translation","setting_spawn_vhagar_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","93","Отключено"
"Translation","setting_spawn_vhagar_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","95","Яйцо потомка Вхагар можно найти в Харренхолле."
"Translation","setting_spawn_vhagar_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","96","Событие о драконьих знаниях в Харренхолле останется, но драконье яйцо в нём больше не появится."
"Translation","rule_spawn_moondancer_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","98","@mde_icon!@palebluepink_dragon_egg_icon!Яйцо Лунной Плясуньи"
"Translation","setting_spawn_moondancer_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","99","Включено"
"Translation","setting_spawn_moondancer_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","100","Отключено"
"Translation","setting_spawn_moondancer_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","102","Яйцо потомка Лунной Плясуньи можно найти во время путешествия к руинам Спайстауна."
"Translation","setting_spawn_moondancer_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","103","Событие о драконьих знаниях в руинах Спайстауна останется, но драконье яйцо в нём больше не появится."
"Translation","rule_spawn_nagga_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","105","@mde_icon!@darkblue_dragon_egg_icon!Яйцо Нагги"
"Translation","setting_spawn_nagga_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","106","Включено"
"Translation","setting_spawn_nagga_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","107","Отключено"
"Translation","setting_spawn_nagga_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","109","Яйцо потомка Нагги можно найти во время путешествия к холму Нагги."
"Translation","setting_spawn_nagga_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","110","Событие о драконьих знаниях на холме Нагги останется, но драконье яйцо в нём больше не появится."
"Translation","rule_spawn_meraxes_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","112","@mde_icon!@whitegold_dragon_egg_icon!Яйцо Мераксес"
"Translation","setting_spawn_meraxes_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","113","Включено"
"Translation","setting_spawn_meraxes_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","114","Отключено"
"Translation","setting_spawn_meraxes_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","116","Яйцо потомка Мераксес можно найти во время путешествия в Пекло."
"Translation","setting_spawn_meraxes_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","117","Событие о драконьих знаниях в Пекле останется, но драконье яйцо в нём больше не появится."
"Translation","rule_spawn_pythax_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","119","@mde_icon!@darkpurple_dragon_egg_icon!Яйцо Питакса"
"Translation","setting_spawn_pythax_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","120","Включено"
"Translation","setting_spawn_pythax_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","121","Отключено"
"Translation","setting_spawn_pythax_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","123","Яйцо потомка Питакса можно найти во время путешествия в южный Эссос."
"Translation","setting_spawn_pythax_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","124","Событие о драконьих знаниях в южном Эссосе останется, но драконье яйцо в нём больше не появится."
"Translation","rule_spawn_vassarion_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","126","@mde_icon!@gold_dragon_egg_icon!Яйцо Вассариона"
"Translation","setting_spawn_vassarion_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","127","Включено"
"Translation","setting_spawn_vassarion_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","128","Отключено"
"Translation","setting_spawn_vassarion_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","130","Яйцо потомка Вассариона можно найти во время путешествия в восточный Андалос."
"Translation","setting_spawn_vassarion_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","131","Событие о драконьих знаниях в восточном Андалосе останется, но драконье яйцо в нём больше не появится."
"Translation","rule_spawn_hightower_egg","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","133","@mde_icon!@blue_dragon_egg_icon!Яйцо Хайтауэров"
"Translation","setting_spawn_hightower_egg_secret","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","134","Включено — тайна"
"Translation","setting_spawn_hightower_egg_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","135","Включено"
"Translation","setting_spawn_hightower_egg_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","136","Отключено"
"Translation","setting_spawn_hightower_egg_secret_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","138","Хайтауэры начнут игру со скрытой тайной артефакта, которую можно раскрыть как драконье яйцо, связанное с Тессарион и Морским Дымом."
"Translation","setting_spawn_hightower_egg_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","139","Яйцо, связанное с Тессарион и Морским Дымом, находится у владельца Высокой башни при старте игры."
"Translation","setting_spawn_hightower_egg_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","140","Хайтауэры не начнут игру с драконьим яйцом."
"Translation","rule_spawn_dragonstone_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","142","@mde_icon!@rainbow_dragon_egg_icon!Яйца Драконьего Камня"
"Translation","setting_spawn_dragonstone_eggs_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","144","Включено"
"Translation","setting_spawn_dragonstone_eggs_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","145","Отключено"
"Translation","setting_spawn_dragonstone_eggs_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","147","Яйца Нессариона, Мераксес, Вхагар, Ртути, Пламенной Мечты, Мелеис, Среброкрылой, Вермитора, Сиракс и Караксеса можно найти на Драконьем Камне."
"Translation","setting_spawn_dragonstone_eggs_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","148","Событие о драконьих знаниях на Драконьем Камне останется, но обычное посещение больше не будет создавать драконье яйцо. Событие «День на Драконьем Камне» и вдохновения авантюристов на Драконьем Камне останутся без изменений."
"Translation","rule_can_ai_get_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","150","@mde_icon!@iceFire_dragon_egg_icon!ИИ может получать яйца"
"Translation","setting_ai_can_get_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","151","Включено"
"Translation","setting_ai_can_not_get_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","152","Отключено"
"Translation","setting_ai_can_get_eggs_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","154","Персонажи ИИ смогут получать драконьи яйца через путешествия, решения и другие источники — так же, как игрок."
"Translation","setting_ai_can_not_get_eggs_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","155","Только игроки смогут получать драконьи яйца любыми способами. Должно работать в мультиплеере; если нет — сообщите в Steam."
"Translation","rule_can_ai_get_dragonstone_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","157","@mde_icon!@rainbow_dragon_egg_icon!ИИ может получать яйца с Драконьего Камня"
"Translation","setting_ai_can_get_dragonstone_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","158","Включено"
"Translation","setting_ai_can_not_get_dragonstone_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","159","Отключено"
"Translation","setting_ai_can_get_dragonstone_eggs_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","161","ИИ сможет получать яйца на Драконьем Камне. Будьте готовы к потоку яиц!"
"Translation","setting_ai_can_not_get_dragonstone_eggs_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","162","Только игроки могут получать яйца на Драконьем Камне."
"Translation","rule_spawn_starting_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","164","@mde_icon!@white_dragon_egg_icon!Стартовые драконьи яйца"
"Translation","setting_spawn_starting_eggs_enabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","165","Включено"
"Translation","setting_spawn_starting_eggs_disabled","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","166","Отключено"
"Translation","setting_spawn_starting_eggs_enabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","168","Персонажи начнут игру с драконьими яйцами, соответствующими лору."
"Translation","setting_spawn_starting_eggs_disabled_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","169","Персонажи не начнут игру с драконьими яйцами, соответствующими лору."
"Translation","rule_can_cradle_eggs_fail","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","171","@mde_icon!@white_dragon_egg_icon!Яйца в колыбели могут испортиться"
"Translation","setting_can_cradle_eggs_fail_yes","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","172","Да"
"Translation","setting_can_cradle_eggs_fail_no","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","173","Нет"
"Translation","setting_can_cradle_eggs_fail_yes_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","175","Яйца, положенные в детскую колыбель, могут оказаться порчеными."
"Translation","setting_can_cradle_eggs_fail_no_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","176","Яйца, положенные в детскую колыбель, рано или поздно всегда дадут дракона."
"Translation","rule_can_ai_cradle_dragon_eggs","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","178","@mde_icon!@white_dragon_egg_icon!ИИ может класть драконьи яйца в колыбели"
"Translation","setting_can_ai_cradle_dragon_eggs_yes","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","179","Да"
"Translation","setting_can_ai_cradle_dragon_eggs_no","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","180","Нет"
"Translation","setting_can_ai_cradle_dragon_eggs_yes_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","182","ИИ будет класть драконьи яйца в детские колыбели."
"Translation","setting_can_ai_cradle_dragon_eggs_no_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","183","ИИ не будет использовать яйца в колыбелях."
"Translation","rule_cradle_egg_hatch_likelihood","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","185","@mde_icon!@white_dragon_egg_icon!Вероятность выведения дракона из яйца"
"Translation","setting_cradle_egg_hatch_likelihood_rare","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","186","Редко"
"Translation","setting_cradle_egg_hatch_likelihood_less_likely","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","187","Менее вероятно"
"Translation","setting_cradle_egg_hatch_likelihood_default","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","188","По умолчанию"
"Translation","setting_cradle_egg_hatch_likelihood_more_likely","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","189","Более вероятно"
"Translation","setting_cradle_egg_hatch_likelihood_common","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","190","Часто"
"Translation","setting_cradle_egg_hatch_likelihood_rare_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","192","Яйца в колыбелях и драконьих ямах почти никогда не дают драконов."
"Translation","setting_cradle_egg_hatch_likelihood_less_likely_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","193","Яйца в колыбелях и драконьих ямах дают драконов реже обычного."
"Translation","setting_cradle_egg_hatch_likelihood_default_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","194","Яйца в колыбелях и драконьих ямах используют стандартные шансы."
"Translation","setting_cradle_egg_hatch_likelihood_more_likely_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","195","Яйца в колыбелях и драконьих ямах дают драконов чаще обычного."
"Translation","setting_cradle_egg_hatch_likelihood_common_desc","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","196","Яйца в колыбелях и драконьих ямах имеют высокий шанс успешно дать дракона."
"Translation","rule_canon_dragon_egg_hatch_likelihood","localization/russian/more_dragon_eggs_gamerules_l_russian.yml","198","@mde_icon!@white_dragon_egg_icon!Вероятность выведения канонических драконов из яиц"
