"Key","File","Line","Text","ExternalTranslation"
"setting_dragon_hatching_not_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","43","Активность по вылуплению всегда будет проваливаться.","Церемония выведения дракона всегда завершится неудачей."
"rule_extant_hatching_ceremonies","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","45","@dragon_destined_icon! Всегда доступны церемонии вылупления?","@mde_icon!@hatching_icon!Церемонии выведения всегда доступны"
"setting_extant_hatching_ceremonies_yes_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","49","Церемонии возможны, если драконы существуют в мире.","Церемонии доступны, если в мире существуют драконы."
"setting_extant_hatching_ceremonies_no_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","50","Церемонии невозможны, если драконы существуют в мире.","Церемонии недоступны, если в мире существуют драконы."
"setting_no_spawns","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","53","Нет появлений","Без появления"
"setting_no_spawns_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","57","Яйца нельзя найти на карте: в локациях знаний, Винтерфелле или через решения вроде 'Дня на Драконьем Камне'.","Драконьи яйца нельзя будет найти на карте: ни в местах, связанных с драконами, ни в Винтерфелле, ни через решения вроде «Дня на Драконьем Камне», бегства в Летний замок или восстановления Летнего замка."
"setting_absolute_spawn_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","59","Гарантированное получение яиц первым посетителем. Отключите яйца Драконьего Камня во избежание избытка.","Первый посетитель соответствующих локаций или первый персонаж, принявший нужные решения, гарантированно получит драконьи яйца. Отключите яйца Драконьего Камня, иначе их станет слишком много."
"rule_spawn_cannibal_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","61","@dragon_destined_icon! More Dragon Eggs - Яйцо Каннибала","@mde_icon!@wildfire_dragon_egg_icon!Яйцо Каннибала"
"setting_spawn_cannibal_egg_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","65","Яйцо дракона-каннибала можно найти путешественникам на Скагосе.","Яйцо потомка Каннибала можно найти во время путешествия на Скагос."
"setting_spawn_cannibal_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","66","Событие о драконьих знаниях на Скагосе останется, но яйцо не появится.","Событие о драконьих знаниях на Скагосе останется, но драконье яйцо в нём больше не появится."
"rule_spawn_sheepstealer_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","68","@dragon_destined_icon! More Dragon Eggs - Яйцо Похитителя Овец","@mde_icon!@brown_dragon_egg_icon!Яйцо Овцекрада"
"setting_spawn_sheepstealer_egg_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","72","Яйцо потомка Похитителя Овец можно найти в Горах Долины.","Яйцо потомка Овцекрада можно найти во время путешествия по Лунным горам."
"setting_spawn_sheepstealer_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","73","The Dragonlore event in the Vale will remain but it will never spawn a dragon egg. ","Событие о драконьих знаниях в Долине останется, но драконье яйцо в нём больше не появится."
"rule_spawn_vhagar_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","75","@dragon_destined_icon! More Dragon Eggs - Яйцо Вхагар","@mde_icon!@vhagar_dragon_egg_icon!Яйцо Вхагар"
"setting_spawn_vhagar_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","80","The Dragonlore event in Harrenhal will remain but it will never spawn a dragon egg. ","Событие о драконьих знаниях в Харренхолле останется, но драконье яйцо в нём больше не появится."
"rule_spawn_moondancer_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","82","@mde_icon!@palebluepink_dragon_egg_icon!Spawn Moondancer Egg","@mde_icon!@palebluepink_dragon_egg_icon!Яйцо Лунной Плясуньи"
"setting_spawn_moondancer_egg_enabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","83","Enabled","Включено"
"setting_spawn_moondancer_egg_disabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","84","Disabled","Отключено"
"setting_spawn_moondancer_egg_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","86","Moondancer descended dragon egg can be picked up by travelers going into the Mountains of the Vale.","Яйцо потомка Лунной Плясуньи можно найти во время путешествия к руинам Спайстауна."
"setting_spawn_moondancer_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","87","The Dragonlore event in the Vale will remain but it will never spawn a dragon egg. ","Событие о драконьих знаниях в руинах Спайстауна останется, но драконье яйцо в нём больше не появится."
"rule_spawn_nagga_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","89","@mde_icon!@darkblue_dragon_egg_icon!Spawn Nagga Egg","@mde_icon!@darkblue_dragon_egg_icon!Яйцо Нагги"
"setting_spawn_nagga_egg_enabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","90","Enabled","Включено"
"setting_spawn_nagga_egg_disabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","91","Disabled","Отключено"
"setting_spawn_nagga_egg_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","93","Nagga descended dragon egg can be picked up by travelers going into the Mountains of the Vale.","Яйцо потомка Нагги можно найти во время путешествия к холму Нагги."
"setting_spawn_nagga_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","94","The Dragonlore event in the Vale will remain but it will never spawn a dragon egg. ","Событие о драконьих знаниях на холме Нагги останется, но драконье яйцо в нём больше не появится."
"rule_spawn_meraxes_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","96","@mde_icon!@whitegold_dragon_egg_icon!Spawn Meraxes Egg","@mde_icon!@whitegold_dragon_egg_icon!Яйцо Мераксес"
"setting_spawn_meraxes_egg_enabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","97","Enabled","Включено"
"setting_spawn_meraxes_egg_disabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","98","Disabled","Отключено"
"setting_spawn_meraxes_egg_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","100","Meraxes descended dragon egg can be picked up by travelers going into the Mountains of the Vale.","Яйцо потомка Мераксес можно найти во время путешествия в Пекло."
"setting_spawn_meraxes_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","101","The Dragonlore event in the Vale will remain but it will never spawn a dragon egg. ","Событие о драконьих знаниях в Пекле останется, но драконье яйцо в нём больше не появится."
"rule_spawn_pythax_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","103","@mde_icon!@darkpurple_dragon_egg_icon!Spawn Pythax Egg","@mde_icon!@darkpurple_dragon_egg_icon!Яйцо Питакса"
"setting_spawn_pythax_egg_enabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","104","Enabled","Включено"
"setting_spawn_pythax_egg_disabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","105","Disabled","Отключено"
"setting_spawn_pythax_egg_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","107","Pythax descended dragon egg can be picked up by travelers going into the Mountains of the Vale.","Яйцо потомка Питакса можно найти во время путешествия в южный Эссос."
"setting_spawn_pythax_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","108","The Dragonlore event in the Vale will remain but it will never spawn a dragon egg. ","Событие о драконьих знаниях в южном Эссосе останется, но драконье яйцо в нём больше не появится."
"rule_spawn_vassarion_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","110","@mde_icon!@gold_dragon_egg_icon!Spawn Vassarion Egg","@mde_icon!@gold_dragon_egg_icon!Яйцо Вассариона"
"setting_spawn_vassarion_egg_enabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","111","Enabled","Включено"
"setting_spawn_vassarion_egg_disabled","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","112","Disabled","Отключено"
"setting_spawn_vassarion_egg_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","114","Vassarion descended dragon egg can be picked up by travelers going into the Mountains of the Vale.","Яйцо потомка Вассариона можно найти во время путешествия в восточный Андалос."
"setting_spawn_vassarion_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","115","The Dragonlore event in the Vale will remain but it will never spawn a dragon egg. ","Событие о драконьих знаниях в восточном Андалосе останется, но драконье яйцо в нём больше не появится."
"rule_spawn_hightower_egg","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","117","@dragon_destined_icon! More Dragon Eggs - Яйцо Хайтауэра","@mde_icon!@blue_dragon_egg_icon!Яйцо Хайтауэров"
"setting_spawn_hightower_egg_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","121","Яйца Тессариона и Морского Дыма принадлежат владельцу Высокой Башни при старте игры.","Яйцо, связанное с Тессарион и Морским Дымом, находится у владельца Высокой башни при старте игры."
"setting_spawn_hightower_egg_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","122","The Hightowers will not start with a dragon egg. ","Хайтауэры не начнут игру с драконьим яйцом."
"rule_spawn_dragonstone_eggs","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","124","@dragon_destined_icon! More Dragon Eggs - Яйца Драконьего Камня","@mde_icon!@rainbow_dragon_egg_icon!Яйца Драконьего Камня"
"setting_spawn_dragonstone_eggs_enabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","128","Яйца Нессарион/Мераксис/Вхагар/Ртуть/Пламенная мечта/Мелеис/Среброкрылая + Вермитор/Сираксис + Караксис можно найти на Драконьем Камне.","Яйца Нессариона, Мераксес, Вхагар, Ртути, Пламенной Мечты, Мелеис, Среброкрылой, Вермитора, Сиракс и Караксеса можно найти на Драконьем Камне."
"setting_spawn_dragonstone_eggs_disabled_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","129","The Dragonlore event in Dragonstone will remain but it will never spawn a dragon egg by visiting, A Day On Dragonstone event will remain unchanged. Adventurer Inspirations to Dragonstone will remain unchanged. ","Событие о драконьих знаниях на Драконьем Камне останется, но обычное посещение больше не будет создавать драконье яйцо. Событие «День на Драконьем Камне» и вдохновения авантюристов на Драконьем Камне останутся без изменений."
"setting_cradle_egg_hatch_likelihood_rare_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","149","Яйца в колыбелях игроков и их семей редко вылупляются.","Яйца в колыбелях и драконьих ямах почти никогда не дают драконов."
"setting_cradle_egg_hatch_likelihood_less_likely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","150","Яйца в колыбелях игроков и их семей вылупляются реже обычного.","Яйца в колыбелях и драконьих ямах дают драконов реже обычного."
"setting_cradle_egg_hatch_likelihood_default_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","151","Стандартная вероятность вылупления яиц в колыбелях игроков и их семей.","Яйца в колыбелях и драконьих ямах используют стандартные шансы."
"setting_cradle_egg_hatch_likelihood_more_likely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","152","Яйца в колыбелях игроков и их семей вылупляются чаще обычного.","Яйца в колыбелях и драконьих ямах дают драконов чаще обычного."
"setting_cradle_egg_hatch_likelihood_common_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","153","Высокий шанс вылупления яиц в колыбелях игроков и их семей.","Яйца в колыбелях и драконьих ямах имеют высокий шанс успешно дать дракона."
"rule_canon_dragon_egg_hatch_likelihood","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","211","@dragon_destined_icon! More Dragon Eggs - Вероятность вылупления канонических яиц","@mde_icon!@white_dragon_egg_icon!Вероятность выведения канонических драконов из яиц"
"setting_canon_dragon_egg_hatch_likelihood_less_likely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","220","Канонические драконьи яйца вылупляются реже в колыбели, в драконьем логове и как дополнительные яйца на церемонии. Суммируется с этими настройками. Действует только при включённых канонических драконах.","Канонические драконьи яйца дают драконов реже обычного. Складывается с обычным правилом вероятности."
"setting_canon_dragon_egg_hatch_likelihood_default_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","221","Канонические драконьи яйца используют те же шансы, что и остальные яйца, в колыбели, в драконьем логове и на церемонии. Действует только при включённых канонических драконах.","Канонические драконьи яйца используют стандартные шансы. Складывается с обычным правилом вероятности."
"setting_canon_dragon_egg_hatch_likelihood_more_likely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","222","Канонические драконьи яйца вылупляются чаще в колыбели, в драконьем логове и как дополнительные яйца на церемонии. Суммируется с этими настройками. Действует только при включённых канонических драконах.","Канонические драконьи яйца дают драконов чаще обычного. Складывается с обычным правилом вероятности."
"setting_canon_dragon_egg_hatch_likelihood_common_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","223","Высокий шанс вылупления канонических драконьих яиц в колыбели, в драконьем логове и как дополнительных яиц на церемонии. Суммируется с этими настройками. Действует только при включённых канонических драконах.","Канонические драконьи яйца имеют высокий шанс успешно дать дракона. Складывается с обычным правилом вероятности."
"setting_canon_dragon_egg_hatch_likelihood_guaranteed_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","224","Канонические драконьи яйца никогда не станут бесплодными в колыбели или в драконьем логове, если только эта настройка не стоит на «Никогда», и всегда вылупятся как дополнительные яйца на церемонии. Действует только при включённых канонических драконах.","Канонические драконьи яйца всегда дают драконов."
"rule_dragon_egg_clutch_size","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","226","@dragon_destined_icon! More Dragon Eggs - Размер кладки","@mde_icon!@dragon_icon!@white_dragon_egg_icon!Размер кладки драконьих яиц"
"setting_dragon_egg_clutch_size_default_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","232","Драконы откладывают стандартное количество яиц за кладку","Драконы откладывают стандартное количество яиц за кладку."
"rule_dragon_egg_clutch_frequency","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","237","@dragon_destined_icon! More Dragon Eggs - Частота кладок (Игрок)","@mde_icon!@dragon_icon!@white_dragon_egg_icon!Частота кладок у драконов игрока"
"rule_dragon_egg_clutch_frequency_ai","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","248","@dragon_destined_icon! More Dragon Eggs - Частота кладок (ИИ)","@mde_icon!@dragon_icon!@white_dragon_egg_icon!Частота кладок у драконов ИИ"
"rule_dragon_gene_frequency","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","260","@dragon_destined_icon! Частота генетических черт у драконов","@mde_icon!@dragon_icon!Частота генетических черт у драконов"
"setting_dragon_gene_frequency_common","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","264","Очень вероятно","Очень часто"
"rule_dragon_gene_frequency_naughty_or_nice","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","271","@dragon_destined_icon! Применение частоты генетических черт драконов","@mde_icon!@dragon_icon!Какие генетические черты затрагивает правило"
"setting_dragon_gene_frequency_naughty_or_nice_both","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","273","Оба","Все"
"setting_dragon_gene_frequency_naughty_or_nice_negative_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","276","Правило частоты генов драконов применяется только к отрицательным чертам.","Правило частоты генетических черт драконов применяется только к отрицательным чертам."
"setting_dragon_gene_frequency_naughty_or_nice_both_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","277","Правило частоты генов драконов применяется ко всем чертам (положительным и отрицательным).","Правило частоты генетических черт драконов применяется ко всем чертам."
"setting_dragon_gene_frequency_naughty_or_nice_positive_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","278","Правило частоты генов драконов применяется только к положительным чертам.","Правило частоты генетических черт драконов применяется только к положительным чертам."
"rule_cannibal_instinct_odds","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","280","@dragon_destined_icon! Шансы события 'Инстинкт Каннибала'","@mde_icon!@dragon_icon!Шансы события «Инстинкт Каннибала»"
"setting_cannibal_instinct_odds_never_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","288","Событие 'Инстинкт Каннибала' никогда не произойдет.","Событие «Инстинкт Каннибала» никогда не произойдёт."
"setting_cannibal_instinct_odds_rare_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","289","Событие 'Инстинкт Каннибала' будет происходить крайне редко.","Событие «Инстинкт Каннибала» будет происходить крайне редко."
"setting_cannibal_instinct_odds_unlikely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","290","Событие 'Инстинкт Каннибала' маловероятно.","Событие «Инстинкт Каннибала» маловероятно."
"setting_cannibal_instinct_odds_default_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","291","Стандартные шансы срабатывания события.","Стандартная вероятность срабатывания события."
"setting_cannibal_instinct_odds_likely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","292","Событие 'Инстинкт Каннибала' вероятно.","Событие «Инстинкт Каннибала» вероятно."
"setting_cannibal_instinct_odds_high_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","293","Событие 'Инстинкт Каннибала' крайне вероятно.","Событие «Инстинкт Каннибала» будет происходить очень часто."
"rule_ride_dragon_decision_cooldown","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","295","@dragon_destined_icon! Время перезарядки решения 'Оседлать дракона'","@mde_icon!@dragon_icon!Задержка решения «Оседлать дракона»"
"setting_ride_dragon_decision_cooldown_three_months_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","305","Длительность перезарядки для решения 'Оседлать дракона'","Задержка перед повторным использованием решения «Оседлать дракона»."
"setting_ride_dragon_decision_cooldown_six_months_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","306","Длительность перезарядки для решения 'Оседлать дракона'","Задержка перед повторным использованием решения «Оседлать дракона»."
"setting_ride_dragon_decision_cooldown_nine_months_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","307","Длительность перезарядки для решения 'Оседлать дракона'","Задержка перед повторным использованием решения «Оседлать дракона»."
"setting_ride_dragon_decision_cooldown_one_year_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","308","Длительность перезарядки для решения 'Оседлать дракона'","Задержка перед повторным использованием решения «Оседлать дракона»."
"setting_ride_dragon_decision_cooldown_two_years_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","309","Длительность перезарядки для решения 'Оседлать дракона'","Задержка перед повторным использованием решения «Оседлать дракона»."
"setting_ride_dragon_decision_cooldown_default_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","310","Длительность перезарядки для решения 'Оседлать дракона'","Задержка перед повторным использованием решения «Оседлать дракона»."
"setting_ride_dragon_decision_cooldown_four_years_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","311","Длительность перезарядки для решения 'Оседлать дракона'","Задержка перед повторным использованием решения «Оседлать дракона»."
"setting_ride_dragon_decision_cooldown_five_years_hash_avoid_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","312","Длительность перезарядки для решения 'Оседлать дракона'","Задержка перед повторным использованием решения «Оседлать дракона»."
"rule_capture_dragon_time_limit","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","314","@dragon_destined_icon! Ограничение времени поимки дракона","@mde_icon!@dragon_icon!Задержка поимки дракона"
"setting_capture_dragon_time_limit_none","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","315","Нет ограничений по времени","Без ограничений"
"setting_capture_dragon_time_limit_90_days","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","316","Квартал года","90 дней"
"rule_summerhall_success_chance","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","329","@dragon_destined_icon! More Dragon Eggs - Шанс успеха в Саммерхолле","@mde_icon!Шанс успеха в Летнем замке"
"setting_summerhall_seven_wild","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","330","7 Wild Dragons","7 диких драконов"
"setting_summerhall_guaranteed_all_seven","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","331","Guaranteed 7 Dragons","Гарантированно 7 драконов"
"setting_summerhall_not","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","335","Провал","Неудача"
"setting_summerhall_seven_wild_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","337","The Summerhall event chain will result in Aegon V dying and hatching seven wild dragons.","Цепочка событий в Летнем замке приведёт к гибели Эйгона V и вылуплению семи диких драконов."
"setting_summerhall_guaranteed_all_seven_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","338","The Summerhall event chain will result in Aegon V spawning in seven dragon.","Цепочка событий в Летнем замке приведёт к появлению семи драконов у Эйгона V."
"setting_summerhall_guaranteed_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","339","Цепочка событий в Саммерхолле гарантированно приведёт к появлению дракона(ов).","Цепочка событий в Летнем замке гарантированно приведёт к появлению дракона или драконов."
"setting_summerhall_very_likely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","340","~50% шанс появления дракона(ов) через события Саммерхолла.","~50% шанс появления дракона или драконов через события Летнего замка."
"setting_summerhall_normal_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","341","Стандартные шансы успеха/провала для событий Саммерхолла.","Стандартные шансы успеха и провала для событий Летнего замка."
"setting_summerhall_not_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","342","События в Саммерхолле не приведут к возрождению драконов.","События в Летнем замке не приведут к возрождению драконов."
"rule_maelys_hatching_success_chance","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","344","@dragon_destined_icon! More Dragon Eggs Мейлис - Шанс успеха вылупления","@mde_icon!Шанс успеха у Мейлиса"
"setting_maelys_not","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","348","Провал","Неудача"
"setting_maelys_guaranteed_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","350","Цепочка событий с Мейлисом Ужасным гарантированно приведёт к появлению дракона(ов).","Цепочка событий с Мейлисом Ужасным гарантированно приведёт к появлению дракона или драконов."
"setting_maelys_very_likely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","351","~50% шанс появления дракона(ов) через события Мейлиса.","~50% шанс появления дракона или драконов через события Мейлиса."
"setting_maelys_normal_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","352","Стандартные шансы успеха/провала для событий Мейлиса.","Стандартные шансы успеха и провала для событий Мейлиса."
"setting_maelys_not_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","353","События с Мелисом не приведут к вылуплению драконов.","События с Мейлисом не приведут к появлению драконов."
"rule_will_maelys_sacrifice","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","355","@dragon_destined_icon! More Dragon Eggs - Пожертвует ли Мейлис сыном","@mde_icon!Пожертвует ли Мейлис сыном"
"setting_maelys_will_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","360","Мейлис пожертвует сыном в попытке вылупить яйцо. Успех не гарантирован.","Мейлис пожертвует сыном в попытке вывести дракона из яйца. Успех не гарантирован."
"setting_maelys_might_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","361","Мейлис может пожертвовать сыном в попытке вылупить яйцо. Успех не гарантирован.","Мейлис может пожертвовать сыном в попытке вывести дракона из яйца. Успех не гарантирован."
"setting_maelys_wont_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","362","Мейлис не станет жертвовать сыном ради вылупления яйца.","Мейлис не станет жертвовать сыном ради попытки вывести дракона."
"rule_targaryen_exile_success_chance","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","364","@mde_icon!Targaryen Exile Hatching Success Chance@drogon_dragon_egg_icon!@tan_dragon_egg_icon!@vhagar_dragon_egg_icon!","@mde_icon!Шанс успеха изгнанников-Таргариенов@drogon_dragon_egg_icon!@tan_dragon_egg_icon!@vhagar_dragon_egg_icon!"
"setting_targaryen_exile_guaranteed","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","365","Guaranteed","Гарантировано"
"setting_targaryen_exile_very_likely","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","366","Very Likely","Очень вероятно"
"setting_targaryen_exile_normal","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","367","Default","По умолчанию"
"setting_targaryen_exile_not","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","368","Fail","Неудача"
"setting_targaryen_exile_guaranteed_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","370","The Targaryen Exile event chain will result in Viserys or Daenerys spawning in three dragons.","Цепочка событий изгнанников-Таргариенов приведёт к появлению трёх драконов у Визериса или Дейенерис."
"setting_targaryen_exile_very_likely_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","371","The Targaryen Exile event chain is very likely to result in Viserys or Daenerys spawning in three dragons.","Цепочка событий изгнанников-Таргариенов с высокой вероятностью приведёт к появлению трёх драконов у Визериса или Дейенерис."
"setting_targaryen_exile_normal_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","372","The Targaryen Exile event chain will have the default chance of resulting in Viserys or Daenerys spawning in three dragons.","Цепочка событий изгнанников-Таргариенов использует стандартный шанс появления трёх драконов у Визериса или Дейенерис."
"setting_targaryen_exile_not_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","373","The Targaryen Exile event chain will not result in Viserys or Daenerys spawning in three dragons.","Цепочка событий изгнанников-Таргариенов не приведёт к появлению трёх драконов у Визериса или Дейенерис."
"rule_stepstone_invasion_frequency","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","375","@dragon_destined_icon! More Dragon Eggs - Частота вторжений на Ступени","@mde_icon!Частота вторжений на Ступени"
"setting_stepstone_invasion_frequency_every_5_years_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","385","Вторжения на Ступени каждые 5 лет (настройки vanilla AGOT).","Вторжения на Ступени будут происходить каждые 5 лет — как в базовом AGOT."
"setting_stepstone_invasion_frequency_every_10_years_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","386","Вторжения на Ступени каждые 10 лет.","Вторжения на Ступени будут происходить каждые 10 лет."
"setting_stepstone_invasion_frequency_every_20_years_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","387","Вторжения на Ступени каждые 20 лет.","Вторжения на Ступени будут происходить каждые 20 лет."
"setting_stepstone_invasion_frequency_every_50_years_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","388","Вторжения на Ступени каждые 50 лет.","Вторжения на Ступени будут происходить каждые 50 лет."
"rule_can_children_be_landless","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","390","@dragon_destined_icon! More Dragon Eggs - Дети как безземельные авантюристы","@mde_icon!Дети как безземельные авантюристы"
"setting_can_children_be_landless_never_desc","localization/replace/russian/more_dragon_eggs_gamerules_l_russian.yml","396","Событие о наследовании, делающее случайного ребёнка безземельным авантюристом, не будет срабатывать.","Событие наследования, превращающее случайного ребёнка в безземельного авантюриста, не будет происходить."
