"File","Line","Field","Key","LocalRussian"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2066","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2085","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2104","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2123","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2142","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2161","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2180","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2199","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2218","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2237","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2256","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2278","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2300","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2319","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2338","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2357","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2376","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2395","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2414","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2433","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2452","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2471","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2490","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2509","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2528","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2547","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2566","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2585","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2604","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2623","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2642","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2661","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2680","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2699","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2718","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2740","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2759","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2778","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2797","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2816","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2835","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2854","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2873","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2892","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2911","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2930","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2949","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2968","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","2987","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3006","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3027","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3046","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3065","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3084","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3103","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3122","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3141","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3160","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3179","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3198","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3219","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3238","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3257","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3276","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3295","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3314","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3333","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3353","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3372","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3391","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3410","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3429","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3448","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3467","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3486","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3505","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3524","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3543","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3562","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3581","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3600","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3621","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3640","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3661","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3680","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3699","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3718","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3737","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3756","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3775","name","possible_artifacts","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","3791","name","agot_commission_special_artifact_crown.0001.a","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","4974","name","agot_recently_commissioned_crown","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","4982","name","agot_new_historical_crown_by_decision","False"
"events\activities\agot_coronation_activity\agot_activity_events_crown_commission.txt","4991","name","agot_commission_special_artifact_crown.0001.b","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5","title","agot_commission_special_artifact_crown.0001.t","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","17","desc","agot_commission_special_artifact_crown.0001.desc","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","28","desc","agot_commission_special_artifact_crown_spouse.0001.desc","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","36","desc","agot_commission_special_artifact_crown.0001.desc_coronation","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","70","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","89","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","108","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","127","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","146","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","165","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","184","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","203","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","222","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","241","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","260","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","279","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","298","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","317","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","336","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","355","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","374","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","393","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","412","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","431","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","450","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","469","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","488","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","510","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","529","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","548","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","567","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","586","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","605","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","624","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","643","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","662","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","681","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","700","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","719","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","738","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","757","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","776","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","795","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","814","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","833","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","852","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","871","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","890","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","909","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","928","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","947","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","966","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","985","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1004","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1023","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1042","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1061","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1080","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1099","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1118","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1137","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1156","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1175","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1194","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1213","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1232","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1251","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1270","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1289","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1308","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1327","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1346","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1365","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1384","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1403","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1422","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1441","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1460","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1479","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1498","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1517","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1536","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1555","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1574","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1593","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1612","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1631","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1650","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1669","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1688","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1707","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1726","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1745","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1764","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1783","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1802","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1821","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1840","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1860","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1879","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1898","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1917","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1936","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1955","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1974","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","1993","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2012","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2031","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2050","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2069","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2088","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2107","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2126","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2145","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2164","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2183","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2202","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2221","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2243","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2265","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2284","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2303","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2322","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2341","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2360","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2379","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2398","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2417","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2436","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2455","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2474","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2493","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2512","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2531","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2550","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2569","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2588","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2607","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2626","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2645","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2664","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2683","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2705","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2724","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2743","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2762","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2781","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2800","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2819","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2838","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2857","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2876","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2895","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2914","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2933","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2952","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2971","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","2992","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3011","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3030","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3049","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3068","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3087","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3106","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3125","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3144","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3163","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3185","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3204","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3223","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3242","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3261","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3280","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3299","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3319","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3338","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3357","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3376","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3395","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3414","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3433","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3452","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3471","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3490","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3509","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3528","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3547","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3566","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3588","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3607","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3629","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3648","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3667","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3686","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3705","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3724","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3743","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","3759","name","agot_commission_special_artifact_crown.0001.a","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5336","name","agot_recently_commissioned_crown","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5343","name","agot_new_historical_crown_by_decision","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5352","name","agot_commission_special_artifact_crown.0001.b","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5561","title","agot_commission_special_artifact_crown.1313.t","True"
"events\agot_decisions_events\agot_crown_commission_events.txt","5572","desc","agot_commission_special_artifact_crown.1313.desc","True"
"events\agot_decisions_events\agot_crown_commission_events.txt","5580","desc","agot_commission_special_artifact_crown.0001.desc_coronation","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5618","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5641","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5664","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5687","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5710","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5733","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5756","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5779","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5802","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5825","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5848","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5871","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5894","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5917","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5940","name","possible_artifacts","False"
"events\agot_decisions_events\agot_crown_commission_events.txt","5963","name","possible_artifacts","False"
