catalog,file,line,key,text,header_valid,closed_quote
EN,localization/english/sotd/agot_sotd_rego_l_english.yml,78,fab_florence_counts_modifier,His Lady Does the Counting,True,True
EN,localization/english/sotd/agot_sotd_rego_l_english.yml,79,fab_florence_counts_modifier_desc,Ser Martyn carries the ledgers down from the solar and puts his name to them. His wife wrote every figure in them.,True,True
EN,localization/english/sotd/agot_sotd_rego_l_english.yml,81,fab_rego_justice_opinion,Answered the murder of a king's servant,True,True
EN,localization/english/sotd/agot_sotd_rego_l_english.yml,82,fab_rego_unavenged_opinion,Left a King's Servant Unavenged,True,True
EN,localization/english/sotd/agot_sotd_rego_l_english.yml,83,fab_foreign_coin_opinion,Seated a foreign bastard on the small council,True,True
EN,localization/english/sotd/agot_sotd_rego_l_english.yml,84,fab_lady_of_coin_opinion,Seated a woman as master of coin,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,2,sotd_rhaena.0001.t,The Queen in the East,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,3,sotd_rhaena.0001.desc,"My sister Rhaena comes to me now that the wedding feasts are done - twice a queen, twice widowed, hounded from refuge to refuge through all of Maegor's reign. Of the three heads of my father's line, hers has borne the heaviest crown of griefs, and she asks now for the only thing she has ever asked of me: a place that is hers, where no one may ever again bid her come or go.\n\nThere is only one seat worthy of her: Dragonstone, the ancient citadel of our house, where Aegon dreamed his conquest and the dragons nest in the smoking mountain. She will rule it in her own right, with her own court about her and Dreamfyre in the yards. The realm will call her the Queen in the East, and the realm will not be wrong.\n\n#bold The eldest line takes the eldest seat. It is her due, and long past owed. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,4,sotd_rhaena.0001.a,"Dragonstone is yours, sweet sister. No one shall move you again.",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,6,sotd_rhaena.0002.t,The Sun Chaser,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,7,sotd_rhaena.0002.desc,"Dreamfyre's wings darken the courtyard of the Red Keep, and my sister storms from the saddle in a fury I have not seen since Maegor lived. Lady Elissa Farman - her dearest friend, mistress of Dragonstone's ships, sister to her own husband - is gone. Fled in the night, west then east, and with her three dragon eggs out of the hatcheries beneath the Dragonmont.\n\nRhaena begged me keep it quiet, and quiet it must be kept: if the realm learns that dragon eggs can be plucked from Dragonstone like apples from an orchard, every thief and every foreign prince will dream the same dream. But quiet is not the same as idle. Elissa sold her jewels in Pentos, and men who describe her all mention the same thing: she means to build a ship, the like of which no one has seen, and sail beyond the maps.\n\nThe eggs will not sail with her. Eggs are heavy, and gold is heavier still. She will sell them - and there is one buyer rich enough, close enough, and hungry enough.\n\n#bold Follow the gold. All gold flows to Braavos. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,8,sotd_rhaena.0002.a,Quiet ships and quiet coin. Find where she has taken them.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,10,sotd_rhaena.0003.t,Pretty Stones,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,11,sotd_rhaena.0003.desc,"The answer comes back across the narrow sea wrapped in silk and insolence. The Sealord of Braavos regrets that he knows nothing of any stolen eggs; and even if he possessed such curiosities, he observes, unhatched dragon eggs are nothing more than #italic 'pretty stones'#!. In the same breath - the same letter, all but the same sentence - the Iron Bank announces that, as a token of its high regard for the Iron Throne, it is prepared to forgive the greater part of the crown's debts.\n\nSo that is the price of three dragons: my debts, and my silence. Rego Draz calls it the finest bargain the crown will ever be offered. Perhaps he is right. But let the Sealord hear this much, and hear it plainly: eggs are stone until they are not.\n\n#bold If ever those eggs hatch, the Sealord's Palace will be the first thing to burn. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,12,sotd_rhaena.0003.debt_tt,The Iron Bank forgives the greater part of the crown's debts - #bold 1000 gold#! - and the matter is buried. The three eggs remain in the Sealord's vaults... unhatched. For now.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,13,sotd_rhaena.0003.a,Take the bargain. But they have been warned.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,14,sotd_rhaena.0003.b,#bold (An Alternate History)#! No bank buys the blood of the dragon. WAR.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,16,sotd_rhaena.0004.t,The Eggs Come Home,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,17,sotd_rhaena.0004.desc,"The Titan of Braavos watched my fleets pass beneath its legs, and the lagoon burned. The Sealord who called the eggs of Dragonstone 'pretty stones' has learned what stone becomes in dragonfire; his successor was pleased to discover the three eggs in the palace vaults after all, and more pleased still to hand them over.\n\nThree eggs - one black as midnight, one green as summer, one cream and gold - ride home to Westeros in a chest of iron, under guard no thief alive could pass. Whatever sleeps within them will sleep beneath the Dragonmont, where it belongs, or hatch in a Targaryen cradle.\n\n#bold What was taken from the dragon has been taken back. Every vault across the narrow sea will take note. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,18,sotd_rhaena.0004.a,"What was stolen from dragons, dragons reclaim.",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,20,sotd_rhaena.0005.t,The Titan Holds,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,21,sotd_rhaena.0005.desc,"Braavos does not kneel. The lagoon city has no fields to burn and no castles to break - only water, stone, mist and money, and all four defeated me. My fleets came home fewer than they sailed, the Iron Bank has called in every debt with interest, and the Sealord keeps his 'pretty stones' with a courtesy more wounding than any taunt.\n\nThe realm whispers that the Old King reached across the sea and came back with an empty hand. The whispers are true. The eggs sleep in Braavos still, and I must live with the knowing.\n\n#bold Some wars are lost in fog and ledgers. But eggs are stone until they are not - and Braavos should still remember it. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,22,sotd_rhaena.0005.a,The sea has beaten better men. But the warning stands.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,24,sotd_rhaena.0010.t,Deaths on Dragonstone,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,25,sotd_rhaena.0010.desc,"Grim word from my sister's island seat, and it comes sealed thrice over. Death has crept through Dragonstone like a fog: old Maester Culiper, dead at his letters. Then, one after another, the ladies of Rhaena's own court - Cassella Staunton, Septa Maryam, Alayne Royce, and last Samantha Stokeworth, who fought it for a day and a night, screaming. Rhaena has barred her own gates, and begs to know what curse has come to her hall.\n\nIt is no curse. When I read the letter to the council, Lord Rego Draz went very still, and then named it: the tears of Lys, the poisoner's poison, rare and beyond price - a clear sweet water that eats the bowels away and leaves no mark. Someone within those walls, someone who sups at my sister's own table, is murdering her court lady by lady.\n\n#bold A raven to Dragonstone, flying faster than fear: it is poison. Look beside you. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,26,sotd_rhaena.0010.a,Send the raven. And gods help whoever it names.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,28,sotd_rhaena.0011.t,The Poisoner of Dragonstone,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,29,sotd_rhaena.0011.desc,"The tale comes back in pieces, and every piece is worse. When my raven reached Dragonstone and Rhaena read the words #italic 'tears of Lys'#!, she did not have to wonder. She summoned her husband to the Chamber of the Painted Table and set the letter before him - and Androw Farman, that soft smiling nothing of a man, did not even deny it. He #bold boasted#!. His sister gone, his wife's love never his, mocked by ladies who thought him furniture - so he fed them poison and watched them die, and called it the only power he was ever given.\n\nRhaena told him he was free to go: by the window or the door, as he pleased. He chose the window of the Painted Table chamber, where Aegon once plotted the conquest of a continent, and leapt.\n\nWhat remained of him, my sister had hacked to pieces and fed to Dreamfyre and the dragons of the yards. She has that of Maegor in her too, whatever the septons pretend.\n\n#bold So die poisoners. But five good souls are gone, and Dragonstone will never feel clean to her again. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,30,sotd_rhaena.0011.a,So die poisoners. Gods rest the ladies of Dragonstone.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,32,sotd_rhaena.0020.t,The Black Dread Has a Rider,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,33,sotd_rhaena.0020.desc,"A raven from Dragonstone, and the words freeze the blood in my veins: Aerea is gone - and she has taken #bold BALERION#!.\n\nMy brother's daughter, sent from my court back to a mother she barely knew, lonely and furious on that grim rock, walked into the smoking yards at dawn and claimed the Black Dread himself. Not some hatchling, not one of the yard's young dragons - the beast that was old when Valyria burned, the dragon of Aegon and of Maegor, the largest living thing in the known world. The guards say she laughed as he took wing.\n\nThey flew east over the sea, and no eye has seen them since. A girl of thirteen, on a monster that answers to no chain ever forged, gone beyond my reach and perhaps beyond anyone's.\n\n#bold Find her. Every ship, every raven, every coin. Find her. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,34,sotd_rhaena.0020.a,"Every ship, every raven, every coin. Find her.",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,36,sotd_rhaena.0021.t,The Wide World Searched,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,37,sotd_rhaena.0021.desc,"Half a year, and nothing. My envoys have knocked at the doors of Pentos, Tyrosh, Myr and Volantis; the Iron Bank itself - eager to be helpful, since the matter of the eggs - has set its thousand eyes looking. A black dragon was seen over the Disputed Lands, they say. A black dragon was seen off Lys. A black dragon was seen where no black dragon was, by men who wanted my gold.\n\nRhaena flies the coasts on Dreamfyre until her hands crack from the wind. Alysanne lights candles. I sit with Barth late into the nights, and he says the thing neither of us wants said: no one has seen them because Balerion has not gone to the lands of men. There is one place in this world that dragon knows better than any living creature, one place he alone remembers - and it is the place from which nothing returns.\n\n#bold Valyria. Gods be good, he has taken her home to Valyria. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,38,sotd_rhaena.0021.a,Keep searching. She is blood of the dragon. She lives.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,40,sotd_rhaena.0022.t,What Returned from Valyria,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,41,sotd_rhaena.0022.desc,"On the thirteenth day of the fourth moon, the guards on the walls of the Red Keep began to shout - and the shadow of vast black wings fell over King's Landing for the first time since Maegor died. Balerion came home.\n\nBut gods, what came home with him. Down the Black Dread's left side runs a wound near nine feet long, half-healed and hideous, and his flight is a broken, laboring thing. And clinging to his back, lashed there by rags that were once clothes - Aerea. She is a skeleton wrapped in skin, her hair a mat, her eyes brimming red. She is burning. Not with fever as maesters know it: the heat pours off her small body till the air above her shimmers, and when Benifer touched her brow he snatched his hand back as from a kettle. And beneath her skin - I will not write what I saw moving beneath her skin.\n\nGrand Maester Benifer has taken her to his chambers. I have sent for Septon Barth. No one else is to be admitted.\n\n#bold Whatever she found in the ruins of Valyria, it has come back inside her. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,42,sotd_rhaena.0022.a,"Benifer and Barth, no one else. And pray.",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,44,sotd_rhaena.0023.t,The Fire Within,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,45,sotd_rhaena.0023.desc,"Princess Aerea Targaryen died an hour before dawn. Only two men witnessed her last hours, and one of them will never speak of it and the other has written an account and sealed it, to be read - he says - by no king now living.\n\nBarth told me only this much, and his hands shook as he told it: they did all that men could do, and at the end they did the only mercy left, and it was not enough, and the things that killed her were not of this world nor meant for it. She was thirteen years old. She wanted her mother's love, and her father's throne, and a dragon of her own - and the dragon she chose was the one beast alive that remembered the road home to hell.\n\nRhaena came too late to hear her daughter speak. She took the ashes up on Dreamfyre, alone, higher than any man could see, and scattered them upon the winds. When she landed she had no more tears. I do not believe she will ever have any again.\n\n#bold The account stays sealed. Some knowledge is a wound in the world. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,46,sotd_rhaena.0023.a,Seal the account. Some things must never be read.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,48,sotd_rhaena.0024.t,The Order of the Dragonkeepers,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,49,sotd_rhaena.0024.desc,"Never again. That is the whole of the law I take from this sorrow: never again shall a child of my house walk unwatched into a dragon's yard and fly away to her death.\n\nBalerion, too broken and too old for the wild, I have returned to the smoking yards of Dragonstone, where the Dragonmont shall house him under guard. And about him I have raised a new order: the #bold Dragonkeepers#!, seven-and-seventy men in suits of black scale, sworn to guard the dragons of House Targaryen day and night - and to guard the world from them, and them from the follies of children.\n\nMy sister Rhaena flew from Dragonstone the day after the ashes were scattered. She will not keep the island, she says: #italic 'It is yours again, brother. I want no seat that Androw poisoned and no yard that gave my daughter to Valyria. Dragonstone holds nothing for me now but ghosts.'#! I have taken it back into the crown, and she wanders now, from castle to castle, a queen of griefs.\n\n#bold Out of fire, order. Never again. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,50,sotd_rhaena.0024.desc.no_rhaena,"Never again. That is the whole of the law I take from this sorrow: never again shall a child of my house walk unwatched into a dragon's yard and fly away to her death.\n\nBalerion, too broken and too old for the wild, I have returned to the smoking yards of Dragonstone, where the Dragonmont shall house him under guard. And about him I have raised a new order: the #bold Dragonkeepers#!, seven-and-seventy men in suits of black scale, sworn to guard the dragons of House Targaryen day and night - and to guard the world from them, and them from the follies of children.\n\n#bold Out of fire, order. Never again. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,51,sotd_rhaena.0024.a,"Out of fire, order. Never again.",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,53,sotd_rhaena.0025.t,The Wasp's Last Sting,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,54,sotd_rhaena.0025.desc,"One of the black-dragon rumours seemed worth the chasing. Word came out of the Velvet Hills north of Pentos: a great winged shadow roosting in the high country, and a guide who swore he could lead armed men to its lair. I sent Ser Willam the Wasp with a dozen good swords to learn the truth of it.\n\nThere was no dragon. There never had been. Brigands had spread the tale to draw the curious into the hills, and the guide led Ser Willam and his men straight into an ambush. They were cut down to the last, in a gully with no name, for the price of my gold and a lie.\n\nThey tell me the Wasp gave a good account of himself - that he was the last to fall, and that the ground about him was thick with the men he took along. One of Lord Rego's agents bought back his head from the killers, so that I might be certain. I am certain. I have lost a white cloak to a fool's errand, and it was I who sent him on it.\n\n#bold Ser Willam the Wasp. A brave knight, dead for a rumour. The realm is poorer for it. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,55,sotd_rhaena.0025.a,Bury what they returned to us with honour.,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,57,sotd_rhaena.0026.t,A White Cloak for the Wasp,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,58,sotd_rhaena.0026.desc,"A year has passed since Ser Willam died in that nameless gully, and his place among the Seven has stood empty long enough. A king is judged by the swords he keeps closest, and I have taken my time choosing.\n\nThe knight who kneels before the Iron Throne this morning is Ser Lucamore Strong - big, bluff, and tireless, a lance that has unhorsed better-born men in tourney after tourney, and a blade that never seems to weary. The commons have taken to calling him a lusty sort, and there are whispers about the women of the Kingswood, but no man questions his courage or his skill at arms. Ser Gyles vouches for him, and that is enough for me.\n\nI lay the white cloak across his shoulders myself, where the Wasp's once hung.\n\n#bold Rise, Ser Lucamore of the Kingsguard. Serve better than I served the man whose cloak you wear. #!",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,59,sotd_rhaena.0026.a,"Rise, Ser Lucamore. The white is yours.",True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,61,sotd_rhaena_barren_modifier,A Marriage of Grief,True,True
EN,localization/english/sotd/agot_sotd_rhaena_l_english.yml,62,sotd_rhaena_barren_modifier_desc,"Twice widowed and wedded now to a man she cannot love, Rhaena Targaryen will bear no more children.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,2,fab_shivers.0001.t,A Cold in High Summer,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,3,fab_shivers.0001.desc,"The ravens come from the east, and each one carries the same word: cold.\n\nIt began on the islands - Dragonstone, Driftmark, the little rocks off the mouth of the Blackwater - and it does not care that it is not yet winter. A man complains of a chill he cannot shake. By the next morning his skin is frost to the touch, his lips gone blue, and he shakes so hard the bed rattles beneath him. By the morning after that, more often than not, he is dead. The maesters have already given it a name: the Shivers.\n\nGrand Maester Benifer tells me it moves faster than any pestilence in the histories, and that it does not spare the strong. It is climbing the Blackwater toward my city even as I read of it. I have a court, a council, a wife, and children under this roof.\n\n#bold The gods send the cold. Let us see how many of my people it means to take. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,4,fab_shivers.0001.a,Close the gates. Ready the maesters. Pray.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,6,fab_shivers.0009.t,The Cold Departs,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,7,fab_shivers.0009.desc,"As suddenly as it came, it is gone.\n\nThe spring of the year sixty comes late and grudging, but it comes, and with the first true warmth the Shivers loses its grip. Those still shaking in their sickbeds wake to find the fever broken and the cold fled from their bones. No more than one in five of those it touched ever rose again - but those it spared, it spared for good.\n\nWhen I ask for the tally I almost wish I had not. Half my small council, gone. A third of the maesters of the Citadel. Great lords in their halls and washerwomen in the gutters, taken alike. And the High Septon dead in the Starry Sept, which the Faith will spend a long winter making sense of.\n\n#bold The realm will mourn a long while. But the realm endures. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,8,fab_shivers.0009.a,Bury the dead. Count the living. Begin again.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,10,fab_shivers.0100.t,My Daughter Is Cold,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,11,fab_shivers.0100.desc,"It has come into my own house.\n\nAt supper my daughter Daenerys - six years old, quick and bright and never still - complained that she was cold, though the fires roared and the hall was warm. Alysanne wrapped her in furs and sent her early to bed. By the time the maester was fetched she was shaking under three blankets, her small teeth chattering, her lips already darkening.\n\nThe Doctrine I built with my own hands says this cannot be. Targaryens do not sicken with the ills of common men; it is written, it is proclaimed, it is the very thing that makes my marriage lawful in the eyes of the realm. And my daughter lies in her bed and shakes, and the words turn to ash in my mouth.\n\n#bold They say a day and a half. From the first cold word to the last. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,12,fab_shivers.0100.a,No. Not her. Fetch me the maesters - all of them.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,14,fab_shivers.0101.t,The Oldest Magic,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,15,fab_shivers.0101.desc,"The maesters have done all they know, and it is not enough. Benifer's successor will not meet my eyes. Alysanne has not left the bedside in a day and a night, and Daenerys grows colder in her arms.\n\nThere is one thing left. It is not in any maester's book. Since Rhaena laid an egg in the cradles of my sister and me when we were babes, it has been the way of my House to give a dragon's egg to our children - and the old tales, the ones the maesters sniff at, say that a dragon's egg laid warm beside dragon's blood can wake a fire that even death fears.\n\nI could send for an egg from the Dragonstone hatcheries and lay it in her bed. It is superstition. It is a father with nothing left. It is the barest, coldest chance.\n\n#bold Or I could kneel, and pray, and let the Seven do as they will. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,16,fab_shivers.0101.a,"Bring me an egg. Lay it beside her, and stoke the fire high.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,17,fab_shivers.0101.egg_tt,"The egg will almost certainly lie cold and dead. But if the blood of the dragon runs true in her - it might, just might, quicken. A slim hope against a certain grief.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,18,fab_shivers.0101.b,"There is no magic in an egg. I will pray, as any father would.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,20,fab_shivers.0102.t,A Day and a Half,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,21,fab_shivers.0102.desc,"She died before the dawn.\n\nJust as the maesters foretold - a day and a half from her first small complaint of cold to the last shudder that passed through her and did not come again. Alysanne held her through all of it, and holds her still, and will not let them take her.\n\nI am the King of the Seven Kingdoms. I made a doctrine that told all the world my blood was not as other blood, that the dragon did not sicken and die as common men do. I believed it. I needed to believe it. And I buried my daughter in the cold ground of the year sixty, and every septon and every lord who ever doubted me now has his proof, laid in a child's grave.\n\n#bold Daenerys of House Targaryen. Six years old. The dragon can die after all. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,22,fab_shivers.0102.a,Leave us. Leave us both with her.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,24,fab_shivers.0103.hatch_tt,"Daenerys survives the Shivers. A dragon has hatched at her side, and is bonded to her.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,25,fab_shivers.0103.t,Fire Wakes,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,26,fab_shivers.0103.desc,"In the blackest hour of the night, the egg cracked.\n\nI was there, and Alysanne was there, and we both heard it - a sound like green wood splitting in a hot fire, from the egg nestled in the furs against our daughter's side. By the time the candle was lit the shell had fallen open, and a wet and hissing wyrmling was pressing itself against Daenerys's cold skin, and where it touched her the shaking eased.\n\nBy morning her fever had broken. By midday she was sitting up, weak as a kitten and twice as fierce, demanding to know the name of the little dragon that would not leave her side. The maesters have no explanation and the septons are already calling it a miracle of the Seven, and I will let them, for it serves. But I know what I saw. The oldest magic of my House woke in the dark and reached into the cold and pulled my daughter back.\n\n#bold The Doctrine is true. My blood is not as other blood. And I have the dragon in her cradle to prove it. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,27,fab_shivers.0103.a,She may name him. She has earned the right.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,29,fab_shivers.0105.t,A Mother's Shaking,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,30,fab_shivers.0105.desc,"The bedchamber has emptied, save for Alysanne and me.\n\nFor a long while she made no sound at all. She only stared at the small shape beneath the linen, one hand pressed to her mouth as if she could hold her grief inside by force. Then the strength went from her knees, and I caught her before she struck the floor.\n\nAfter her daughter's death, Alysanne collapsed in my arms, shaking so hard that some worried that she had the Shivers too. I held her as tightly as I dared, feeling every tremor pass through her body and into mine. No crown, no doctrine, no prayer, no dragon could answer her. There was only the cold room, our dead child, and the terrible weight of being left alive.\n\n#bold I am her husband before I am her king. Tonight, that is all I can be. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,31,fab_shivers.0105.a,Hold her until the shaking passes.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,33,fab_shivers.0106.t,Nearer to Gods,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,34,fab_shivers.0106.desc,"The first true warmth returns to the room with Daenerys's breath.\n\nAlysanne kneels beside the bed, weeping again, but now the tears are bright and disbelieving. Our daughter sleeps, flushed with life instead of fever, while the newborn dragon curls close against her side like a coal banked beneath ash. I take Alysanne's hand, and together we give thanks to the Seven for the mercy they have shown our house.\n\nYet the gods did not work through herbs, nor prayers alone, nor any maester's wisdom. They answered through fire. Through the egg. Through the old blood that Valyria carried out of doom and into our veins.\n\n#bold Our blood is the blood of the dragon, closer to gods than men. This night has proved it. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,35,fab_shivers.0106.desc.dragon,"The first true warmth returns to the room with Daenerys's breath.\n\nAlysanne kneels beside the bed, weeping again, but now the tears are bright and disbelieving. Our daughter sleeps, flushed with life instead of fever, while [daenerys_dragon.GetName] keeps watch beside her, smoke rising softly from its nostrils. I take Alysanne's hand, and together we give thanks to the Seven for the mercy they have shown our house.\n\nYet the gods did not work through herbs, nor prayers alone, nor any maester's wisdom. They answered through the living bond between our daughter and her dragon. The fire had chosen Daenerys before the cold ever came for her.\n\n#bold Our blood is the blood of the dragon, closer to gods than men. This night has proved it. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,36,fab_shivers.0106.a,The gods have shown the truth of our blood.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,38,fab_shivers.0108.t,The Fire Beside Her,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,39,fab_shivers.0108.desc,"The maesters have spent their learning, and Daenerys grows colder beneath their hands. Yet there is one creature in all the Red Keep that will not leave her door.\n\n[daenerys_dragon.GetName] has felt her pain through the bond between them. The hatchling claws at the stones beyond the sickroom, hissing smoke at every man who bars the way. When Daenerys shudders, the little dragon answers. When her breathing falters, its cries shake the hinges.\n\nThe Grand Maester warns that no man can say what a frightened dragon might do in a child's chamber. Alysanne answers that it is no man Daenerys calls for. This beast is hers, blood bound to blood, and perhaps the fire already joined to her is stronger than the cold.\n\n#bold The gods have set a dragon at my daughter's door. Shall I dare keep it from her? #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,40,fab_shivers.0108.a,Bring [daenerys_dragon.GetName] to her. Dragonfire will answer the cold.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,41,fab_shivers.0108.dragon_tt,Daenerys's own bonded dragon will be brought to her sickbed. There is but a slender hope that the warmth of their bond will draw her back.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,42,fab_shivers.0108.b,Keep the beast without. We shall trust in the mercy of the Seven.,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,44,fab_shivers.0110.t,Two White Cloaks,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,45,fab_shivers.0110.desc,"The Shivers spared neither smallfolk nor sworn sword. Two of my Kingsguard lie in the crypts beneath the Red Keep, their white cloaks folded and still, and the Seven who guard my life are but five.\n\nA king cannot go long so ill-defended, and the whole realm has watched to see whom I would honour. Two knights kneel before the Iron Throne this morning. Ser Ryam Redwyne of the Arbor is barely a man grown, yet already there is no finer lance in the Reach; the old knights say he will be the best of us before he is done. Beside him kneels Ser Robin Shaw, a quieter blade, steady as stone, the sort who never tires and never boasts.\n\nGrand Maester and Lord Commander both approve. The white cloaks are brought forth, and I speak the words that bind these two to my service until death.\n\n#bold Rise, sers, and take your place among the Kingsguard. The realm has bled enough; let it see the white cloaks whole again. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,46,fab_shivers.0110.a,"Rise, and guard your king.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,48,fab_shivers.0120.t,A Question of Succession,True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,49,fab_shivers.0120.desc,"A moon's turn has passed since fire woke in Daenerys's bed, yet the little dragon will not leave her. It rides her shoulder through the halls, sleeps curled against her breast, and bares needle teeth at any maester who reaches for her overboldly. The court calls it a wonder. The septons call it an omen.\n\nAlysanne calls it the judgement of the gods.\n\n'They reached into the cold and gave our daughter back to us,' she says when we are alone. 'They sent dragonfire to preserve her, Jaehaerys. Daenerys is the eldest of our living children. She came before Aemon, and girl or no, you must name her your heir before all the realm.'\n\nThere is no wrath in her voice, only that hard certainty which has made lords bow and septons hold their tongues. I have called Aemon my heir since first I held him in my arms. Alysanne has never suffered the word gladly. Now it seems the gods have lent her cause a voice of flame.\n\n#bold A king should not settle the succession by portents. Yet only a fool turns his face from a sign sent in fire and blood. #!",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,50,fab_shivers.0120.a,"I am king of Westeros, and in Westeros a son comes before a daughter.",True,True
EN,localization/english/sotd/agot_sotd_shivers_l_english.yml,51,fab_shivers.0120.b,"By that reckoning, Rhaena has the better right to my crown.",True,True
