category,log_line,owner,issue,original_owner,message,status,reason
scripts,1922,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,"Script system error!
  Error: is_in_family trigger [ Invalid database object 'rf_pagan' ]
  Script location: file: common/scripted_effects/DI_char_spawner_effects.txt line: 1484 (DI_char_spawner_resolve_origin_effect)",exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1926,Divine Intervention + AGOT compatibility,di-faith-families,Divine Intervention Cheat Menu,PostValidate of trigger 'is_in_family' returned false at file: common/scripted_effects/DI_char_spawner_effects.txt line: 1484 (DI_char_spawner_resolve_origin_effect),exception,Исходный Divine Intervention для ванили не исправляется по указанию пользователя.
scripts,1927,COW-AGOT,cow-quarries,COW-AGOT: 3D Models & Bigger Castles,"Script system error!
  Error: has_cultural_parameter trigger [ Bool culture parameter 'can_build_quarries_in_hills' does not exist ]
  Script location: file: common/scripted_triggers/cowagot_building_requirement_triggers.txt line: 12 (building_quarries_requirement_terrain)",expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1931,COW-AGOT,cow-quarries,COW-AGOT: 3D Models & Bigger Castles,PostValidate of trigger 'has_cultural_parameter' returned false at file: common/scripted_triggers/cowagot_building_requirement_triggers.txt line: 12 (building_quarries_requirement_terrain),expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,1932,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_enabled_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 11 (tgc_standard_equipment_trigger)",exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1936,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 11 (tgc_standard_equipment_trigger),exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1937,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_enabled_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 59 (tgc_captain_equipment_trigger)",exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1941,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 59 (tgc_captain_equipment_trigger),exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1942,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_enabled_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 94 (tgc_blackfyre_or_targ_equipment_trigger)",exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1946,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 94 (tgc_blackfyre_or_targ_equipment_trigger),exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1947,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_blackfyre_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 104 (tgc_blackfyre_equipment_trigger)",exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1951,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 104 (tgc_blackfyre_equipment_trigger),exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1952,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_faegon_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 120 (tgc_blackfyre_equipment_trigger)",exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1956,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 120 (tgc_blackfyre_equipment_trigger),exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1957,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_faegon_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 140 (tgc_targaryen_equipment_trigger)",exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1961,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 140 (tgc_targaryen_equipment_trigger),exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1962,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_enabled_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 163 (tgc_blackfyre_house_equipment_trigger)",exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1966,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 163 (tgc_blackfyre_house_equipment_trigger),exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1967,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,"Script system error!
  Error: has_game_rule trigger [ Invalid database object 'tgc_blackfyre_enabled' ]
  Script location: file: common/scripted_triggers/tgc_loaded_trigger.txt line: 164 (tgc_blackfyre_house_equipment_trigger)",exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
scripts,1971,AGOT Submod Core,core-optional-tgc,AGOT Submod Core,PostValidate of trigger 'has_game_rule' returned false at file: common/scripted_triggers/tgc_loaded_trigger.txt line: 164 (tgc_blackfyre_house_equipment_trigger),exception,Отсутствующая необязательная интеграция TGC; код и правила не подменять.
read_not_set,1972,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag monastery_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,1973,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag ruin_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,1974,COW-AGOT,cow-map-mode,,Flag highlight_special_buildings_map,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1975,Valyrian Steel,vs-egg-colors,,Flag blackDarkRed,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1976,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag unknown_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,1977,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag settlement_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,1978,Valyrian Steel,vs-egg-colors,,Flag iceFire,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1979,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag pirate_den_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,1980,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag wilderness_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,1981,Crowns of Westeros,crowns-roland-uniqueness,,Flag roland_crown,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,1982,Divine Intervention + AGOT compatibility,di-gui-artifact-origin,,Flag global,exception,Действительное использование GUI / резервным вариантом выбора.
set_not_read,1983,COW-AGOT,cow-map-mode,,Flag highlight_cow_provinces_map,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,1984,Legacy of the Dragon,lotd-empty-result,,Flag all_found,exception,Значение all_found очищает предыдущий выбор предмета; сохранить.
set_not_read,1985,Divine Intervention + AGOT compatibility,di-gui-artifact-origin,,Flag DI_subtype_throne,exception,Действительное использование GUI / резервным вариантом выбора.
read_not_set,1986,Legacy of the Dragon,lotd-maekar-selection,,Variable maekars_crown,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1987,COW-AGOT,cow-map-mode,,Variable highlight_cow_provinces_map,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1988,Crowns of Westeros,crowns-baldric,,Variable is_Durrandon_51,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1989,AGOT Submod Core,core-optional-markers,,Variable Aotk_enabled,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,1990,AGOT Submod Core,core-obsolete-cloak-gate,,Variable app_enabled,exception,Интеграционный блок Core сохранён; не включать отсутствующий старый шаблон плаща.
read_not_set,1991,Legacy of the Dragon,lotd-baelor-marker,,Variable crown_aegon_baelor_artifact,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1992,AGOT Submod Core,core-optional-markers,,Variable tgc_enabled,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,1993,AGOT Submod Core,core-sword-recognition,,Variable blackfyre,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1994,AGOT Submod Core,core-optional-markers,,Variable kingsguard_choice,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,1995,AGOT Submod Core,core-sword-recognition,,Variable darksister,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1996,AGOT Submod Core,core-optional-markers,,Variable brightboar_enabled,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,1997,Crowns of Westeros,crowns-myrcella,,Variable is_baratheon_6,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,1998,AGOT Submod Core,core-optional-markers,,Variable swordman_armor_artifact,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,1999,AGOT Submod Core,core-sword-recognition,,Variable seafoam,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2000,AGOT Submod Core,core-optional-markers,,Variable captains_sword,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
set_not_read,2001,Legacy of the Dragon,lotd-unused-sword-markers,,Variable seafoam_artifact,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,2002,Legacy of the Dragon,lotd-unused-sword-markers,,Variable pincer_artifact,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,2003,Legacy of the Dragon,lotd-unused-sword-markers,,Variable blackfyre_artifact,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,2004,COW-AGOT,cow-integration-marker,,Variable COWAGOT_is_loaded,exception,Сохранить публичный маркер наличия COW для совместимости.
set_not_read,2005,Divine Intervention + AGOT compatibility,di-gui-display,,Variable DI_artifact_subtype_display,exception,Переменные читаются интерфейсом и локализацией.
set_not_read,2006,Divine Intervention + AGOT compatibility,di-gui-display,,Variable DI_artifact_quality_display,exception,Переменные читаются интерфейсом и локализацией.
set_not_read,2007,Divine Intervention + AGOT compatibility,di-gui-display,,Variable DI_artifact_category_display,exception,Переменные читаются интерфейсом и локализацией.
scripts,2067,AGOT Russian localization,localization-religion-family,,Key rf_valyrian not found at Database: common/religion/religion_family_types,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
scripts,2068,AGOT_RUS_CORRECT / CK3 localization,localization-decision,,Key tgp_minister_recruit_courtiers_decision not found at Database: common/decisions,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2069,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag monastery_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,2070,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag ruin_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,2071,COW-AGOT,cow-map-mode,,Flag highlight_special_buildings_map,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2072,Valyrian Steel,vs-egg-colors,,Flag blackDarkRed,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2073,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag unknown_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,2074,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag settlement_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,2075,Valyrian Steel,vs-egg-colors,,Flag iceFire,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2076,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag pirate_den_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,2077,Divine Intervention + AGOT compatibility,di-gui-holdings,,Flag wilderness_holding,exception,MakeScopeFlag из GUI устанавливает значения; сохранить кнопки.
read_not_set,2078,Crowns of Westeros,crowns-roland-uniqueness,,Flag roland_crown,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,2079,Divine Intervention + AGOT compatibility,di-gui-artifact-origin,,Flag global,exception,Действительное использование GUI / резервным вариантом выбора.
set_not_read,2080,COW-AGOT,cow-map-mode,,Flag highlight_cow_provinces_map,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,2081,Legacy of the Dragon,lotd-empty-result,,Flag all_found,exception,Значение all_found очищает предыдущий выбор предмета; сохранить.
set_not_read,2082,Divine Intervention + AGOT compatibility,di-gui-artifact-origin,,Flag DI_subtype_throne,exception,Действительное использование GUI / резервным вариантом выбора.
read_not_set,2083,Legacy of the Dragon,lotd-maekar-selection,,Variable maekars_crown,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2084,COW-AGOT,cow-map-mode,,Variable highlight_cow_provinces_map,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2085,Crowns of Westeros,crowns-baldric,,Variable is_Durrandon_51,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2086,AGOT Submod Core,core-optional-markers,,Variable Aotk_enabled,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,2087,AGOT Submod Core,core-obsolete-cloak-gate,,Variable app_enabled,exception,Интеграционный блок Core сохранён; не включать отсутствующий старый шаблон плаща.
read_not_set,2088,Legacy of the Dragon,lotd-baelor-marker,,Variable crown_aegon_baelor_artifact,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2089,AGOT Submod Core,core-optional-markers,,Variable tgc_enabled,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,2090,AGOT Submod Core,core-sword-recognition,,Variable blackfyre,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2091,AGOT Submod Core,core-optional-markers,,Variable kingsguard_choice,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,2092,AGOT Submod Core,core-sword-recognition,,Variable darksister,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2093,AGOT Submod Core,core-optional-markers,,Variable brightboar_enabled,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,2094,Crowns of Westeros,crowns-myrcella,,Variable is_baratheon_6,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2095,AGOT Submod Core,core-optional-markers,,Variable swordman_armor_artifact,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
read_not_set,2096,AGOT Submod Core,core-sword-recognition,,Variable seafoam,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
read_not_set,2097,AGOT Submod Core,core-optional-markers,,Variable captains_sword,exception,Маркеры предусмотренных внешних интеграций Core сохранены.
set_not_read,2098,Legacy of the Dragon,lotd-unused-sword-markers,,Variable seafoam_artifact,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,2099,Legacy of the Dragon,lotd-unused-sword-markers,,Variable pincer_artifact,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,2100,Legacy of the Dragon,lotd-unused-sword-markers,,Variable blackfyre_artifact,expected_fixed,Исправлено статически; исчезновение сообщения ещё не подтверждено запуском.
set_not_read,2101,COW-AGOT,cow-integration-marker,,Variable COWAGOT_is_loaded,exception,Сохранить публичный маркер наличия COW для совместимости.
set_not_read,2102,Divine Intervention + AGOT compatibility,di-gui-display,,Variable DI_artifact_subtype_display,exception,Переменные читаются интерфейсом и локализацией.
set_not_read,2103,Divine Intervention + AGOT compatibility,di-gui-display,,Variable DI_artifact_quality_display,exception,Переменные читаются интерфейсом и локализацией.
set_not_read,2104,Divine Intervention + AGOT compatibility,di-gui-display,,Variable DI_artifact_category_display,exception,Переменные читаются интерфейсом и локализацией.
